gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.540872667931233,0.01707207392296081,-,0.0341,0.03639445856167979,9.18,1,-0.0502,0.412
USP3,2.4852e-6,ubiquitin specific peptidase 3,--,++--,--,0.941635322289067,0.017227737247920753,-,0.0345,0.012310163,9.27,1,-0.0502,0.412
C3orf84,2.5336e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,0.03665235860874849,9.86,1,-0.0502,0.412
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,-+--,-+,0.6634330192647337,0.01955878703755698,-,0.0391,0.025295412,10.5,1,-0.0502,0.412
C16orf45,1.8617e-9,NA,++,--++,--,0.02039791752074266,0.34035206338915047,+,0.0408,9.58753e-4,11,1,-0.0502,0.412
METTL9,1.7424e-10,methyltransferase like 9,++,++++,++,0.021279243444417794,0.9980591139965432,+,0.0426,0.023636704,11.4,1,-0.0502,0.412
TOP1,1.6562e-6,DNA topoisomerase I,--,--+-,--,0.9378800060030094,0.02298517506766499,-,0.046,0.057832491,12.4,1,-0.0502,0.412
PRSS16,6.4148e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,0.04850198156857885,13,1,-0.0502,0.412
ZNF536,1.6243e-6,zinc finger protein 536,--,-+--,-+,0.7938370731700365,0.024401390827133235,-,0.0488,0.012601684717793113,13.1,1,-0.0502,0.412
ZNF165,1.9547e-12,zinc finger protein 165,-+,-+++,Filtered_Out,0.024523934273421914,0.8916906613590122,+,0.049,0.058737725,13.2,1,-0.0502,0.412
CELF2,7.5152e-8,CUGBP Elav-like family member 2,++,----,--,0.9420076047817689,0.02484659672496011,-,0.0497,0.016642978,13.4,1,-0.0502,0.412
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,--,--++,--,0.9814935616525384,0.029270670102493884,-,0.0585,0.066284551,15.7,1,-0.0502,0.412
ACVR1B,5.281e-7,activin A receptor type 1B,++,---+,+-,0.032683137193638835,0.6822737378108303,+,0.0654,0.016928378850805628,17.6,1,-0.0502,0.412
FADS1,1.2518e-7,fatty acid desaturase 1,+-,++--,--,0.9741218716436935,0.033163084037287675,-,0.0663,0.071401741,17.8,1,-0.0502,0.412
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",++,++++,--,0.03360302743179362,0.1302176014636304,+,0.0672,0.005617603,18.1,1,-0.0502,0.412
VPS41,1.9375e-6,VPS41 subunit of HOPS complex,-+,+--+,++,0.03402641309205837,0.7013743728809065,+,0.0681,0.009832116,18.3,1,-0.0502,0.412
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,--,++++,-+,0.03900846463115582,0.6655125833493242,+,0.078,0.019839794,21,1,-0.0502,0.412
ADCK3,1.4274e-8,NA,NA,NA,NA,0.04030359311054761,0.9596964068894525,+,0.0806,0.08060718622109522,21.7,1,-0.0502,0.412
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,++,0.044992586412630924,0.995369242048559,+,0.09,0.059323219,24.2,1,-0.0502,0.412
PPP6C,1.0969e-6,protein phosphatase 6 catalytic subunit,++,++--,--,0.738967272384458,0.04540204347815741,-,0.0908,0.005052903,24.4,1,-0.0502,0.412
CDH22,1.8821e-7,cadherin 22,++,+-++,+-,0.04608943441236347,0.3536426161068983,+,0.0922,0.012128409,24.8,1,-0.0502,0.412
CDH9,9.6964e-7,cadherin 9,-+,+-++,++,0.048252363946883516,0.9084002565109245,+,0.0965,0.028128689,26,1,-0.0502,0.412
ZNF501,5.3546e-7,zinc finger protein 501,--,-++-,Filtered_Out,0.9504883509933508,0.05079455125301646,-,0.102,0.064347101,27.3,1,-0.0502,0.412
POGZ,3.1579e-7,pogo transposable element derived with ZNF domain,--,-++-,-+,0.9641096649188526,0.0522584126811575,-,0.105,0.023772846,28.1,1,-0.0502,0.412
GPC5,1.3483e-7,glypican 5,+-,++--,+-,0.7320877177069309,0.05363605925537166,-,0.107,0.026207921,28.9,1,-0.0502,0.412
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,++,-++-,NA,0.05400929500513864,0.980547089043873,+,0.108,0.07645849915039334,29.1,1,-0.0502,0.412
CAMKK2,1.8833e-6,calcium/calmodulin dependent protein kinase kinase 2,++,--++,+-,0.05446511596062765,0.6288918412205858,+,0.109,0.036785527,29.3,1,-0.0502,0.412
CTTNBP2,1.261e-7,cortactin binding protein 2,--,++--,-+,0.6511819594404361,0.05617642861447389,-,0.112,0.052893520764315326,30.2,1,-0.0502,0.412
ZKSCAN3,1.1575e-8,zinc finger with KRAB and SCAN domains 3,+-,++++,Filtered_Out,0.05641125370170562,0.8352849261992963,+,0.113,0.064166739,30.3,1,-0.0502,0.412
PCDHA2,4.5699e-8,protocadherin alpha 2,--,-+--,Filtered_Out,0.9036943910001384,0.058027480080647204,-,0.116,0.056372446,31.2,1,-0.0502,0.412
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,-+,--+-,+-,0.9437760955685429,0.05950444617647514,-,0.119,0.030551685,32,1,-0.0502,0.412
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,--,0.9567605405915698,0.05980267107487853,-,0.12,0.11068477,32.2,1,-0.0502,0.412
KLC1,2.4595e-10,kinesin light chain 1,++,++-+,-+,0.06077213134139954,0.916437629213279,+,0.122,0.07765263367967024,32.7,1,-0.0502,0.412
SOX5,3.7918e-9,SRY-box transcription factor 5,+-,----,Filtered_Out,0.9819502755439666,0.061095870586286495,-,0.122,0.140263832,32.9,1,-0.0502,0.412
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.0613371949900422,0.6081498063424876,+,0.123,0.01036763,33,1,-0.0502,0.412
RANGAP1,3.067e-8,Ran GTPase activating protein 1,++,++++,+-,0.06174830818967785,0.6000109711850822,+,0.123,0.026652004,33.2,1,-0.0502,0.412
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,---+,--,0.9729528993188323,0.06219146208097492,-,0.124,0.120537548,33.5,1,-0.0502,0.412
SGCZ,9.7578e-10,sarcoglycan zeta,-+,--++,Filtered_Out,0.06344518811334873,0.7836662521536772,+,0.127,0.003670155,34.1,1,-0.0502,0.412
RHOBTB1,1.5668e-6,Rho related BTB domain containing 1,-+,++-+,--,0.5190956878866645,0.06405700669045843,-,0.128,0.003864981,34.5,1,-0.0502,0.412
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,++,-+++,--,0.06606474784177874,0.4535285708323777,+,0.132,0.0728911488986559,35.5,1,-0.0502,0.412
BCHE,2.3883e-7,butyrylcholinesterase,--,++--,++,0.5172644519075961,0.06641072240813659,-,0.133,0.02442773794076012,35.7,1,-0.0502,0.412
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,-+--,-+,0.9826539427402605,0.06710955231867462,-,0.134,0.092695021,36.1,1,-0.0502,0.412
TMEM42,4.8697e-7,transmembrane protein 42,++,++-+,NA,0.06792691464839076,0.7925066285318729,+,0.136,0.025265131,36.5,1,-0.0502,0.412
AREL1,3.0386e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,+-,0.6057391046888176,0.06924489385582708,-,0.138,0.072541244,37.3,1,-0.0502,0.412
CCS,2.3011e-6,copper chaperone for superoxide dismutase,+-,-+++,++,0.07357815643933929,0.9440090099928576,+,0.147,0.014563279,39.6,1,-0.0502,0.412
BAD,1.3523e-6,BCL2 associated agonist of cell death,-+,++-+,--,0.07605713162046437,0.2796156320462447,+,0.152,0.001132037,40.9,1,-0.0502,0.412
PCDHA3,1.056e-7,protocadherin alpha 3,--,++++,Filtered_Out,0.07722988858220518,0.6355667696480739,+,0.154,0.09105193,41.5,1,-0.0502,0.412
HIST1H3J,1.093e-14,NA,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.15883530743155252,42.7,1,-0.0502,0.412
KDM3A,1.7641e-9,lysine demethylase 3A,-+,++--,NA,0.6976272276947822,0.080496203660733,-,0.161,0.005746965,43.3,1,-0.0502,0.412
RTN1,1.7109e-8,reticulon 1,++,+--+,++,0.08129411757737913,0.9894452791577419,+,0.163,0.16798124383950694,43.7,1,-0.0502,0.412
CHD6,1.3778e-10,chromodomain helicase DNA binding protein 6,--,++++,+-,0.08206825825606288,0.4947609593430062,+,0.164,0.01774485,44.2,1,-0.0502,0.412
PROX2,7.5512e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.16438751409653676,44.2,1,-0.0502,0.412
FAM120A,3.6663e-8,family with sequence similarity 120A,--,--++,++,0.0845824910596084,0.3873174279628962,+,0.169,0.049594007,45.5,1,-0.0502,0.412
NEGR1,3.5506e-15,neuronal growth regulator 1,++,---+,++,0.08553530150619527,0.8914639762675809,+,0.171,0.12303118,46,1,-0.0502,0.412
IGSF6,1.5616e-9,immunoglobulin superfamily member 6,--,++++,Filtered_Out,0.08630237204763862,0.7546432098987907,+,0.173,0.044139254,46.4,1,-0.0502,0.412
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),--,++--,--,0.8882122094540464,0.08723452985079438,-,0.174,0.07212139775697905,46.9,1,-0.0502,0.412
RAB3B,1.6111e-6,"RAB3B, member RAS oncogene family",--,++--,+-,0.9434502705028855,0.08832061350383659,-,0.177,0.142566721,47.5,1,-0.0502,0.412
PCDH9,3.5314e-10,protocadherin 9,--,-+--,++,0.08845930133202178,0.09834704648574526,+,0.177,0.03246236,47.6,1,-0.0502,0.412
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,++,++-+,NA,0.09339506170103322,0.9621957784548587,+,0.187,0.083520232,50.2,1,-0.0502,0.412
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++-+,+-,0.09521433282507583,0.9303870754362118,+,0.19,0.052556152,51.2,1,-0.0502,0.412
EMILIN3,3.3685e-9,elastin microfibril interfacer 3,++,--++,+-,0.09588190800547126,0.8799838057354299,+,0.192,0.045639419,51.6,1,-0.0502,0.412
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.10077959481938101,0.8008027621952095,+,0.202,0.039337266,54.2,1,-0.0502,0.412
ZNF184,3.3378e-8,zinc finger protein 184,++,--++,+-,0.26529406567037767,0.10131958645167272,-,0.203,0.016954203,54.5,1,-0.0502,0.412
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,-+,-+++,Filtered_Out,0.10386444076471364,0.9595996352334515,+,0.208,0.16857646,55.9,1,-0.0502,0.412
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.5401351277029325,0.10431129351135235,-,0.209,0.034989513,56.1,1,-0.0502,0.412
EXT1,1.2011e-6,exostosin glycosyltransferase 1,-+,--++,+-,0.20355822083129524,0.1049309353089551,-,0.21,0.015325053,56.5,1,-0.0502,0.412
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,-+,+---,--,0.923275084067654,0.10888750313673622,-,0.218,0.041608989,58.6,1,-0.0502,0.412
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,-+,-+--,+-,0.8619258062886018,0.11177066323109115,-,0.224,0.008905346,60.1,1,-0.0502,0.412
PQLC2L,7.0543e-9,NA,++,-+--,Filtered_Out,0.6011251073809465,0.11353328493314611,-,0.227,0.016788057,61.1,1,-0.0502,0.412
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.2306446940162639,62,1,-0.0502,0.412
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.11620472528750234,0.8555842289484235,+,0.232,0.035077353,62.5,1,-0.0502,0.412
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,--,----,+-,0.9704317846098811,0.11759490440307269,-,0.235,0.113537608,63.3,1,-0.0502,0.412
PRR16,1.185e-6,proline rich 16,++,-+--,Filtered_Out,0.11778959402192825,0.5473019369566625,+,0.236,0.05698053103305234,63.4,1,-0.0502,0.412
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--+-,--,0.8634992187483699,0.12208035069696584,-,0.244,0.038740918,65.7,1,-0.0502,0.412
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.9426950018760105,0.12255474686188218,-,0.245,0.229519101,65.9,1,-0.0502,0.412
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,+-,++--,++,0.12433093074106016,0.393995455707935,+,0.249,0.032353184,66.9,1,-0.0502,0.412
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,-+,0.12448626743630911,0.4179803359988131,+,0.249,0.074107196,67,1,-0.0502,0.412
PMFBP1,3.6451e-7,polyamine modulated factor 1 binding protein 1,+-,+++-,Filtered_Out,0.7058823550153762,0.12499675217076998,-,0.25,0.09543819605805057,67.2,1,-0.0502,0.412
CSMD1,3.3077e-7,CUB and Sushi multiple domains 1,-+,--++,--,0.6339143600025455,0.12866764856942964,-,0.257,0.048293727,69.2,1,-0.0502,0.412
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.2584204614401343,69.5,1,-0.0502,0.412
KYNU,2.379e-6,kynureninase,+-,-+++,Filtered_Out,0.13012407973635884,0.6711871228423164,+,0.26,0.067972359,70,1,-0.0502,0.412
HIST1H2AL,3.4904e-11,NA,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.2685050793260139,72.2,1,-0.0502,0.412
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,----,-+,0.5905926690131277,0.13524409284617278,-,0.27,0.126820714,72.8,1,-0.0502,0.412
FADS2,1.9429e-8,fatty acid desaturase 2,+-,++--,--,0.8197063488969132,0.13566909681923883,-,0.271,0.098074813,73,1,-0.0502,0.412
EYS,1.3196e-6,eyes shut homolog,+-,+-++,NA,0.1358972003421101,0.6506728259107868,+,0.272,0.07698382,73.1,1,-0.0502,0.412
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.768808084397127,0.13811404914364633,-,0.276,0.101713938,74.3,1,-0.0502,0.412
SOX6,4.167e-7,SRY-box transcription factor 6,--,+++-,Filtered_Out,0.8284320606598677,0.14149400999603126,-,0.283,0.068488391,76.1,1,-0.0502,0.412
TCF4,4.5521e-16,transcription factor 4,+-,---+,--,0.9664021647892194,0.14730483964708727,-,0.295,0.108208269,79.3,1,-0.0502,0.412
PHF2,2.3153e-6,PHD finger protein 2,--,-+++,+-,0.14762819933534674,0.40127609041153917,+,0.295,0.014930993,79.4,1,-0.0502,0.412
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,+-,+++-,-+,0.15134039883450398,0.9109100397751249,+,0.303,0.043701404,81.4,1,-0.0502,0.412
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,--,--++,+-,0.15138835047368643,0.2519466698706304,+,0.303,0.008650411,81.4,1,-0.0502,0.412
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.15333145298777218,0.893028575773047,+,0.307,0.101384327,82.5,1,-0.0502,0.412
EP300,2.3037e-7,E1A binding protein p300,--,--+-,+-,0.9387824126454248,0.15422509680854532,-,0.308,0.210961183,83,1,-0.0502,0.412
HSPE1-MOB4,2.2874e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.3171545182750501,85.3,1,-0.0502,0.412
NOX4,1.1568e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.15917614136969993,0.8088576641780548,+,0.318,0.072276382,85.6,1,-0.0502,0.412
BTN3A3,6.5955e-8,butyrophilin subfamily 3 member A3,++,+++-,-+,0.16142441484479939,0.9105561898591654,+,0.323,0.053471551,86.8,1,-0.0502,0.412
CABP1,1.014e-8,calcium binding protein 1,++,--++,+-,0.1673395233016371,0.8452205835904045,+,0.335,0.031571787,90,1,-0.0502,0.412
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,++,++++,++,0.17236759095713322,0.9662074707345658,+,0.345,0.128548783,92.7,1,-0.0502,0.412
HIST1H2BL,3.5412e-12,NA,+-,++++,NA,0.17635734263967434,0.8966151516204115,+,0.353,0.05860949,94.9,1,-0.0502,0.412
YLPM1,3.52e-10,YLP motif containing 1,--,--+-,NA,0.897375686914107,0.17640996470206738,-,0.353,0.19028724104122863,94.9,1,-0.0502,0.412
PRR34,5.588e-8,PRR34 long non-coding RNA,--,++++,Filtered_Out,0.176449215899875,0.5996788330194515,+,0.353,0.031395216,94.9,1,-0.0502,0.412
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,++,0.1765517339734609,0.44652109571932685,+,0.353,0.049689551,95,1,-0.0502,0.412
PSEN2,2.6771e-6,presenilin 2,++,++++,+-,0.1795442649437962,0.8310394677121571,+,0.359,0.179651404,96.6,1,-0.0502,0.412
KIF15,3.6765e-8,kinesin family member 15,+-,++++,Filtered_Out,0.18027113712491719,0.8606525224563947,+,0.361,0.141769699,97,1,-0.0502,0.412
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,--,++--,-+,0.26894001463553263,0.18897911369987042,-,0.378,0.028254588,102,1,-0.0502,0.412
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,+-++,+-,0.1893155249706048,0.9036896975266595,+,0.379,0.082265069,102,1,-0.0502,0.412
ZNF660,2.4714e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9152189281187855,0.18959831735744456,-,0.379,0.274270236,102,1,-0.0502,0.412
ESRRG,1.3144e-7,estrogen related receptor gamma,++,----,+-,0.7000741126133712,0.19439453587251265,-,0.389,0.112173408,105,1,-0.0502,0.412
MYBPC3,1.3929e-6,myosin binding protein C3,-+,NA,++,0.19828822079083433,0.8658540340710942,+,0.397,0.140194476,107,1,-0.0502,0.412
TAOK3,1.4896e-8,TAO kinase 3,--,+-+-,+-,0.9084026687055111,0.19842933438553148,-,0.397,0.242065464,107,1,-0.0502,0.412
ANKS1B,1.5029e-6,ankyrin repeat and sterile alpha motif domain containing 1B,-+,--+-,-+,0.6975237401738925,0.20191725998697735,-,0.404,0.12566637,109,1,-0.0502,0.412
FCF1,4.3278e-8,FCF1 rRNA-processing protein,--,++++,Filtered_Out,0.20191776984654045,0.5699863528340208,+,0.404,0.050312127,109,1,-0.0502,0.412
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.20336890067999683,0.3811391128294994,+,0.407,0.005129735,109,1,-0.0502,0.412
RPS6KL1,1.0121e-7,ribosomal protein S6 kinase like 1,++,--++,--,0.27042517254583276,0.20518099440704318,-,0.41,0.008210583,110,1,-0.0502,0.412
ZDHHC5,3.4657e-8,zinc finger DHHC-type palmitoyltransferase 5,++,---+,+-,0.6979465509441651,0.20922855585279607,-,0.418,0.141815918,113,1,-0.0502,0.412
TMEM161B,4.7697e-14,transmembrane protein 161B,++,++--,-+,0.6828343515583251,0.2122553800672668,-,0.425,0.032318539,114,1,-0.0502,0.412
DENND1A,1.5351e-14,DENN domain containing 1A,++,--++,+-,0.21291971258733752,0.5925852737967455,+,0.426,0.0941763,115,1,-0.0502,0.412
FH,1.4717e-6,fumarate hydratase,++,++++,+-,0.21636387563424414,0.8768255687528204,+,0.433,0.189977834,116,1,-0.0502,0.412
ASTN2,2.1867e-11,astrotactin 2,+-,-+-+,++,0.216885376951665,0.7788711853005131,+,0.434,0.059048783,117,1,-0.0502,0.412
OTX2,8.9134e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.4450960335082902,120,1,-0.0502,0.412
FANCL,4.5809e-7,FA complementation group L,--,++--,-+,0.8051573757921272,0.22399895566298744,-,0.448,0.105504612,121,1,-0.0502,0.412
SF3B1,1.7831e-8,splicing factor 3b subunit 1,--,+++-,-+,0.22909018535290132,0.4985217271277715,+,0.458,0.101866011,123,1,-0.0502,0.412
GINM1,2.537e-6,glycoprotein integral membrane 1,--,+++-,-+,0.23316847635554236,0.2607750185153951,+,0.466,0.048364513,125,1,-0.0502,0.412
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.7621150511666922,0.2378849488333078,-,0.476,0.4757698976666156,128,1,-0.0502,0.412
SLC17A3,1.6689e-7,solute carrier family 17 member 3,--,NA,Filtered_Out,0.759473791351245,0.240526208648755,-,0.481,0.48105241729751,129,1,-0.0502,0.412
MED19,1.7536e-7,mediator complex subunit 19,++,+-++,+-,0.24577113522040622,0.5247332525314479,+,0.492,0.113715824,132,1,-0.0502,0.412
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,--,---+,NA,0.8972812090084875,0.24805717986777917,-,0.496,0.3094604946899414,133,1,-0.0502,0.412
HIST1H4L,6.1718e-11,NA,-+,NA,Filtered_Out,0.2511237809368194,0.7488762190631806,+,0.502,0.5022475618736388,135,1,-0.0502,0.412
TRMT61A,3.682e-9,tRNA methyltransferase 61A,++,++-+,NA,0.25615324658958427,0.7915462072644566,+,0.512,0.093896153,138,1,-0.0502,0.412
ESR2,2.6731e-9,estrogen receptor 2,+-,+++-,Filtered_Out,0.2603508037764971,0.6250160808751473,+,0.521,0.058910126,140,1,-0.0502,0.412
MAP9,7.1456e-7,microtubule associated protein 9,++,+---,++,0.26350623038190324,0.8601907679519495,+,0.527,0.215042228,142,1,-0.0502,0.412
KMT2A,1.2822e-7,lysine methyltransferase 2A,--,--+-,+-,0.8576351791333381,0.26384781782609473,-,0.528,0.241883146,142,1,-0.0502,0.412
SORCS3,2.2733e-19,sortilin related VPS10 domain containing receptor 3,-+,++--,--,0.9452033499179776,0.2651161047521407,-,0.53,0.060374167,143,1,-0.0502,0.412
CNTN5,3.6605e-7,contactin 5,-+,+-++,Filtered_Out,0.26919310975014654,0.7393673378166303,+,0.538,0.155386279,145,1,-0.0502,0.412
RBMS3,7.3116e-7,RNA binding motif single stranded interacting protein 3,--,+-+-,Filtered_Out,0.6645770160561342,0.26962187079053873,-,0.539,0.06172529,145,1,-0.0502,0.412
CTNNA3,1.6889e-10,catenin alpha 3,--,-+--,Filtered_Out,0.6351036155781047,0.27129837084173436,-,0.543,0.064947203,146,1,-0.0502,0.412
PSORS1C1,1.7445e-8,psoriasis susceptibility 1 candidate 1,+-,Missing_P_Values,Filtered_Out,0.7225913698914113,0.27740863010858874,-,0.555,0.5548172602171775,149,1,-0.0502,0.412
