gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ZNF536,1.62e-6,zinc finger protein 536,--,-+--,-+,0.3526967529447359,0.07010499855169033,-,0.14,0.8532210196643216,0.012601684717793113,37.7,1,0.0458,0.454
STK19,7.06e-7,serine/threonine kinase 19,+-,---+,++,0.07083604879292417,0.6087460835526537,+,0.142,0.8487156759185965,0.026934644,38.1,1,0.0458,0.454
TMEM42,4.87e-7,transmembrane protein 42,++,++-+,NA,0.07133287998997935,0.7869479611031152,+,0.143,0.8456802457785839,0.024523215,38.4,1,0.0458,0.454
SCYL1,6.11e-8,SCY1 like pseudokinase 1,++,++++,+-,0.07198812601797534,0.6480468874196559,+,0.144,0.8417091361011277,0.0466446950638083,38.7,1,0.0458,0.454
CDH22,1.88e-7,cadherin 22,++,+-++,++,0.0748060198683931,0.8854804922743037,+,0.15,0.8250334560647674,0.050854052,40.2,1,0.0458,0.454
HSPA1A,8.13e-8,heat shock protein family A (Hsp70) member 1A,--,----,-+,0.8937078981659352,0.0769601272039441,-,0.154,0.8127042274797895,0.052021844,41.4,1,0.0458,0.454
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.7990529520456181,0.15883530743155252,42.7,1,0.0458,0.454
FADS2,1.94e-8,fatty acid desaturase 2,+-,+---,--,0.9200595631969686,0.0806959247279236,-,0.161,0.7921184016197087,0.085617322,43.4,1,0.0458,0.454
PROX2,7.55e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.7841311719839441,0.16438751409653676,44.2,1,0.0458,0.454
MAP9,7.15e-7,microtubule associated protein 9,++,++--,-+,0.08742514514432338,0.8692486274281809,+,0.175,0.7573336423329875,0.016581742,47,1,0.0458,0.454
EXT1,1.2e-6,exostosin glycosyltransferase 1,-+,--++,++,0.09890276038272795,0.08914845559906816,-,0.178,0.7488561804434037,0.010276231,48,1,0.0458,0.454
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",++,++++,--,0.0899886449198747,0.21695813002822492,+,0.18,0.7447822922273669,0.029726592,48.4,1,0.0458,0.454
ZNF501,5.35e-7,zinc finger protein 501,--,--+-,Filtered_Out,0.9783199039922874,0.09094516608408382,-,0.182,0.7401903839359614,0.07360906815696355,48.9,1,0.0458,0.454
PCDHA4,3.57e-7,protocadherin alpha 4,+-,+++-,NA,0.09350232021884546,0.7131131972420389,+,0.187,0.7281476165037257,0.013924381,50.3,1,0.0458,0.454
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.8931376559014674,0.09531930548092474,-,0.191,0.7197891350227084,0.054975062,51.3,1,0.0458,0.454
RABEPK,1.56e-6,Rab9 effector protein with kelch motifs,++,-+++,-+,0.0953465889507029,0.28063363148302245,+,0.191,0.7196648436753961,0.011639513,51.3,1,0.0458,0.454
BCHE,2.39e-7,butyrylcholinesterase,--,++--,-+,0.6618377496253959,0.0954908919343887,-,0.191,0.719008054441011,0.02442773794076012,51.4,1,0.0458,0.454
ASTN2,2.19e-11,astrotactin 2,+-,----,+-,0.8761662082182545,0.09685003176722694,-,0.194,0.7128702368304081,0.021753736,52.1,1,0.0458,0.454
MANEA,1.88e-6,mannosidase endo-alpha,--,++--,-+,0.12779947436971065,0.09724657775143146,-,0.194,0.7110956775240894,0.001451269,52.3,1,0.0458,0.454
KMT2A,1.28e-7,lysine methyltransferase 2A,--,--+-,+-,0.09926230479966525,0.11993056928489246,+,0.199,0.70218564935064,0.001785206,53.4,1,0.0458,0.454
ZSCAN12,8.58e-11,zinc finger and SCAN domain containing 12,-+,-+++,Filtered_Out,0.09944976852448313,0.872670367677638,+,0.199,0.7013662277217853,0.01969796,53.5,1,0.0458,0.454
ZMAT2,2.44e-6,zinc finger matrin-type 2,++,++++,-+,0.10070727125157566,0.7102408935935817,+,0.201,0.6959091757840764,0.048300204,54.2,1,0.0458,0.454
EMILIN3,3.37e-9,elastin microfibril interfacer 3,++,--++,+-,0.10395830083387883,0.31219712647124837,+,0.208,0.6821108318573796,0.02957294,55.9,1,0.0458,0.454
FH,1.47e-6,fumarate hydratase,++,++++,-+,0.1882092614061627,0.10617350501387934,-,0.212,0.6729538497549473,0.002341199,57.1,1,0.0458,0.454
VPS41,1.94e-6,VPS41 subunit of HOPS complex,-+,++--,-+,0.10723765940680786,0.5516912938830592,+,0.214,0.6686226779304444,0.005660112,57.7,1,0.0458,0.454
PRR16,1.19e-6,proline rich 16,++,-+--,Filtered_Out,0.10930983012485315,0.860812089416354,+,0.219,0.6603107849570999,0.05698053103305234,58.8,1,0.0458,0.454
PCLO,6.57e-13,piccolo presynaptic cytomatrix protein,--,---+,NA,0.9601013998901018,0.10940597024761041,-,0.219,0.659928982385717,0.06406793,58.9,1,0.0458,0.454
EYS,1.32e-6,eyes shut homolog,+-,+-++,NA,0.10976814587885539,0.7031142937476654,+,0.22,0.6584936758442661,0.063425252,59.1,1,0.0458,0.454
TRMT61A,3.68e-9,tRNA methyltransferase 61A,++,++-+,NA,0.11061144439604496,0.8000703804233015,+,0.221,0.6551699408309947,0.022484129,59.5,1,0.0458,0.454
ZFHX4,5.27e-9,zinc finger homeobox 4,--,----,++,0.8069193812545594,0.1121215397126119,-,0.224,0.6492809512440274,0.15056612339715708,60.3,1,0.0458,0.454
PCDHA1,5.44e-8,protocadherin alpha 1,+-,----,NA,0.9330128837661028,0.11246813931330236,-,0.225,0.6479404941565717,0.09718751,60.5,1,0.0458,0.454
ZHX3,2.34e-7,zinc fingers and homeoboxes 3,++,----,+-,0.36378962013129806,0.11469387201123518,-,0.229,0.639429789772164,0.038412734,61.7,1,0.0458,0.454
BTN1A1,7.4e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.6370565318901535,0.2306446940162639,62,1,0.0458,0.454
RAB3B,1.61e-6,"RAB3B, member RAS oncogene family",--,+---,-+,0.8540025556334518,0.11687719913846681,-,0.234,0.6312402087787321,0.096407959,62.9,1,0.0458,0.454
SEMA6D,4.1e-9,semaphorin 6D,-+,-+--,+-,0.8642597397211881,0.11987433493621638,-,0.24,0.6202437936199271,0.096245958,64.5,1,0.0458,0.454
B3GALTL,5.7e-12,beta 3-glucosyltransferase,-+,-+--,-+,0.7574165287167522,0.12227195110107712,-,0.245,0.6116431620104492,0.04530435,65.8,1,0.0458,0.454
SGCZ,9.76e-10,sarcoglycan zeta,-+,--++,Filtered_Out,0.12235079062470967,0.44244116745933243,+,0.245,0.6113632242498515,0.003670155,65.8,1,0.0458,0.454
DLST,8.87e-10,dihydrolipoamide S-succinyltransferase,++,--+-,NA,0.12351204329119007,0.6688822495738169,+,0.247,0.6072606979152142,0.07645849915039334,66.4,1,0.0458,0.454
TMX2,1.49e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.12550194581651428,0.905853456657454,+,0.251,0.6003195450462614,0.049967831,67.5,1,0.0458,0.454
CDH9,9.7e-7,cadherin 9,-+,+-++,-+,0.12688065493872805,0.8598094698283978,+,0.254,0.5955745925943513,0.028128689,68.3,1,0.0458,0.454
PMFBP1,3.65e-7,polyamine modulated factor 1 binding protein 1,+-,+-+-,Filtered_Out,0.7591230561913465,0.1276416491826804,-,0.255,0.5929775975147127,0.09543819605805057,68.7,1,0.0458,0.454
OR12D3,1.2e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.5876731023691764,0.2584204614401343,69.5,1,0.0458,0.454
KIAA1143,5e-7,KIAA1143,--,++-+,++,0.12943380844951477,0.6209912506323255,+,0.259,0.5869222743302067,0.007041498,69.6,1,0.0458,0.454
PCDHA3,1.06e-7,protocadherin alpha 3,--,+++-,Filtered_Out,0.13386864330058407,0.5756153322541595,+,0.268,0.5722911423076721,0.067578583,72,1,0.0458,0.454
HIST1H2AL,3.49e-11,histone cluster 1 H2A family member l,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.5710474943130487,0.2685050793260139,72.2,1,0.0458,0.454
SF3B1,1.78e-8,splicing factor 3b subunit 1,--,+++-,-+,0.32034669123900994,0.13521035923079078,-,0.27,0.5679600376977129,0.010551779,72.7,1,0.0458,0.454
ZNF197,2.28e-10,zinc finger protein 197,--,----,Filtered_Out,0.906823557486376,0.13745574019793907,-,0.275,0.5608071234942084,0.18087823,74,1,0.0458,0.454
CTNNA3,1.69e-10,catenin alpha 3,--,-+--,Filtered_Out,0.8897404079943414,0.1406251356543745,-,0.281,0.5509070499371651,0.086233022,75.7,1,0.0458,0.454
TCAIM,1.4e-7,"T cell activation inhibitor, mitochondrial",-+,-+++,++,0.14193942399812232,0.9474250585003652,+,0.284,0.5468669658423659,0.081741808,76.4,1,0.0458,0.454
CTNND1,7.75e-8,catenin delta 1,--,--+-,--,0.97118866060166,0.1436934260153697,-,0.287,0.5415331047512526,0.142310019,77.3,1,0.0458,0.454
ZNF660,2.47e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9162715714102335,0.147587226548718,-,0.295,0.529921232753203,0.15839999,79.4,1,0.0458,0.454
PSEN2,2.68e-6,presenilin 2,++,++++,-+,0.14847027905518012,0.15104525825618312,+,0.297,0.5273304795324785,0.003469663,79.9,1,0.0458,0.454
RBMS3,7.31e-7,RNA binding motif single stranded interacting protein 3,--,++++,Filtered_Out,0.15334501607614112,0.5975145662445509,+,0.307,0.5133003389559183,0.184531274,82.5,1,0.0458,0.454
CNTNAP5,3.89e-9,contactin associated protein like 5,--,-+++,Filtered_Out,0.15488940081283548,0.7050974285018441,+,0.31,0.5089483046271266,0.046032215,83.3,1,0.0458,0.454
NEGR1,3.55e-15,neuronal growth regulator 1,++,-+--,-+,0.23624122050935992,0.1579533014971154,-,0.316,0.5004412964943796,0.026356835,85,1,0.0458,0.454
HSPE1-MOB4,2.29e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.49872909713757396,0.3171545182750501,85.3,1,0.0458,0.454
ZNF165,1.95e-12,zinc finger protein 165,-+,--++,Filtered_Out,0.1599789990943792,0.6270874073248455,+,0.32,0.49490702903035755,0.118807042,86.1,1,0.0458,0.454
ADCK3,1.43e-8,coenzyme Q8A,++,++--,--,0.16481619926179536,0.5471958371100974,+,0.33,0.48197010944906565,0.08060718622109522,88.7,1,0.0458,0.454
MARCH10,2.76e-7,membrane associated ring-CH-type finger 10,+-,+-++,NA,0.16645921830808297,0.2727400933238888,+,0.333,0.4776621534796949,0.017448756,89.6,1,0.0458,0.454
CABP1,1.01e-8,calcium binding protein 1,++,-+++,+-,0.16941567264891427,0.6812449922680077,+,0.339,0.4700164198874126,0.061138296,91.1,1,0.0458,0.454
MARK3,2.68e-7,microtubule affinity regulating kinase 3,++,+-+-,+-,0.28038065963446557,0.1716196119765728,-,0.343,0.4644030886174975,0.034033973,92.3,1,0.0458,0.454
PPP6C,1.1e-6,protein phosphatase 6 catalytic subunit,++,++--,-+,0.6049197497233899,0.17243244205276168,-,0.345,0.4623510254517474,0.018971255,92.8,1,0.0458,0.454
BTN3A3,6.6e-8,butyrophilin subfamily 3 member A3,++,++++,-+,0.17501206491892476,0.8257637893078007,+,0.35,0.4559020153805686,0.053471551,94.2,1,0.0458,0.454
DRD2,5.35e-14,dopamine receptor D2,++,--+-,NA,0.5525837384740953,0.17649895159365456,-,0.353,0.4522278743200693,0.01596144,95,1,0.0458,0.454
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,+++-,-+,0.17726837967007159,0.5901861484402379,+,0.355,0.45033872930760355,0.041778439,95.4,1,0.0458,0.454
INPP4B,3.71e-7,inositol polyphosphate-4-phosphatase type II B,-+,-+++,--,0.40803073911632004,0.18652418516002528,-,0.373,0.42823485290680535,0.040038563,100,1,0.0458,0.454
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,-+,-+++,Filtered_Out,0.189579137505101,0.9475951379604959,+,0.379,0.4211794612333953,0.16857646,102,1,0.0458,0.454
NOX4,1.16e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.191672464590767,0.7999798619698444,+,0.383,0.41641027713982914,0.058301884,103,1,0.0458,0.454
VRK2,9.97e-9,VRK serine/threonine kinase 2,--,++--,-+,0.6749914760923655,0.1939414879581858,-,0.388,0.41129928105430175,0.167881554,104,1,0.0458,0.454
MEF2C,1.58e-12,myocyte enhancer factor 2C,++,++++,-+,0.19809495459759283,0.4447431085465183,+,0.396,0.40209658997025605,0.031092416,107,1,0.0458,0.454
CACNA2D1,2.52e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-+,+++-,-+,0.19866325716546568,0.2929434308200631,+,0.397,0.4008524527060346,0.031564513,107,1,0.0458,0.454
BAD,1.35e-6,BCL2 associated agonist of cell death,-+,++-+,--,0.19998965983338265,0.2180408118620277,+,0.4,0.39796246263900636,0.007651586,108,1,0.0458,0.454
FAM172A,7.75e-10,family with sequence similarity 172 member A,--,+++-,NA,0.2013797775054115,0.3519371488127913,+,0.403,0.39495414764555065,0.094309045,108,1,0.0458,0.454
PCDHA2,4.57e-8,protocadherin alpha 2,--,-+--,Filtered_Out,0.7744752030919102,0.20411273254304876,-,0.408,0.38909990750474643,0.063020627,110,1,0.0458,0.454
MEGF11,1.78e-10,multiple EGF like domains 11,+-,++++,Filtered_Out,0.2078674338738051,0.87682422737393,+,0.416,0.38118354962092427,0.281680907,112,1,0.0458,0.454
DENND1A,1.54e-14,DENN domain containing 1A,++,--++,+-,0.20853343183204845,0.34410636284738366,+,0.417,0.379794313869115,0.091398876,112,1,0.0458,0.454
BAG5,9.18e-7,BCL2 associated athanogene 5,-+,-+--,+-,0.4243526272888246,0.21324012014618826,-,0.426,0.37010108578785755,0.041416122,115,1,0.0458,0.454
ZNF35,4.66e-7,zinc finger protein 35,--,-++-,--,0.8091421558449363,0.21917776563830882,-,0.438,0.35817350904175954,0.186944101,118,1,0.0458,0.454
OTX2,8.91e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.3515462759334687,0.4450960335082902,120,1,0.0458,0.454
TOPAZ1,3.6e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.22262626559295548,0.8924912840798356,+,0.445,0.35139360296646127,0.172927235,120,1,0.0458,0.454
