gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ADCK3,1.43e-8,coenzyme Q8A,++,++-+,+-,0.004552659626222711,0.8610983477005081,+,0.00911,2.040704822285901,0.010694757,2.45,1,-0.0372,0.544
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,++--,++,0.005032188278758529,0.8746746663344437,+,0.0101,1.9972131225156204,0.011802341,2.71,1,-0.0372,0.544
TMEM106B,1.22e-12,transmembrane protein 106B,--,++--,-+,0.10956858548492968,0.005477665393975142,-,0.011,1.960374504710978,2.16239e-4,2.95,1,-0.0372,0.544
C11orf31,5.11e-7,selenoprotein H,++,-+++,+-,0.005877060879682252,0.5366394708556687,+,0.0118,1.9298098148002623,0.002668892,3.16,1,-0.0372,0.544
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,++,0.8400977327176304,0.0061191798060213805,-,0.0122,1.912276789639843,0.00653533,3.29,1,-0.0372,0.544
OLFM4,1.7e-12,olfactomedin 4,++,+-++,Filtered_Out,0.0061998284405612,0.9953826667236435,+,0.0124,1.9065903323133213,0.04493066573233237,3.34,1,-0.0372,0.544
SCYL1,6.11e-8,SCY1 like pseudokinase 1,++,++++,--,0.007692830627973505,0.7529486146523591,+,0.0154,1.8128838335967299,0.001734011,4.14,1,-0.0372,0.544
MYRF,1.68e-8,myelin regulatory factor,--,++--,-+,0.2880552928716167,0.00875251003047967,-,0.0175,1.7568373871920677,0.006945037,4.71,1,-0.0372,0.544
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,++,--++,++,0.010249402880102627,0.9468212870202836,+,0.0205,1.688271439766719,0.002809492,5.51,1,-0.0372,0.544
ZNF536,1.62e-6,zinc finger protein 536,--,++--,-+,0.6903968579481294,0.01142449144638363,-,0.0228,1.6411331274930396,0.012601684717793113,6.15,1,-0.0372,0.544
FAM120AOS,2.42e-6,family with sequence similarity 120A opposite strand,++,++++,NA,0.011840694607641093,0.9905795290268589,+,0.0237,1.6255928242956368,0.036167336,6.37,1,-0.0372,0.544
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.013048339635264167,0.960580658012801,+,0.0261,1.5834147519045498,0.02156003,7.02,1,-0.0372,0.544
MANEA,1.88e-6,mannosidase endo-alpha,--,++--,-+,0.06492513170383457,0.013252891168588922,-,0.0265,1.5766593727352316,0.001451269,7.13,1,-0.0372,0.544
CDH13,1.59e-11,cadherin 13,-+,---+,+-,0.8107570508910066,0.015868235787062316,-,0.0317,1.498441359278343,0.00394136,8.54,1,-0.0372,0.544
TMEM42,4.87e-7,transmembrane protein 42,++,++++,NA,0.016307733078380644,0.870479568767587,+,0.0326,1.4865764099404397,0.024523215,8.77,1,-0.0372,0.544
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++,NA,Filtered_Out,0.016804803053684415,0.9831951969463155,+,0.0336,1.4735365772775797,0.03360960610736883,9.04,1,-0.0372,0.544
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,-+--,NA,0.9937024435819413,0.017568512772131648,-,0.0351,1.4542350056292421,0.04883371533595394,9.45,1,-0.0372,0.544
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,--,-+--,-+,0.9791619169484584,0.018074577713878232,-,0.0361,1.4419018449074779,0.032245022,9.72,1,-0.0372,0.544
C3orf84,2.53e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,1.4358980729244772,0.03665235860874849,9.86,1,-0.0372,0.544
CAMKK2,1.88e-6,calcium/calmodulin dependent protein kinase kinase 2,++,+-++,+-,0.018588560423766297,0.5742538132237184,+,0.0372,1.4297242468515334,0.013698221,10,1,-0.0372,0.544
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9829805145687306,0.020566462183618173,-,0.0411,1.3858104129949393,0.077126588,11.1,1,-0.0372,0.544
RABEPK,1.56e-6,Rab9 effector protein with kelch motifs,++,++++,--,0.02064809869793085,0.40633662370896517,+,0.0413,1.3840899368672201,0.0728911488986559,11.1,1,-0.0372,0.544
CTTNBP2,1.26e-7,cortactin binding protein 2,--,-+--,++,0.45770617468535335,0.02195553707849062,-,0.0439,1.357425939011672,0.040096248,11.8,1,-0.0372,0.544
TRMT61A,3.68e-9,tRNA methyltransferase 61A,++,++++,NA,0.02296201434464772,0.8407526507929819,+,0.0459,1.3379600204187825,0.022484129,12.4,1,-0.0372,0.544
PRSS16,6.41e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,1.3142405177540393,0.04850198156857885,13,1,-0.0372,0.544
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,+-++,--,0.10048965507835801,0.02554679771174002,-,0.0511,1.2916335352187682,4.72472e-4,13.7,1,-0.0372,0.544
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.7381614074539042,0.02559828112651837,-,0.0512,1.2907592000527044,0.03639445856167979,13.8,1,-0.0372,0.544
HARS,2.1e-7,histidyl-tRNA synthetase,++,-+++,+-,0.025950660757992725,0.7169590493721478,+,0.0519,1.2848215839666968,0.0069317185113633535,14,1,-0.0372,0.544
TMX2,1.49e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.027003096011224977,0.9275844740153817,+,0.054,1.2675564437508373,0.035077353,14.5,1,-0.0372,0.544
ACVR1B,5.28e-7,activin A receptor type 1B,++,---+,++,0.030917162377914316,0.9531950743421318,+,0.0618,1.2087703774392098,0.016928378850805628,16.6,1,-0.0372,0.544
BCHE,2.39e-7,butyrylcholinesterase,--,++--,-+,0.2870273020327594,0.031427685472751515,-,0.0629,1.2016576062463855,0.02442773794076012,16.9,1,-0.0372,0.544
ZNF501,5.35e-7,zinc finger protein 501,--,-+--,Filtered_Out,0.9841878835587373,0.03255884654083441,-,0.0651,1.1863009935557105,0.064347101,17.5,1,-0.0372,0.544
KDM3A,1.76e-9,lysine demethylase 3A,-+,++--,NA,0.49117064712439984,0.03325193410085443,-,0.0665,1.1771530931961551,0.005746965,17.9,1,-0.0372,0.544
BAZ2B,1.32e-7,bromodomain adjacent to zinc finger domain 2B,--,-+--,-+,0.9749362934467076,0.03461172268423957,-,0.0692,1.1597467889297677,0.09888873,18.6,1,-0.0372,0.544
SERPING1,2.45e-6,serpin family G member 1,++,--++,--,0.03660019614837178,0.3950138235820928,+,0.0732,1.1354865914572576,0.004084704530120423,19.7,1,-0.0372,0.544
BAG5,9.18e-7,BCL2 associated athanogene 5,-+,++--,--,0.9153972137146726,0.03713271309768173,-,0.0743,1.129213322271039,0.018796161,20,1,-0.0372,0.544
EXT1,1.2e-6,exostosin glycosyltransferase 1,-+,--++,++,0.03749373304473189,0.16464744007032955,+,0.075,1.1250113214493822,0.010276231,20.2,1,-0.0372,0.544
PLCL1,7.79e-7,phospholipase C like 1 (inactive),--,++--,--,0.7381846138771346,0.03766303893513187,-,0.0753,1.1230546451208048,0.07212139775697905,20.3,1,-0.0372,0.544
ZNF165,1.95e-12,zinc finger protein 165,-+,-+++,Filtered_Out,0.038337714289044325,0.9738693384774052,+,0.0767,1.1153437878452646,0.058737725,20.6,1,-0.0372,0.544
ZSCAN12,8.58e-11,zinc finger and SCAN domain containing 12,-+,++++,Filtered_Out,0.038752710401631335,0.8942915745505451,+,0.0775,1.1106679214599584,0.01969796,20.8,1,-0.0372,0.544
STAU1,1.34e-6,staufen double-stranded RNA binding protein 1,++,-+++,+-,0.04322725364672612,0.7767702858333057,+,0.0865,1.0632123599187233,0.004673783,23.3,1,-0.0372,0.544
RHOA,7.1e-7,ras homolog family member A,-+,+++-,++,0.0461257618145943,0.9336108664642822,+,0.0923,1.0350264522877672,0.027552715,24.8,1,-0.0372,0.544
DRD2,5.35e-14,dopamine receptor D2,++,-+--,NA,0.5767497442956374,0.04790762270663475,-,0.0958,1.0185653836971638,0.01596144,25.8,1,-0.0372,0.544
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,--,--++,Filtered_Out,0.04811144307022571,0.08264902724722721,+,0.0962,1.0167216208685628,0.005129735,25.9,1,-0.0372,0.544
MGAT4C,1.22e-6,MGAT4 family member C,-+,+---,--,0.8979190493282722,0.0504708057340038,-,0.101,0.995929766314468,0.002131326,27.2,1,-0.0372,0.544
KIAA1143,5e-7,KIAA1143,--,++++,-+,0.05104355210888113,0.1292395957160784,+,0.102,0.9910291151196169,0.007041498,27.5,1,-0.0372,0.544
LST1,5.42e-9,leukocyte specific transcript 1,--,-+++,--,0.051152828407363425,0.16848856277278337,+,0.102,0.990100352060082,0.012599797,27.5,1,-0.0372,0.544
NOX4,1.16e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.056147537576659363,0.8128577774308309,+,0.112,0.9496392898706694,0.058301884,30.2,1,-0.0372,0.544
HIST1H2BF,3.58e-8,histone cluster 1 H2B family member f,-+,++++,Filtered_Out,0.05867269567795482,0.6038924518753451,+,0.117,0.9305339622903634,0.01036763,31.6,1,-0.0372,0.544
PMFBP1,3.65e-7,polyamine modulated factor 1 binding protein 1,+-,-+--,Filtered_Out,0.9889671011618991,0.05868602966797142,-,0.117,0.9304352754940675,0.09543819605805057,31.6,1,-0.0372,0.544
MED19,1.75e-7,mediator complex subunit 19,++,+-++,-+,0.05923001620429276,0.8303614584129293,+,0.118,0.926428152879712,0.010293157,31.9,1,-0.0372,0.544
SF3B1,1.78e-8,splicing factor 3b subunit 1,--,++--,++,0.059794281749831625,0.6966489025015057,+,0.12,0.9223103508365214,0.034139419,32.2,1,-0.0372,0.544
ASXL3,2.06e-6,ASXL transcriptional regulator 3,--,--++,+-,0.3902635228281783,0.06094770034563183,-,0.122,0.9140126806989919,0.008215908,32.8,1,-0.0372,0.544
KLC1,2.46e-10,kinesin light chain 1,++,++-+,--,0.0618754503290197,0.4945263922852742,+,0.124,0.9074516315912163,0.053982048,33.3,1,-0.0372,0.544
RTN1,1.71e-8,reticulon 1,++,+-++,--,0.06333320196558945,0.48430527981171617,+,0.127,0.8973385589293592,0.063983887,34.1,1,-0.0372,0.544
ZNF322,3.72e-7,zinc finger protein 322,-+,-+++,++,0.06768829545663854,0.9430648284331684,+,0.135,0.8684564266118855,0.051821349,36.4,1,-0.0372,0.544
KYNU,2.38e-6,kynureninase,+-,++-+,Filtered_Out,0.06985425849055792,0.6646911809238074,+,0.14,0.8547771173994018,0.067972359,37.6,1,-0.0372,0.544
CDK14,2.93e-7,cyclin dependent kinase 14,++,+-++,+-,0.0711711160330646,0.8888302110040635,+,0.142,0.8466662282912857,0.100094103,38.3,1,-0.0372,0.544
CHMP3,4e-7,charged multivesicular body protein 3,++,++++,--,0.07266482927314365,0.5084221630402255,+,0.145,0.8376457468266277,0.059323219,39.1,1,-0.0372,0.544
TOP1,1.66e-6,DNA topoisomerase I,--,----,++,0.4559625120613257,0.07383803959579856,-,0.148,0.8306898467085905,0.047453352,39.7,1,-0.0372,0.544
MIER1,2.62e-6,MIER1 transcriptional regulator,--,++--,Filtered_Out,0.7523725153559064,0.0741042133577244,-,0.148,0.8291271028885493,0.024035521,39.9,1,-0.0372,0.544
PCDH9,3.53e-10,protocadherin 9,--,++--,-+,0.5409282105404237,0.0749887572337133,-,0.15,0.8239738481091334,0.050420538,40.3,1,-0.0372,0.544
VRK2,9.97e-9,VRK serine/threonine kinase 2,--,++--,-+,0.267438001985679,0.07510849197220329,-,0.15,0.8232809620299614,0.027645506,40.4,1,-0.0372,0.544
ETFDH,1.44e-6,electron transfer flavoprotein dehydrogenase,+-,++--,+-,0.07566589668941325,0.35355728369764733,+,0.151,0.8200698212269695,0.007798596,40.7,1,-0.0372,0.544
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.7487765154261204,0.07663031243302648,-,0.153,0.8145694080934033,0.054975062,41.2,1,-0.0372,0.544
PSEN2,2.68e-6,presenilin 2,++,++++,+-,0.07720412821829875,0.9218223233728569,+,0.154,0.8113294810146234,0.094128904,41.5,1,-0.0372,0.544
RFWD2,7e-9,COP1 E3 ubiquitin ligase,++,++++,++,0.07819780036691183,0.9932274207667955,+,0.156,0.805775467413613,0.057471799,42.1,1,-0.0372,0.544
ATP1A3,2.03e-6,ATPase Na+/K+ transporting subunit alpha 3,++,--++,++,0.07873916370608737,0.9034646283907645,+,0.157,0.8027792065279888,0.054018165,42.4,1,-0.0372,0.544
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.7990529520456181,0.15883530743155252,42.7,1,-0.0372,0.544
DENND1A,1.54e-14,DENN domain containing 1A,++,--++,--,0.4818165158835033,0.07984684361057373,-,0.16,0.7967122514207469,0.023716386,43,1,-0.0372,0.544
PROX2,7.55e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.7841311719839441,0.16438751409653676,44.2,1,-0.0372,0.544
ZMAT2,2.44e-6,zinc finger matrin-type 2,++,++++,--,0.08823654660217126,0.6787418312343498,+,0.176,0.7533215019683661,0.024694837,47.5,1,-0.0372,0.544
HARS2,1.35e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++++,+-,0.0888087861228469,0.7872474526936173,+,0.178,0.7505140703602228,0.052556152,47.8,1,-0.0372,0.544
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.0895991387070057,0.13097334616945858,+,0.179,0.74666616941265,0.00745309,48.2,1,-0.0372,0.544
HSPA1A,8.13e-8,heat shock protein family A (Hsp70) member 1A,--,-+--,--,0.9749986156369423,0.09014666239738103,-,0.18,0.7440203523594967,0.052021844,48.5,1,-0.0372,0.544
SEMA6D,4.1e-9,semaphorin 6D,-+,++--,+-,0.27916528897992804,0.0930361703450383,-,0.186,0.7303181791445194,0.00427009,50.1,1,-0.0372,0.544
ZNF445,3.53e-10,zinc finger protein 445,+-,-+--,++,0.5900337509858424,0.09325177810824353,-,0.187,0.7293128827267569,0.031563494,50.2,1,-0.0372,0.544
SLC30A9,2.62e-7,solute carrier family 30 member 9,-+,++-+,+-,0.09473732298741558,0.8537912260818584,+,0.189,0.7224488957217813,0.02130154,51,1,-0.0372,0.544
HIST1H2BL,3.54e-12,histone cluster 1 H2B family member l,+-,++++,NA,0.09724810723273757,0.9106835304138925,+,0.194,0.7110888470516631,0.05860949,52.3,1,-0.0372,0.544
TRMT10C,1.08e-7,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",-+,++-+,+-,0.09730308512637921,0.8805613390203397,+,0.195,0.7108433939533677,0.017959925,52.3,1,-0.0372,0.544
IGSF6,1.56e-9,immunoglobulin superfamily member 6,--,++++,Filtered_Out,0.09790707922632305,0.753775588692847,+,0.196,0.7081559094912572,0.044139254,52.7,1,-0.0372,0.544
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,++--,Filtered_Out,0.5112324191703735,0.0989815241625305,-,0.198,0.7034158673454226,0.06535725101593545,53.3,1,-0.0372,0.544
KMT2A,1.28e-7,lysine methyltransferase 2A,--,----,+-,0.10299832490524086,0.12379264192290967,+,0.206,0.6861398426437222,0.002699813,55.4,1,-0.0372,0.544
ASCC3,8.91e-8,activating signal cointegrator 1 complex subunit 3,+-,++--,-+,0.5432719671363977,0.10326492218031148,-,0.207,0.6850171822418918,0.043448221,55.6,1,-0.0372,0.544
CELF2,7.52e-8,CUGBP Elav-like family member 2,++,----,+-,0.7240453465322918,0.10389389624179533,-,0.208,0.6823799707959118,0.035818179,55.9,1,-0.0372,0.544
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,--,----,--,0.9920083259278275,0.10424887587748755,-,0.208,0.6808986236910513,0.203023294,56.1,1,-0.0372,0.544
PRR16,1.19e-6,proline rich 16,++,++--,Filtered_Out,0.10719304945145201,0.6807740401155379,+,0.214,0.6688033783332147,0.05698053103305234,57.7,1,-0.0372,0.544
ZNF184,3.34e-8,zinc finger protein 184,++,---+,+-,0.7841310109056213,0.10815153643987127,-,0.216,0.6649373107724839,0.016954203,58.2,1,-0.0372,0.544
SOX6,4.17e-7,SRY-box 6,--,++--,Filtered_Out,0.9315867370993873,0.10951771397603757,-,0.219,0.6594856343849759,0.068488391,58.9,1,-0.0372,0.544
RPS6KL1,1.01e-7,ribosomal protein S6 kinase like 1,++,--++,-+,0.11012787838689374,0.635288826983544,+,0.22,0.6570727317131156,0.008210583,59.2,1,-0.0372,0.544
ZFHX4,5.27e-9,zinc finger homeobox 4,--,-+--,++,0.8339111236926281,0.11170671072808486,-,0.223,0.6508907404000562,0.107804599,60.1,1,-0.0372,0.544
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,-+,-+--,-+,0.8823620309725753,0.11225289397815669,-,0.225,0.6487724580233052,0.008905346,60.4,1,-0.0372,0.544
DLST,8.87e-10,dihydrolipoamide S-succinyltransferase,++,-+--,NA,0.11381510143363319,0.6814732293869524,+,0.228,0.6427701145601407,0.07645849915039334,61.2,1,-0.0372,0.544
RANGAP1,3.07e-8,Ran GTPase activating protein 1,++,-+-+,+-,0.11384516310462767,0.837759380551153,+,0.228,0.6426554206944188,0.026652004,61.2,1,-0.0372,0.544
BTN1A1,7.4e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.6370565318901535,0.2306446940162639,62,1,-0.0372,0.544
PTPRS,2.3e-6,protein tyrosine phosphatase receptor type S,--,--++,--,0.9603735502706987,0.1173452301918991,-,0.235,0.6295045630936803,0.143634825,63.1,1,-0.0372,0.544
FANCL,4.58e-7,FA complementation group L,--,++--,--,0.6930444305409538,0.12423675123009684,-,0.248,0.6047199181938284,0.101785342,66.8,1,-0.0372,0.544
PCDHA3,1.06e-7,protocadherin alpha 3,--,++-+,Filtered_Out,0.1251974337783388,0.5844875388053545,+,0.25,0.6013745772773336,0.067578583,67.4,1,-0.0372,0.544
CCS,2.3e-6,copper chaperone for superoxide dismutase,+-,-+++,++,0.12596138934233855,0.9641646127386219,+,0.252,0.5987325621175948,0.090743633,67.8,1,-0.0372,0.544
PCLO,6.57e-13,piccolo presynaptic cytomatrix protein,--,--++,NA,0.8782929295732946,0.12599747180994747,-,0.252,0.598608173424842,0.06406793,67.8,1,-0.0372,0.544
BEND4,1.3e-7,BEN domain containing 4,-+,----,NA,0.6101059501831289,0.12621952648384863,-,0.252,0.5978434577623338,0.04380202,67.9,1,-0.0372,0.544
FAM120A,3.67e-8,family with sequence similarity 120A,--,---+,+-,0.6635893710156056,0.12867622235569104,-,0.257,0.5894717018275666,0.080966386,69.2,1,-0.0372,0.544
OR12D3,1.2e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.5876731023691764,0.2584204614401343,69.5,1,-0.0372,0.544
FH,1.47e-6,fumarate hydratase,++,++++,-+,0.131599165428809,0.8751485343526378,+,0.263,0.5797168692435858,0.08509982,70.8,1,-0.0372,0.544
HIST1H2AL,3.49e-11,histone cluster 1 H2A family member l,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.5710474943130487,0.2685050793260139,72.2,1,-0.0372,0.544
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.13562420570060818,0.4298787706429974,+,0.271,0.5666327966335744,0.04557397,73,1,-0.0372,0.544
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,-+,++++,Filtered_Out,0.1394000642996962,0.9612251050166689,+,0.279,0.554707030251239,0.20438227,75,1,-0.0372,0.544
MAP9,7.15e-7,microtubule associated protein 9,++,+---,-+,0.5371819338218626,0.1428274359639692,-,0.286,0.5441583645200205,0.010768352,76.8,1,-0.0372,0.544
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.14429130619930655,0.9263146034748545,+,0.289,0.5397298394477288,0.138466948,77.6,1,-0.0372,0.544
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,--,++-+,++,0.14713590462179035,0.6092241562625347,+,0.294,0.5312513406063654,0.054440379,79.2,1,-0.0372,0.544
EP300,2.3e-7,E1A binding protein p300,--,--+-,-+,0.6704193383106197,0.15009831983658628,-,0.3,0.5225941734503982,0.09219387,80.8,1,-0.0372,0.544
MEF2C,1.58e-12,myocyte enhancer factor 2C,++,+-++,+-,0.15039305848459356,0.7846220600779454,+,0.301,0.5217422128370981,0.082265069,80.9,1,-0.0372,0.544
CRB1,2.5e-7,crumbs cell polarity complex component 1,+-,++--,++,0.15100429637915605,0.6853700351309534,+,0.302,0.5199807003063251,0.14114897,81.2,1,-0.0372,0.544
CABP1,1.01e-8,calcium binding protein 1,++,+-++,+-,0.15263574161811277,0.9311922631789766,+,0.305,0.5153137631811436,0.031571787,82.1,1,-0.0372,0.544
PAX6,1.67e-9,paired box 6,++,-+--,--,0.6448931781815613,0.15599968143315998,-,0.312,0.5058462928531084,0.052480524,83.9,1,-0.0372,0.544
HSPE1-MOB4,2.29e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.49872909713757396,0.3171545182750501,85.3,1,-0.0372,0.544
EPHB2,1.04e-6,EPH receptor B2,-+,---+,+-,0.9214517804931402,0.16232680623419365,-,0.325,0.4885797603059085,0.039052528,87.3,1,-0.0372,0.544
GRIK5,2.06e-7,glutamate ionotropic receptor kainate type subunit 5,++,--++,++,0.16765603247377175,0.5772866472724847,+,0.335,0.4745508198313193,0.076827027,90.2,1,-0.0372,0.544
EYS,1.32e-6,eyes shut homolog,+-,--++,NA,0.17121084959087032,0.2803557321330658,+,0.342,0.46543872198468467,0.063425252,92.1,1,-0.0372,0.544
ZNF197,2.28e-10,zinc finger protein 197,--,-+--,Filtered_Out,0.8490220890909022,0.17197568709049843,-,0.344,0.4635029510841811,0.18087823,92.5,1,-0.0372,0.544
TENM2,2.77e-14,teneurin transmembrane protein 2,+-,--++,+-,0.9272216568569837,0.17349235913902683,-,0.347,0.45968965176145965,0.102256648,93.3,1,-0.0372,0.544
MARCH10,2.76e-7,membrane associated ring-CH-type finger 10,+-,-++-,NA,0.3781786887001894,0.17746828231907857,-,0.355,0.44984925846416396,0.017448756,95.5,1,-0.0372,0.544
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,+-,-+--,--,0.9479468858559362,0.1810642872875215,-,0.362,0.4411372048415354,0.20871422,97.4,1,-0.0372,0.544
SORBS3,4.46e-8,sorbin and SH3 domain containing 3,+-,--++,+-,0.18150528225491747,0.5159932591590579,+,0.363,0.4400807357309343,0.018096816,97.6,1,-0.0372,0.544
PCDHA4,3.57e-7,protocadherin alpha 4,+-,++--,NA,0.1826620566640953,0.667995484298393,+,0.365,0.43732166110384374,0.013924381,98.3,1,-0.0372,0.544
ZSCAN31,1.82e-10,zinc finger and SCAN domain containing 31,--,+--+,++,0.18347203774054538,0.4914983541697829,+,0.367,0.43540011983692717,0.077669288,98.7,1,-0.0372,0.544
ZNF660,2.47e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9105457095616549,0.1838094853554392,-,0.368,0.4346020852552734,0.15839999,98.9,1,-0.0372,0.544
METTL9,1.74e-10,methyltransferase like 9,++,++-+,--,0.1849250096850474,0.7983407461351795,+,0.37,0.4319743542168385,0.058011389,99.5,1,-0.0372,0.544
MARK3,2.68e-7,microtubule affinity regulating kinase 3,++,-+--,++,0.382736236291938,0.18775258579244866,-,0.376,0.42538407736735673,0.034033973,101,1,-0.0372,0.544
ABT1,1.16e-7,activator of basal transcription 1,++,++++,++,0.18830464262009228,0.9814486946000635,+,0.377,0.4241089767281054,0.185794692,101,1,-0.0372,0.544
MICB,2.62e-7,MHC class I polypeptide-related sequence B,--,+-+-,Filtered_Out,0.18841176436853507,0.9036931045680516,+,0.377,0.42386198782806606,0.082106921,101,1,-0.0372,0.544
TMEM258,5.55e-7,transmembrane protein 258,--,++++,-+,0.1896296898994003,0.39747964585758344,+,0.379,0.42106366948787344,0.116142603,102,1,-0.0372,0.544
TOPAZ1,3.6e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.19152689960763902,0.8632435684426085,+,0.383,0.4167402258708446,0.101384327,103,1,-0.0372,0.544
TCF4,4.55e-16,transcription factor 4,+-,+--+,++,0.19225568675849702,0.3233313229800081,+,0.385,0.41509080961387085,0.039427715,103,1,-0.0372,0.544
ZHX3,2.34e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8520028755737332,0.19405136153641236,-,0.388,0.4110533100779373,0.11256056,104,1,-0.0372,0.544
PQLC2L,7.05e-9,PQ loop repeat containing 2 like,++,-+--,Filtered_Out,0.6262916958928192,0.19780320129823079,-,0.396,0.40273668828362486,0.108975993,106,1,-0.0372,0.544
TRAF3,3.17e-7,TNF receptor associated factor 3,++,--++,+-,0.7334803494471169,0.2024287277998875,-,0.405,0.3926978586206598,0.070537547,109,1,-0.0372,0.544
GINM1,2.54e-6,glycoprotein integral membrane 1,--,++--,++,0.3301966729018122,0.20621577130374422,-,0.412,0.38464812744156435,0.050885112,111,1,-0.0372,0.544
LTBP3,8.14e-7,latent transforming growth factor beta binding protein 3,--,--+-,+-,0.4926204463311705,0.2119351120165538,-,0.424,0.3727670906087319,0.027174725,114,1,-0.0372,0.544
