gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
HIST1H3I,6.38e-10,histone cluster 1 H3 family member i,++,NA,Filtered_Out,0.04609924190470913,0.9539007580952908,+,0.0922,1.0352762207968846,0.09219848380941827,24.8,1,-0.0454,0.459
PPP6C,1.1e-6,protein phosphatase 6 catalytic subunit,++,++--,--,0.46042433761391566,0.04975874105680315,-,0.0995,1.002100620575283,0.005052903,26.8,1,-0.0454,0.459
INPP4B,3.71e-7,inositol polyphosphate-4-phosphatase type II B,++,--+-,+-,0.8851984164716299,0.050580323190519305,-,0.101,0.9949884043293982,0.030551685,27.2,1,-0.0454,0.459
ASCC3,8.91e-8,activating signal cointegrator 1 complex subunit 3,++,+---,++,0.05095873722810992,0.7813950217172487,+,0.102,0.9917513468152132,0.032353184,27.4,1,-0.0454,0.459
C7orf72,8.26e-7,spermatogenesis associated 48,--,NA,NA,0.9481396549203759,0.051860345079624115,-,0.104,0.9841346020901531,0.10372069015924823,27.9,1,-0.0454,0.459
LTBP3,8.14e-7,latent transforming growth factor beta binding protein 3,--,--++,--,0.69617707506221,0.053228679507798096,-,0.106,0.9728243119673232,0.038740918,28.6,1,-0.0454,0.459
PTPRS,2.3e-6,protein tyrosine phosphatase receptor type S,+-,-+++,--,0.9170180227886121,0.0566169892024475,-,0.113,0.9460232337528872,0.066284551,30.5,1,-0.0454,0.459
PQLC2L,7.05e-9,PQ loop repeat containing 2 like,+-,----,Filtered_Out,0.8417530724735622,0.05719863779030357,-,0.114,0.9415843183261922,0.016788057,30.8,1,-0.0454,0.459
NRD1,2.66e-8,nardilysin convertase,++,+-+-,--,0.8543512137422887,0.057825812482536494,-,0.116,0.9368482607886783,0.015242509,31.1,1,-0.0454,0.459
SGCZ,9.76e-10,sarcoglycan zeta,++,--++,Filtered_Out,0.05883325640087126,0.5794290291258597,+,0.118,0.9293471172304053,0.003670155,31.7,1,-0.0454,0.459
NEGR1,3.55e-15,neuronal growth regulator 1,++,-+--,++,0.05921604071804072,0.887540045140125,+,0.118,0.9265306379559914,0.12303118,31.9,1,-0.0454,0.459
RTN1,1.71e-8,reticulon 1,++,++-+,++,0.06083078876533955,0.9963138070942286,+,0.122,0.9148465565363606,0.174708052,32.7,1,-0.0454,0.459
ZMAT2,2.44e-6,zinc finger matrin-type 2,--,++++,+-,0.06431992042130931,0.7165274349074728,+,0.129,0.8906245059185037,0.048300204,34.6,1,-0.0454,0.459
ACTL8,6.06e-7,actin like 8,--,NA,Filtered_Out,0.9334720453419412,0.06652795465805884,-,0.133,0.8759658326767304,0.1330559093161177,35.8,1,-0.0454,0.459
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,----,-+,0.3118412249136748,0.06673477074628635,-,0.133,0.8746178314599744,0.016135211,35.9,1,-0.0454,0.459
MR1,6.25e-8,"major histocompatibility complex, class I-related",++,++--,-+,0.06996015291378814,0.5278109790692678,+,0.14,0.854119254279211,0.074107196,37.6,1,-0.0454,0.459
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",--,++++,--,0.31774319916596033,0.07096387603636739,-,0.142,0.8479326757644169,0.005617603,38.2,1,-0.0454,0.459
NICN1,5.99e-7,nicolin 1,--,+-++,+-,0.821542200558236,0.07435574678516002,-,0.149,0.8276554645562707,0.06256078913085429,40,1,-0.0454,0.459
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,++,--+-,-+,0.8171873800215852,0.07497056329378537,-,0.15,0.8240792303918186,0.023772846,40.3,1,-0.0454,0.459
RABEPK,1.56e-6,Rab9 effector protein with kelch motifs,--,--++,--,0.9672973639372543,0.075240895058349,-,0.15,0.8225160511021504,0.08885515,40.5,1,-0.0454,0.459
FAM120A,3.67e-8,family with sequence similarity 120A,-+,--+-,++,0.0793467897088353,0.164155769731986,+,0.159,0.7994406440068651,0.037996298,42.7,1,-0.0454,0.459
SCYL1,6.11e-8,SCY1 like pseudokinase 1,+-,++++,+-,0.08128509287833681,0.7891493133795364,+,0.163,0.7889590980321576,0.025889139,43.7,1,-0.0454,0.459
MARK3,2.68e-7,microtubule affinity regulating kinase 3,+-,+-+-,--,0.9657639324939833,0.08345660667918191,-,0.167,0.7775092818858779,0.050827598,44.9,1,-0.0454,0.459
TMEM161B,4.77e-14,transmembrane protein 161B,++,+---,-+,0.3676625371529666,0.08755867983903622,-,0.175,0.7566707994408558,0.022864065,47.1,1,-0.0454,0.459
ESR2,2.67e-9,estrogen receptor 2,++,+++-,Filtered_Out,0.0878462551896981,0.961712844175065,+,0.176,0.7552467517103323,0.058910126,47.3,1,-0.0454,0.459
TOP1,1.66e-6,DNA topoisomerase I,--,--+-,--,0.873233094354502,0.08802076257583817,-,0.176,0.7543848775432673,0.057832491,47.4,1,-0.0454,0.459
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,++,+---,Filtered_Out,0.8658653661557689,0.08806830869973989,-,0.176,0.7541503482837438,0.037615917,47.4,1,-0.0454,0.459
PHF2,2.32e-6,PHD finger protein 2,+-,--++,+-,0.09139235320183114,0.39041179368975765,+,0.183,0.7380601445012852,0.014930993,49.2,1,-0.0454,0.459
TYR,6.97e-9,tyrosinase,-+,NA,Filtered_Out,0.09311391517678157,0.9068860848232184,+,0.186,0.7299554164491266,0.18622783035356313,50.1,1,-0.0454,0.459
RPS6KL1,1.01e-7,ribosomal protein S6 kinase like 1,--,--++,--,0.9208367793524885,0.09336172686192405,-,0.187,0.7288011283116794,0.035472472,50.2,1,-0.0454,0.459
FAM172A,7.75e-10,family with sequence similarity 172 member A,++,+++-,NA,0.09338288380964087,0.9379903765194488,+,0.187,0.728702722840661,0.094309045,50.2,1,-0.0454,0.459
STAU1,1.34e-6,staufen double-stranded RNA binding protein 1,+-,++++,++,0.09462570225812024,0.9598969737362879,+,0.189,0.722960888729398,0.100044126,50.9,1,-0.0454,0.459
TOPAZ1,3.6e-7,testis and ovary specific PAZ domain containing 1,++,++-+,NA,0.09623904726951625,0.9681426118419892,+,0.192,0.7156186893354846,0.150142545,51.8,1,-0.0454,0.459
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,++,+-++,-+,0.09797317908882411,0.8919667596247869,+,0.196,0.7078628038268545,0.019839794,52.7,1,-0.0454,0.459
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,++,----,+-,0.7507817146831957,0.09840675457820562,-,0.197,0.7059450951794334,0.037415407,52.9,1,-0.0454,0.459
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,++,-+++,+-,0.10095218687611741,0.8622016275440397,+,0.202,0.6948542730529593,0.039337266,54.3,1,-0.0454,0.459
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,++,--++,Filtered_Out,0.10133108277918934,0.9277923764988458,+,0.203,0.6932273209808081,0.077200373,54.5,1,-0.0454,0.459
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,-+,+-++,NA,0.10185740640772688,0.8112284345405696,+,0.204,0.6909773907832434,0.046225293,54.8,1,-0.0454,0.459
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--+-,-+,0.10356449457714213,0.2614355807911436,+,0.207,0.6837591142949485,0.03551685141941831,55.7,1,-0.0454,0.459
CSMD1,3.31e-7,CUB and Sushi multiple domains 1,++,--+-,--,0.6174277299266415,0.10481327042557247,-,0.21,0.6785537321106508,0.048293727,56.4,1,-0.0454,0.459
HARS,2.1e-7,histidyl-tRNA synthetase,--,+-++,++,0.10500402427570417,0.7763264950476063,+,0.21,0.6777640606256914,0.076324813,56.5,1,-0.0454,0.459
OR12D3,1.2e-9,olfactory receptor family 12 subfamily D member 3,++,NA,Filtered_Out,0.10924114091868715,0.8907588590813129,+,0.218,0.6605837770563253,0.2184822818373743,58.8,1,-0.0454,0.459
MAP9,7.15e-7,microtubule associated protein 9,++,++--,++,0.1157226121265291,0.9673642318572954,+,0.231,0.6355517762203038,0.132613256,62.3,1,-0.0454,0.459
MARCH10,2.76e-7,membrane associated ring-CH-type finger 10,+-,++++,NA,0.34461100353255747,0.11595660688627678,-,0.232,0.6346745057603942,0.05027855622847544,62.4,1,-0.0454,0.459
PCDHA7,2.25e-6,protocadherin alpha 7,++,----,NA,0.11816110375345741,0.5870529084584891,+,0.236,0.6264954652295099,0.053543035311651846,63.6,1,-0.0454,0.459
PRR34,5.59e-8,PRR34 long non-coding RNA,--,++++,Filtered_Out,0.7002017947862441,0.11877272016694551,-,0.238,0.6242533014133111,0.0553089745945413,63.9,1,-0.0454,0.459
CACNA2D1,2.52e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,++,+++-,-+,0.12083079174712703,0.7001915620184854,+,0.242,0.6167923831153449,0.080146995,65,1,-0.0454,0.459
HIST1H2BF,3.58e-8,histone cluster 1 H2B family member f,-+,++++,Filtered_Out,0.12103077221882518,0.9526857727830454,+,0.242,0.616074200087708,0.096826361,65.1,1,-0.0454,0.459
ASXL3,2.06e-6,ASXL transcriptional regulator 3,++,--+-,+-,0.1277260776755038,0.1237381237133689,-,0.247,0.6064664779688974,0.002256491,66.6,1,-0.0454,0.459
ACVR1B,5.28e-7,activin A receptor type 1B,++,-+-+,+-,0.12378902736376894,0.7306338966587368,+,0.248,0.6062878537275331,0.081818165,66.6,1,-0.0454,0.459
MIER1,2.62e-6,MIER1 transcriptional regulator,+-,++--,Filtered_Out,0.12441551412001162,0.8332712363249277,+,0.249,0.6040954658090874,0.088748035,66.9,1,-0.0454,0.459
EPHB2,1.04e-6,EPH receptor B2,--,-+--,+-,0.6272887653644049,0.12522517550676504,-,0.25,0.6012783552975559,0.064315918,67.4,1,-0.0454,0.459
FNIP2,7.22e-7,folliculin interacting protein 2,++,-+--,NA,0.12568002063059952,0.8064514146070272,+,0.251,0.5997037610138823,0.076117337,67.6,1,-0.0454,0.459
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,--,----,+-,0.9800100339508933,0.13227988300694726,-,0.265,0.5774762021997337,0.247218165,71.2,1,-0.0454,0.459
DENND1A,1.54e-14,DENN domain containing 1A,-+,--++,+-,0.32995577549143695,0.13328771111866441,-,0.267,0.5741798942273039,0.007451938,71.7,1,-0.0454,0.459
SDK1,9.19e-9,sidekick cell adhesion molecule 1,++,--++,Filtered_Out,0.8789835817308449,0.13434953392939183,-,0.269,0.5707338401708092,0.086095119,72.3,1,-0.0454,0.459
RAB27B,1.39e-9,"RAB27B, member RAS oncogene family",++,+++-,Filtered_Out,0.1358211973144956,0.9755199556579033,+,0.272,0.5660024497206316,0.225946025,73.1,1,-0.0454,0.459
SLC30A9,2.62e-7,solute carrier family 30 member 9,++,++--,+-,0.13620036065718086,0.9683811502683306,+,0.272,0.5647917467503235,0.090189898,73.3,1,-0.0454,0.459
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.5766754406824472,0.14037504013647029,-,0.281,0.551680110891651,0.074074625,75.5,1,-0.0454,0.459
CCS,2.3e-6,copper chaperone for superoxide dismutase,--,--++,++,0.14137429977667124,0.49778759115288185,+,0.283,0.5485995374467574,0.014563279,76.1,1,-0.0454,0.459
GPC5,1.35e-7,glypican 5,++,++--,+-,0.5508033441603488,0.14239548616151249,-,0.285,0.5454737816518781,0.033897566,76.6,1,-0.0454,0.459
STK19,7.06e-7,serine/threonine kinase 19,--,---+,--,0.960198812727787,0.14310079613112492,-,0.286,0.5433279544029885,0.065077223,77,1,-0.0454,0.459
CDH22,1.88e-7,cadherin 22,--,+-++,+-,0.2682225403053653,0.14436786343644067,-,0.289,0.5394994751294316,0.046733801,77.7,1,-0.0454,0.459
TMEM42,4.87e-7,transmembrane protein 42,--,++-+,NA,0.1453382854401227,0.8011453825775265,+,0.291,0.5365899718328835,0.090333036,78.2,1,-0.0454,0.459
ETFDH,1.44e-6,electron transfer flavoprotein dehydrogenase,++,+-+-,-+,0.14720498349451408,0.6376564591566459,+,0.294,0.5310474914301071,0.043701404,79.2,1,-0.0454,0.459
CNTNAP5,3.89e-9,contactin associated protein like 5,++,-+++,Filtered_Out,0.14950462624872354,0.9034770851681815,+,0.299,0.5243153727243547,0.046032215,80.4,1,-0.0454,0.459
AP3B1,3.15e-7,adaptor related protein complex 3 subunit beta 1,+-,++-+,-+,0.3134024517523479,0.1497651623538264,-,0.3,0.5235592027020061,0.028254588,80.6,1,-0.0454,0.459
MEF2C,1.58e-12,myocyte enhancer factor 2C,++,+++-,+-,0.15062241837014975,0.9404504849805149,+,0.301,0.5210803880499825,0.124983684,81,1,-0.0454,0.459
CTNNA3,1.69e-10,catenin alpha 3,--,-+-+,Filtered_Out,0.8390369190089167,0.1509144622311497,-,0.302,0.5202391438432327,0.13821207220180798,81.2,1,-0.0454,0.459
TMEM106B,1.22e-12,transmembrane protein 106B,++,++--,--,0.4289206933492171,0.15625060224874987,-,0.313,0.5051483043819557,0.053012686,84.1,1,-0.0454,0.459
BAD,1.35e-6,BCL2 associated agonist of cell death,--,++-+,--,0.6807709516326009,0.157051019038469,-,0.314,0.5029292456368463,0.091804798,84.5,1,-0.0454,0.459
BTN3A3,6.6e-8,butyrophilin subfamily 3 member A3,--,++++,-+,0.16205678720739858,0.6976232976096906,+,0.324,0.4893027796126916,0.053471551,87.2,1,-0.0454,0.459
LRFN5,2.04e-12,leucine rich repeat and fibronectin type III domain containing 5,++,--+-,+-,0.5267303002937569,0.16532789693335037,-,0.331,0.480623863033214,0.070474956,88.9,1,-0.0454,0.459
CHMP3,4e-7,charged multivesicular body protein 3,++,++++,++,0.17004653340617576,0.9830933286420834,+,0.34,0.46840222156868727,0.223765075,91.5,1,-0.0454,0.459
BAG5,9.18e-7,BCL2 associated athanogene 5,+-,-+--,-+,0.8869724591208417,0.17046520434449536,-,0.341,0.4673342609099896,0.065704321,91.7,1,-0.0454,0.459
DENND1B,1.45e-8,DENN domain containing 1B,++,--+-,-+,0.7703535825645058,0.17054029666895376,-,0.341,0.4671429901969026,0.097467592,91.8,1,-0.0454,0.459
ZNF184,3.34e-8,zinc finger protein 184,+-,--+-,+-,0.2938352016153693,0.17500957457476574,-,0.35,0.455908195242636,0.031178017,94.2,1,-0.0454,0.459
IQCJ-SCHIP1,1.37e-7,IQCJ-SCHIP1 readthrough,-+,--+-,NA,0.8856704879604291,0.1765826535992731,-,0.353,0.4520219654349238,0.134107215,95,1,-0.0454,0.459
ZKSCAN3,1.16e-8,zinc finger with KRAB and SCAN domains 3,++,+-++,Filtered_Out,0.17825267395036748,0.9286456361484503,+,0.357,0.44793395095556976,0.109693971,95.9,1,-0.0454,0.459
ZNF165,1.95e-12,zinc finger protein 165,-+,--++,Filtered_Out,0.1800915815535759,0.47283181416953063,+,0.36,0.4434765922953825,0.118807042,96.9,1,-0.0454,0.459
C16orf45,1.86e-9,BMERB Domain Containing 1,--,-+++,--,0.34282901709356234,0.18014279640769443,-,0.36,0.4433531041995995,0.010117937,96.9,1,-0.0454,0.459
CACNA1E,2.86e-11,calcium voltage-gated channel subunit alpha1 E,++,-+--,-+,0.1807295037257492,0.6476940977120359,+,0.361,0.4419409482921956,0.022634176,97.2,1,-0.0454,0.459
LIN28B,6.57e-10,lin-28 homolog B,++,--+-,Filtered_Out,0.5088565508754883,0.18076717447155047,-,0.362,0.44185043461350026,0.060373658,97.3,1,-0.0454,0.459
SERPING1,2.45e-6,serpin family G member 1,++,-+++,++,0.18251679733487025,0.981028540554717,+,0.365,0.4376671648358579,0.149488185005626,98.2,1,-0.0454,0.459
ZNF660,2.47e-10,zinc finger protein 660,++,----,Filtered_Out,0.6502743889852103,0.18411254972072988,-,0.368,0.43388661187380845,0.128692417,99.1,1,-0.0454,0.459
YLPM1,3.52e-10,YLP motif containing 1,+-,--++,NA,0.84363728416845285,0.18511017627790158,-,0.37,0.4315397099490923,0.130352745,99.6,1,-0.0454,0.459
TCAIM,1.4e-7,"T cell activation inhibitor, mitochondrial",++,--+-,++,0.1927458265075128,0.8056141165232251,+,0.385,0.4139850212155169,0.22412912,104,1,-0.0454,0.459
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,+-++,-+,0.19334208843481676,0.4265391856609551,+,0.387,0.412643598909096,0.05196236,104,1,-0.0454,0.459
GINM1,2.54e-6,glycoprotein integral membrane 1,+-,+++-,-+,0.19411469383888594,0.8741647735659472,+,0.388,0.41091159305063063,0.048364513,104,1,-0.0454,0.459
IGSF6,1.56e-9,immunoglobulin superfamily member 6,-+,++++,Filtered_Out,0.1943831220286145,0.9454666066454125,+,0.389,0.4103114511946091,0.311404458,105,1,-0.0454,0.459
PCDHA3,1.06e-7,protocadherin alpha 3,++,+++-,Filtered_Out,0.19691135184685454,0.7453306093934973,+,0.394,0.40469925060349615,0.09105193,106,1,-0.0454,0.459
RBMS3,7.31e-7,RNA binding motif single stranded interacting protein 3,++,+-+-,Filtered_Out,0.19822734784261364,0.8873619120948576,+,0.396,0.40180643391525456,0.26080212193952085,107,1,-0.0454,0.459
PGBD1,5.95e-14,piggyBac transposable element derived 1,+-,+-+-,-+,0.198609359767416,0.7987410970013765,+,0.397,0.40097029290799086,0.026048315,107,1,-0.0454,0.459
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,++,++-+,--,0.19966978124989612,0.2944419606984223,+,0.399,0.3986576621967863,0.041608989,107,1,-0.0454,0.459
PROX2,7.55e-10,prospero homeobox 2,-+,Missing_P_Values,NA,0.2000483808313276,0.7999516191686724,+,0.4,0.39783496373655136,0.4000967616626552,108,1,-0.0454,0.459
HIST1H4L,6.17e-11,histone cluster 1 H4 family member l,--,NA,Filtered_Out,0.7998988883354186,0.2001011116645814,-,0.4,0.3977205029639136,0.4002022233291628,108,1,-0.0454,0.459
TRMT61A,3.68e-9,tRNA methyltransferase 61A,--,+---,NA,0.9077378329388712,0.2048313793470253,-,0.41,0.3875735147600704,0.16920205756474582,110,1,-0.0454,0.459
ZNF638,1.83e-7,zinc finger protein 638,+-,+-+-,NA,0.8919239377518997,0.21020580992097423,-,0.42,0.37632528892472195,0.099789185,113,1,-0.0454,0.459
TMEM67,3.38e-7,transmembrane protein 67,-+,+-+-,Filtered_Out,0.4528828048269186,0.21466230990719698,-,0.429,0.367214205993063,0.075254204,115,1,-0.0454,0.459
TAOK3,1.49e-8,TAO kinase 3,--,+-+-,+-,0.8000284856390817,0.21557052476481336,-,0.431,0.36538062540526217,0.027363222,116,1,-0.0454,0.459
ANKK1,5.17e-9,ankyrin repeat and kinase domain containing 1,--,Missing_P_Values,Filtered_Out,0.7830777252692818,0.21692227473071823,-,0.434,0.36266585436912097,0.43384454946143647,117,1,-0.0454,0.459
ESRRG,1.31e-7,estrogen related receptor gamma,+-,----,+-,0.9236079267140889,0.21703511176216678,-,0.434,0.36244000499891954,0.112173408,117,1,-0.0454,0.459
CKB,1.76e-8,creatine kinase B,--,+-++,++,0.21748828903834583,0.8377673692627678,+,0.435,0.36153412761066517,0.05672512,117,1,-0.0454,0.459
