gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,--++,-+,0.05498418769158102,0.36008687709341397,+,0.11,0.9587321909441304,0.017918727,29.6,1,-0.0163,0.791
ZKSCAN3,1.16e-8,zinc finger with KRAB and SCAN domains 3,+-,++++,Filtered_Out,0.05641125370170562,0.8352849261992963,+,0.113,0.9476042526042016,0.064166739,30.3,1,-0.0163,0.791
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,+-++,++,0.057336434900280495,0.9600691872158195,+,0.115,0.9405393187124782,0.069532303,30.8,1,-0.0163,0.791
CHMP3,4e-7,charged multivesicular body protein 3,++,++++,-+,0.0577323333343494,0.8555606657484107,+,0.115,0.9375508938536007,0.059323219,31.1,1,-0.0163,0.791
PCDHA2,4.57e-8,protocadherin alpha 2,--,-+--,Filtered_Out,0.9036943910001384,0.058027480080647204,-,0.116,0.9353362931689038,0.056372446,31.2,1,-0.0163,0.791
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,+-,++--,--,0.9315556504845304,0.06005008505937178,-,0.12,0.920456377429906,0.089452903,32.3,1,-0.0163,0.791
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9819502755439666,0.061095870586286495,-,0.122,0.9129581466662046,0.140263832,32.9,1,-0.0163,0.791
HIST1H2BF,3.58e-8,histone cluster 1 H2B family member f,-+,++++,Filtered_Out,0.0613371949900422,0.6081498063424876,+,0.123,0.9112460929471439,0.01036763,33,1,-0.0163,0.791
PLCL1,7.79e-7,phospholipase C like 1 (inactive),--,++--,-+,0.6503414408382661,0.06331086257773905,-,0.127,0.8974917737366719,0.054857303,34.1,1,-0.0163,0.791
SGCZ,9.76e-10,sarcoglycan zeta,-+,--++,Filtered_Out,0.06344518811334873,0.7836662521536772,+,0.127,0.89657131494337,0.003670155,34.1,1,-0.0163,0.791
ZNF536,1.62e-6,zinc finger protein 536,--,-+--,-+,0.520402375491199,0.06426733785906581,-,0.129,0.8909796937995578,0.012601684717793113,34.6,1,-0.0163,0.791
ZDHHC5,3.47e-8,zinc finger DHHC-type containing 5,++,---+,--,0.7807812710210821,0.06547922908244606,-,0.131,0.8828664467178403,0.064776592,35.2,1,-0.0163,0.791
TMEM42,4.87e-7,transmembrane protein 42,++,++-+,NA,0.06792691464839076,0.7925066285318729,+,0.136,0.866928115663289,0.025265131,36.5,1,-0.0163,0.791
ETFDH,1.44e-6,electron transfer flavoprotein dehydrogenase,+-,+++-,++,0.06964194115767511,0.929305103461769,+,0.139,0.8560991364582499,0.013639888,37.5,1,-0.0163,0.791
CABP1,1.01e-8,calcium binding protein 1,++,--++,+-,0.07308221771907286,0.6668255159813917,+,0.146,0.8351582865566946,0.031571787,39.3,1,-0.0163,0.791
PCDHA3,1.06e-7,protocadherin alpha 3,--,++++,Filtered_Out,0.07722988858220518,0.6355667696480739,+,0.154,0.8111845960439166,0.09105193,41.5,1,-0.0163,0.791
BAD,1.35e-6,BCL2 associated agonist of cell death,-+,++-+,--,0.07779230508960458,0.21836133003521277,+,0.156,0.8080333639324447,0.001132037,41.9,1,-0.0163,0.791
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,-+,-+--,-+,0.48985855914151977,0.07813146742699474,-,0.156,0.806144023243367,0.008905346,42,1,-0.0163,0.791
RAB3B,1.61e-6,"RAB3B, member RAS oncogene family",--,++--,-+,0.8507750126738836,0.07822674751410416,-,0.156,0.8056147306672867,0.096407959,42.1,1,-0.0163,0.791
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.7990529520456181,0.15883530743155252,42.7,1,-0.0163,0.791
FADS2,1.94e-8,fatty acid desaturase 2,+-,++--,--,0.8220210374060893,0.08034328869128114,-,0.161,0.7940203996034955,0.085617322,43.2,1,-0.0163,0.791
KDM3A,1.76e-9,lysine demethylase 3A,-+,++--,NA,0.6976272276947822,0.080496203660733,-,0.161,0.7931946055591184,0.005746965,43.3,1,-0.0163,0.791
PROX2,7.55e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.7841311719839441,0.16438751409653676,44.2,1,-0.0163,0.791
STK19,7.06e-7,serine/threonine kinase 19,+-,----,++,0.08474071573833751,0.7265777232596116,+,0.169,0.7708778765108196,0.026934644,45.6,1,-0.0163,0.791
CDH9,9.7e-7,cadherin 9,-+,+-++,-+,0.08576990836818801,0.8299220276454936,+,0.172,0.7656350582342515,0.028128689,46.1,1,-0.0163,0.791
IGSF6,1.56e-9,immunoglobulin superfamily member 6,--,++++,Filtered_Out,0.08630237204763862,0.7546432098987907,+,0.173,0.7629472717373457,0.044139254,46.4,1,-0.0163,0.791
MGAT4C,1.22e-6,MGAT4 family member C,-+,+---,++,0.6485296636101603,0.09020569909863374,-,0.18,0.7437360276710157,0.002131326,48.5,1,-0.0163,0.791
PTPRS,2.3e-6,protein tyrosine phosphatase receptor type S,--,--++,--,0.9767977210069201,0.09079812682845133,-,0.182,0.7408931152472966,0.083189045,48.8,1,-0.0163,0.791
FAM120AOS,2.42e-6,family with sequence similarity 120A opposite strand,++,++-+,NA,0.09339506170103322,0.9621957784548587,+,0.187,0.7286460909826978,0.083520232,50.2,1,-0.0163,0.791
ZNF184,3.34e-8,zinc finger protein 184,++,--++,+-,0.6677605830238547,0.09421975125048111,-,0.188,0.7248280510129382,0.016954203,50.7,1,-0.0163,0.791
CDH13,1.59e-11,cadherin 13,-+,--++,++,0.09648485221531977,0.8981588586187571,+,0.193,0.7145108683567983,0.060197846,51.9,1,-0.0163,0.791
RHOA,7.1e-7,ras homolog family member A,-+,-++-,-+,0.09667676939860272,0.38471013234101886,+,0.193,0.7136478749690659,0.005285861,52,1,-0.0163,0.791
KMT2A,1.28e-7,lysine methyltransferase 2A,--,--+-,+-,0.0984823036928394,0.1816132368068629,+,0.197,0.7056118053003863,0.001785206,53,1,-0.0163,0.791
CDK14,2.93e-7,cyclin dependent kinase 14,++,+--+,-+,0.10247200001268739,0.8190745546615807,+,0.205,0.6883647916388392,0.029788858,55.1,1,-0.0163,0.791
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,-+,-+++,Filtered_Out,0.10386444076471364,0.9595996352334515,+,0.208,0.6825031172498971,0.16857646,55.9,1,-0.0163,0.791
EMILIN3,3.37e-9,elastin microfibril interfacer 3,++,--++,+-,0.10588776157299715,0.31820340268477443,+,0.212,0.6741242367541165,0.02957294,57,1,-0.0163,0.791
FH,1.47e-6,fumarate hydratase,++,++++,-+,0.24223439379376335,0.10617085965362698,-,0.212,0.6729646705305502,0.002341199,57.1,1,-0.0163,0.791
VPS41,1.94e-6,VPS41 subunit of HOPS complex,-+,+--+,-+,0.1070009275914975,0.6389887137426666,+,0.214,0.6695824617337748,0.005660112,57.6,1,-0.0163,0.791
B3GALTL,5.7e-12,beta 3-glucosyltransferase,-+,-+--,-+,0.7607706169036393,0.11239680536745102,-,0.225,0.6482160367951884,0.04530435,60.5,1,-0.0163,0.791
MYRF,1.68e-8,myelin regulatory factor,--,-+--,-+,0.6304267189970414,0.11352461220468271,-,0.227,0.6438799772922289,0.07224737840845456,61.1,1,-0.0163,0.791
PQLC2L,7.05e-9,PQ loop repeat containing 2 like,++,-+--,Filtered_Out,0.6011251073809465,0.11353328493314611,-,0.227,0.6438468005724229,0.016788057,61.1,1,-0.0163,0.791
BTN1A1,7.4e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.6370565318901535,0.2306446940162639,62,1,-0.0163,0.791
ZNF322,3.72e-7,zinc finger protein 322,-+,-+-+,++,0.11605970351450598,0.9071978032909955,+,0.232,0.6342885475524365,0.051821349,62.4,1,-0.0163,0.791
TMX2,1.49e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.11620472528750234,0.8555842289484235,+,0.232,0.6337462160014745,0.035077353,62.5,1,-0.0163,0.791
PRR16,1.19e-6,proline rich 16,++,-+--,Filtered_Out,0.11778959402192825,0.5473019369566625,+,0.236,0.627863079406784,0.05698053103305234,63.4,1,-0.0163,0.791
CCS,2.3e-6,copper chaperone for superoxide dismutase,+-,-+++,--,0.11865029778781289,0.702129622569134,+,0.237,0.6247011717915811,0.014563279,63.8,1,-0.0163,0.791
SLC30A9,2.62e-7,solute carrier family 30 member 9,-+,++-+,-+,0.12003563129538013,0.9052486704384733,+,0.24,0.6196598234715353,0.03786339,64.6,1,-0.0163,0.791
PMFBP1,3.65e-7,polyamine modulated factor 1 binding protein 1,+-,+++-,Filtered_Out,0.7058823550153762,0.12499675217076998,-,0.25,0.6020712755890625,0.09543819605805057,67.2,1,-0.0163,0.791
CACNA2D1,2.52e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-+,+-++,-+,0.12748138227254632,0.3535930943150283,+,0.255,0.5935232404812585,0.031564513,68.6,1,-0.0163,0.791
ZFHX4,5.27e-9,zinc finger homeobox 4,--,-+--,++,0.780073981253133,0.1284915187012494,-,0.257,0.5900955420602072,0.107804599,69.1,1,-0.0163,0.791
OR12D3,1.2e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.5876731023691764,0.2584204614401343,69.5,1,-0.0163,0.791
KYNU,2.38e-6,kynureninase,+-,-+++,Filtered_Out,0.13012407973635884,0.6711871228423164,+,0.26,0.5846123332244157,0.067972359,70,1,-0.0163,0.791
SF3B1,1.78e-8,splicing factor 3b subunit 1,--,+++-,-+,0.3540144872329383,0.13027336732557693,-,0.261,0.5841143653368738,0.010551779,70.1,1,-0.0163,0.791
HIST1H2AL,3.49e-11,histone cluster 1 H2A family member l,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.5710474943130487,0.2685050793260139,72.2,1,-0.0163,0.791
EYS,1.32e-6,eyes shut homolog,+-,+-++,NA,0.1358972003421101,0.6506728259107868,+,0.272,0.5657594945387491,0.07698382,73.1,1,-0.0163,0.791
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.768808084397127,0.13811404914364633,-,0.276,0.5587321465015875,0.101713938,74.3,1,-0.0163,0.791
MAP9,7.15e-7,microtubule associated protein 9,++,+---,-+,0.13867453719357992,0.8234915997348027,+,0.277,0.5569732791784021,0.016581742,74.6,1,-0.0163,0.791
ESRRG,1.31e-7,estrogen related receptor gamma,++,----,--,0.8213668877436545,0.1388969432140905,-,0.278,0.5562773162647876,0.165959054,74.7,1,-0.0163,0.791
RFWD2,7e-9,COP1 E3 ubiquitin ligase,++,-+++,+-,0.13912992973998273,0.8721121987237348,+,0.278,0.555549438522876,0.036901,74.9,1,-0.0163,0.791
SOX6,4.17e-7,SRY-box 6,--,+++-,Filtered_Out,0.8284320606598677,0.14149400999603126,-,0.283,0.5482319494985632,0.068488391,76.1,1,-0.0163,0.791
PSEN2,2.68e-6,presenilin 2,++,++++,-+,0.24079521141333698,0.14901155279820927,-,0.298,0.5257500639639282,0.003469663,80.2,1,-0.0163,0.791
TOPAZ1,3.6e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.15333145298777218,0.893028575773047,+,0.307,0.5133387532135104,0.101384327,82.5,1,-0.0163,0.791
HSPA1A,8.13e-8,heat shock protein family A (Hsp70) member 1A,--,-+--,-+,0.8871513354563194,0.1579767946958744,-,0.316,0.5003767064681363,0.092695021,85,1,-0.0163,0.791
HSPE1-MOB4,2.29e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.49872909713757396,0.3171545182750501,85.3,1,-0.0163,0.791
NOX4,1.16e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.15917614136969993,0.8088576641780548,+,0.318,0.49709203168809096,0.072276382,85.6,1,-0.0163,0.791
CTNND1,7.75e-8,catenin delta 1,--,--++,--,0.9438218511774032,0.17059651318304753,-,0.341,0.46699985394552973,0.142310019,91.8,1,-0.0163,0.791
CACNA1E,2.86e-11,calcium voltage-gated channel subunit alpha1 E,--,----,+-,0.6811710787615288,0.17093279728372937,-,0.342,0.4661446045013364,0.071679307,92,1,-0.0163,0.791
ZHX3,2.34e-7,zinc fingers and homeoboxes 3,++,----,+-,0.3624282624472605,0.1713030371030213,-,0.343,0.4652049415141713,0.038412734,92.2,1,-0.0163,0.791
HIST1H2BL,3.54e-12,histone cluster 1 H2B family member l,+-,++++,NA,0.17635734263967434,0.8966151516204115,+,0.353,0.452576458101107,0.05860949,94.9,1,-0.0163,0.791
YLPM1,3.52e-10,YLP motif containing 1,--,--+-,NA,0.897375686914107,0.17640996470206738,-,0.353,0.4524468912675737,0.19028724104122863,94.9,1,-0.0163,0.791
PRR34,5.59e-8,PRR34 long non-coding RNA,--,++++,Filtered_Out,0.176449215899875,0.5996788330194515,+,0.353,0.4523502715414996,0.031395216,94.9,1,-0.0163,0.791
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,--,-++-,+-,0.5762220694211215,0.17798716848964502,-,0.356,0.44858131020133635,0.060597191,95.8,1,-0.0163,0.791
KIF15,3.68e-8,kinesin family member 15,+-,++++,Filtered_Out,0.18027113712491719,0.8606525224563947,+,0.361,0.4430438061261154,0.141769699,97,1,-0.0163,0.791
RPS6KL1,1.01e-7,ribosomal protein S6 kinase like 1,++,--++,+-,0.18109100620559548,0.5049342806002625,+,0.362,0.4410731225049715,0.008210583,97.4,1,-0.0163,0.791
MED19,1.75e-7,mediator complex subunit 19,++,+-++,++,0.18111283599902706,0.90346697030531,+,0.362,0.44102077320474214,0.121863617,97.4,1,-0.0163,0.791
ZNF660,2.47e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9152189281187855,0.18959831735744456,-,0.379,0.4211355255830194,0.274270236,102,1,-0.0163,0.791
MEF2C,1.58e-12,myocyte enhancer factor 2C,++,+-++,-+,0.1959133281705677,0.4064134762703224,+,0.392,0.4069060218684216,0.031092416,105,1,-0.0163,0.791
FCF1,4.33e-8,FCF1 rRNA-processing protein,--,++++,Filtered_Out,0.20191776984654045,0.5699863528340208,+,0.404,0.3937954634671547,0.050312127,109,1,-0.0163,0.791
SORCS3,2.27e-19,sortilin related VPS10 domain containing receptor 3,-+,++--,--,0.9569416455761588,0.20262022376349534,-,0.405,0.3922872137039066,0.060374167,109,1,-0.0163,0.791
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,--,--++,Filtered_Out,0.20336890067999683,0.3811391128294994,+,0.407,0.39068546329948706,0.005129735,109,1,-0.0163,0.791
GPC5,1.35e-7,glypican 5,+-,++--,-+,0.6952162512113848,0.20579753683741522,-,0.412,0.3855298318897813,0.026207921,111,1,-0.0163,0.791
USP3,2.49e-6,ubiquitin specific peptidase 3,--,++--,+-,0.8347884202741342,0.20738754529699804,-,0.415,0.38218733314704595,0.012310163,112,1,-0.0163,0.791
CELF4,8.75e-10,CUGBP Elav-like family member 4,+-,+--+,-+,0.31076869367773635,0.21051775764658945,-,0.421,0.3756812689023272,0.032633708,113,1,-0.0163,0.791
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,-+,+---,-+,0.21072225666872343,0.22866459751923057,+,0.421,0.375259595742958,0.013082865,113,1,-0.0163,0.791
NEGR1,3.55e-15,neuronal growth regulator 1,++,---+,-+,0.21591150805176532,0.2671031900451078,+,0.432,0.3646942135525822,0.026356835,116,1,-0.0163,0.791
DENND1A,1.54e-14,DENN domain containing 1A,++,--++,+-,0.21643715883494602,0.3151423931205964,+,0.433,0.3636381800106243,0.091398876,116,1,-0.0163,0.791
ZNF35,4.66e-7,zinc finger protein 35,--,-++-,--,0.8797578374283566,0.21667035029852577,-,0.433,0.36317051887102253,0.186944101,117,1,-0.0163,0.791
OTX2,8.91e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.3515462759334687,0.4450960335082902,120,1,-0.0163,0.791
BSN,1.61e-6,bassoon presynaptic cytomatrix protein,++,--++,+-,0.22354850081631997,0.33324451159714097,+,0.447,0.349598242632003,0.022926033,120,1,-0.0163,0.791
CELF2,7.52e-8,CUGBP Elav-like family member 2,++,----,+-,0.525959043815099,0.2280590522209158,-,0.456,0.34092268920799995,0.094701873,123,1,-0.0163,0.791
