gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC_male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
MYO19,--+-----,0.04751339,0.997069995785528,0.01700067080181549,-1,0.03400134160363098
LTV1,--+--+--,0.024547846,0.7167353102507079,0.017012804951293432,-1,0.034025609902586865
IRS2,-+-+--+-,0.004671348,0.7544488461998805,0.017013968366512488,-1,0.034027936733024976
MAP3K5,++++-++-,0.071224906,0.017024990126458927,0.9909231513606462,1,0.034049980252917854
ZNF14,+++++-++,0.021116948,0.017050353416544543,0.9749746128976674,1,0.034100706833089085
FAM58A,---++-++,0.008264139,0.8601829564215351,0.017066391907260413,-1,0.034132783814520826
ING5,+++++-+-,0.019752715,0.017075994404186653,0.5097670682153257,1,0.03415198880837331
CECR5,+--+--+-,0.003009363,0.8430781955036653,0.01708572004952197,-1,0.03417144009904394
RANBP2,++-----+,0.015852247,0.5548675532535398,0.017091176070206632,-1,0.034182352140413264
ENPP2,--+-++-+,0.009012266,0.21100972558496686,0.017115772500293006,-1,0.03423154500058601
ADD1,+-++-+-+,0.020273034,0.01712729461352035,0.7255221810547898,1,0.0342545892270407
DHDDS,+++-----,0.01120103,0.49242402812309083,0.01714118998419995,-1,0.0342823799683999
DHTKD1,--++++++,0.025359925,0.017157366371057057,0.8891094005777357,1,0.034314732742114114
WDR12,-------+,0.010283895,0.9306529042838851,0.017168418672728596,-1,0.03433683734545719
SFTPC,-++++---,2.19663e-4,0.017190783510832596,0.2600219888170944,1,0.03438156702166519
KPNA6,+++++-++,0.113903652,0.017266107180985184,0.985206741563671,1,0.03453221436197037
LOC339047,+++++++-,0.005598876,0.017267753424622792,0.5076915286697739,1,0.034535506849245584
HN1,-+-----+,0.005121067,0.9040066637615769,0.01727637208751308,-1,0.03455274417502616
RELN,--------,0.099824906,0.999393669721634,0.017277706893893383,-1,0.034555413787786766
LRRC32,+++--+-+,0.012156648,0.017283107071392634,0.8404470728768989,1,0.03456621414278527
PARN,++-+++-+,0.045432678,0.01729089516708624,0.5453159667274275,1,0.03458179033417248
FAM120A,++-+-+-+,0.043095599,0.0173041118812798,0.2450317325816112,1,0.0346082237625596
STMN1,-+-----+,0.024734738,0.706922192657957,0.01730739952804001,-1,0.03461479905608002
FHDC1,-+++++--,0.041822846,0.017338707703764812,0.5425677334176565,1,0.034677415407529624
TMEM85,++--++-+,0.00213839,0.47943421008951614,0.01738537900051773,-1,0.03477075800103546
NDRG3,++-----+,0.004440824,0.15930979138009535,0.01739238947506119,-1,0.03478477895012238
BEX1,-+-----+,0.00622191,0.7838741436813594,0.017405694277505997,-1,0.03481138855501199
DYNC1I1,-------+,0.001178558,0.8715264533899416,0.0174073123887166,-1,0.0348146247774332
AP3M2,+---+---,0.042883708,0.8926478585751633,0.01740978330927359,-1,0.03481956661854718
NDUFB1,---++---,0.009829963,0.8052093836237699,0.017435025797555067,-1,0.034870051595110134
NFIA,--+-++++,0.018825749,0.01743972974173258,0.32026366810257223,1,0.03487945948346516
DNAJB1,-----+--,0.007304494,0.9867448380272307,0.017444942022105565,-1,0.03488988404421113
GPNMB,-++++-++,0.050532303,0.017446256473484276,0.7976631316443832,1,0.03489251294696855
ASNS,-+-+----,0.041000843,0.5291045813055115,0.017459049044655537,-1,0.034918098089311074
MADCAM1,------+-,0.023190075,0.9976095635593143,0.017473292470813494,-1,0.03494658494162699
GM2A,+-+-++++,0.036525468,0.017479984389858743,0.5740246813245471,1,0.034959968779717486
DNAJB2,-++++-+-,0.004106929,0.01748072316192751,0.712035439961531,1,0.03496144632385502
C3orf58,--+++--+,0.007204588,0.35031855887952207,0.017489203002648824,-1,0.03497840600529765
BTF3L4,----++-+,0.009746348,0.8236486654881514,0.017501820403161044,-1,0.03500364080632209
CPLX2,++++-+--,0.023403558,0.017504172566443713,0.36192965241958186,1,0.035008345132887426
UPF2,+++----+,0.003435768,0.01755034585584834,0.6854071469239726,1,0.03510069171169668
IRF8,-----++-,0.033239607,0.9837849124381852,0.017554256651428995,-1,0.03510851330285799
XRCC6BP1,----++++,0.00759588,0.0363733019363877,0.01755475067982487,-1,0.03510950135964974
DYNLRB1,-+-+----,0.005642697,0.3101336670346198,0.017572971437034797,-1,0.035145942874069594
GRHL1,+-+---++,4.94195e-4,0.6824113918868631,0.017580551627101572,-1,0.035161103254203144
MAGT1,+-+----+,0.011661891,0.16592900134939131,0.017580758498173057,-1,0.035161516996346114
ERO1LB,----+-++,0.018533146,0.6283270217053043,0.017584443718285075,-1,0.03516888743657015
APOC1,--+--+--,0.024798034,0.9900663932194206,0.017592690327562457,-1,0.035185380655124915
ACVR1B,+++++---,0.021268727,0.017593934941756515,0.15333723364015905,1,0.03518786988351303
HSPA4L,-----+-+,0.010216573,0.4811470222325977,0.01760564745477867,-1,0.03521129490955734
ZUFSP,-+------,0.034900281,0.9958624933486997,0.017607386264937276,-1,0.03521477252987455
RNF187,-+------,0.046121348,0.9596865928235345,0.017619744355388114,-1,0.03523948871077623
MRFAP1L1,+++--+++,0.021424813,0.017620425323257596,0.9580475861117728,1,0.03524085064651519
SNX24,---+--+-,0.078388764,0.9514501715111077,0.017631728400113646,-1,0.03526345680022729
NGLY1,+--+++-+,0.004053371,0.017638198812413693,0.1588455285473087,1,0.035276397624827385
FBXW12,++-+++-+,0.016466479,0.017638212373712894,0.9604269182613613,1,0.03527642474742579
YME1L1,-+--++-+,0.025317884,0.2710937604824027,0.017670187150101043,-1,0.035340374300202086
DHX36,---+---+,0.014010019,0.5258630095553684,0.017691406071200285,-1,0.03538281214240057
CYB5R2,--+-++-+,0.011127341,0.39082850175219586,0.01769429022611315,-1,0.0353885804522263
DOCK7,+------+,0.003605712,0.9326694384123602,0.017697863871406126,-1,0.03539572774281225
RHOT1,-+-+-+--,0.020226966,0.8109894888943314,0.01770014003180249,-1,0.03540028006360498
PTPDC1,--++++++,0.009922472,0.017714717579296484,0.13356762984575035,1,0.03542943515859297
FBXO22,------++,0.017981273,0.6460838149605669,0.017720610502859134,-1,0.03544122100571827
RHBDL3,+++++-+-,0.034167603,0.017771461571879272,0.6481751023580191,1,0.035542923143758544
CRLF3,----+--+,0.006104026,0.8424984799780806,0.01781115273357055,-1,0.0356223054671411
TRIM52,+-+++--+,4.16386e-4,0.01781233926225521,0.5201153608780266,1,0.03562467852451042
XPO6,++++--+-,0.025002154,0.017814908522378842,0.49156294452123717,1,0.035629817044757685
CLIP3,++------,0.001494007,0.3148562405497529,0.01782002116088347,-1,0.03564004232176694
EFNA1,--+++--+,0.003937547,0.01782439564567723,0.31875613354436533,1,0.03564879129135446
SIPA1L1,++++--+-,0.010142697000000001,0.01782695206944738,0.4101318260352317,1,0.03565390413889476
RRP12,++-+-+++,0.043024625,0.017831312362639188,0.6525287063046544,1,0.035662624725278376
DGKZ,+--+----,0.012540824,0.47848672275248105,0.017852205610291147,-1,0.035704411220582294
SFTPD,+--+---+,0.006732491,0.1922992211896303,0.01786945777335586,-1,0.03573891554671172
SAMD4B,+-++++--,0.00346676,0.01787169325282435,0.6258723010972732,1,0.0357433865056487
APOLD1,++++--++,0.008456367,0.01787371729324628,0.6004507386949846,1,0.03574743458649256
GPR172A,+-++-++-,0.001674532,0.01787846851253959,0.2274802448118001,1,0.03575693702507918
PRMT6,-----+--,0.006876592,0.9867808240585524,0.017889877766222674,-1,0.03577975553244535
XPR1,-+--++++,0.003514139,0.0178917819221183,0.47161425025502796,1,0.0357835638442366
SERBP1,+-+--++-,0.009346723,0.501389269037589,0.01789302627938859,-1,0.03578605255877718
KLF11,++-+++-+,0.050512547,0.01790253075400433,0.9906723443018121,1,0.03580506150800866
IRF2BP2,--+-++--,0.022362172,0.5836923521061207,0.01791249478081883,-1,0.03582498956163766
N4BP1,+-+++-+-,0.00204897,0.017930313294104515,0.3024331146889274,1,0.03586062658820903
NCOA1,+-----++,0.002891292,0.017970419858844094,0.019683297346091106,1,0.03594083971768819
MAT2A,+-++++++,0.009906273,0.017984917064009828,0.9687884938265786,1,0.035969834128019657
HTR1E,-+--+---,0.015694101,0.9163352329427681,0.017988926242377683,-1,0.035977852484755365
SPATA13,--+++--+,0.002496723,0.4216730393374681,0.018020542782136047,-1,0.036041085564272095
C7orf44,++-+--++,3.41105e-4,0.018023684458165393,0.7237647491815076,1,0.036047368916330785
TEAD2,--+-+--+,0.001837828,0.4983987953428413,0.018036353034808817,-1,0.036072706069617634
ERBB2,+++-+-+-,0.001023408,0.21976767407672548,0.018037625585595993,-1,0.03607525117119199
MRPL23,-++----+,0.010602622,0.48357415828311157,0.018053582455442255,-1,0.03610716491088451
PIGZ,+++++-++,0.019557678,0.018095448846198632,0.9240440607727757,1,0.036190897692397264
PHB,-----+-+,0.01089382,0.5459761350279487,0.018099167730797953,-1,0.036198335461595905
SDHD,-+---++-,0.012460768,0.7567507910271396,0.018105095719329153,-1,0.03621019143865831
ILVBL,+++-+-++,0.05557912,0.018108902283511724,0.9953567360981581,1,0.03621780456702345
SLC7A8,-++-++--,0.006041479,0.42182635015422454,0.018120055382438528,-1,0.036240110764877057
NR3C1,----+---,0.02448736,0.980418607806769,0.018163417024392642,-1,0.036326834048785284
GTF2B,------++,0.017776498,0.898641404959002,0.01816556126498365,-1,0.0363311225299673
SCAMP4,+--++++-,0.003438202,0.018169738296362207,0.9071931096629657,1,0.036339476592724414
LEPRE1,++++-++-,0.026168352,0.018196279682562738,0.35252715574804644,1,0.036392559365125476
LRP4,+-+-+-++,0.001144757,0.01819986943615146,0.16278239301372477,1,0.03639973887230292
PTTG1,++------,0.031797097,0.6811559045044365,0.018225401052142105,-1,0.03645080210428421
KCNV1,-+------,0.043722378,0.9901553658556715,0.01825423273024829,-1,0.03650846546049658
KLHDC2,-+----++,0.031790075,0.8971378446097186,0.018276358059352158,-1,0.036552716118704316
PSMG3,++------,0.053529307,0.9596875028075915,0.018279539518117154,-1,0.03655907903623431
RHBDD3,-+++-++-,0.036482959,0.018282876937759773,0.9655689164151002,1,0.036565753875519545
C17orf81,--+-+-++,4.45974e-4,0.14407212713758555,0.018287314919857172,-1,0.036574629839714344
FAM128A,++------,0.015507959,0.9025011571169326,0.018289164210382583,-1,0.036578328420765166
ZNF222,-+--+---,0.01905206,0.957706628830091,0.018312758504117902,-1,0.036625517008235804
ZNF385D,+------+,6.28933e-4,0.5015112123762875,0.01832031038650439,-1,0.03664062077300878
MUC6,--------,0.095654775,0.999471433713958,0.018322930798735967,-1,0.036645861597471935
TFCP2,----++++,0.007458146,0.3967181658711904,0.018336740561365354,-1,0.03667348112273071
EIF4E2,-+-----+,0.010869944,0.7461362902168529,0.018345731359839596,-1,0.03669146271967919
GPR108,-++++++-,0.022366105,0.018368100842931202,0.5641147120790652,1,0.036736201685862405
RPS6KA2,--++--+-,0.007615075,0.01840628989040202,0.18952622704395009,1,0.03681257978080404
PABPC1,--++--++,0.010314607,0.018432537026737413,0.48629681900723415,1,0.036865074053474826
PHKA1,+-----+-,0.003799813,0.8870778819600981,0.018452011310326935,-1,0.03690402262065387
KCNB1,++++--+-,0.001790449,0.01849055824896724,0.7102816911938474,1,0.03698111649793448
UBE2G2,+++-+--+,0.012539045,0.018497370993875835,0.437671401083054,1,0.03699474198775167
EIF5,++---+-+,0.007466479,0.018508173330750676,0.12129962359568193,1,0.03701634666150135
ZNF706,+++++-++,0.101986985,0.01853992499448114,0.9502543410599817,1,0.03707984998896228
SORBS3,+-++-++-,0.018096816,0.01858768016102179,0.945891942767298,1,0.03717536032204358
NAV1,+-++--+-,0.002313015,0.018854057046088845,0.0185934558342735,-1,0.037186911668547
ZNF510,++--+---,0.028852903,0.9600104938302545,0.018599270275671837,-1,0.037198540551343674
DNAJC21,+--+++-+,0.026268258,0.018605436480905558,0.64864847857171,1,0.037210872961811116
PRPSAP2,-+--+--+,0.013322659,0.8382334303698246,0.018616723213329786,-1,0.03723344642665957
NUDT4,-+-----+,0.025195318,0.5902863389056289,0.018617580266959952,-1,0.037235160533919905
WARS2,+++++++-,0.021816479,0.018631916141817185,0.7794096748067361,1,0.03726383228363437
PCBP1,-----+-+,0.025824813,0.8757665962576624,0.01866053844609283,-1,0.03732107689218566
ZNF317,+------+,0.006982303,0.7737313530825901,0.018666920391297415,-1,0.03733384078259483
SAR1A,-----+++,0.021313577,0.5944115461913546,0.018680942381606155,-1,0.03736188476321231
BBX,--+++--+,0.003818165,0.0186920565826969,0.043887094035028405,1,0.0373841131653938
CDKN2C,--+-+++-,0.001352622,0.35693186704669905,0.018694931707296587,-1,0.037389863414593175
LDB3,--+-++-+,0.029655618,0.01869970699389862,0.04818514107351173,1,0.03739941398779724
PTGES3,++---+++,0.001972753,0.2747649807834972,0.018717056318781067,-1,0.037434112637562134
RHOF,+++++---,0.001271255,0.018720539615606983,0.17273330597023318,1,0.03744107923121397
SLC25A44,---+---+,9.41386e-4,0.9599413810804216,0.018743533043641212,-1,0.037487066087282424
KRCC1,--++++-+,0.022908614,0.018759665252565356,0.5948564273789413,1,0.03751933050513071
OLFML3,-----+++,0.002194757,0.866834810745645,0.018775443276001766,-1,0.03755088655200353
TFEB,-++-++--,1.61142e-4,0.3522137220950306,0.018778508487332275,-1,0.03755701697466455
GCAT,+++++--+,0.004791667,0.01878019577224036,0.9383280675571147,1,0.03756039154448072
MT1G,++------,0.013639888,0.6601152834642714,0.018793987060283696,-1,0.03758797412056739
TRIM28,++-++-+-,0.016741667,0.018797515602413755,0.38636455118253243,1,0.03759503120482751
POLR1B,-+++-+--,0.001145787,0.018802557625181897,0.6788090300479136,1,0.037605115250363794
STK19,+--++-++,0.026934644,0.01880340072862725,0.7549179856308889,1,0.0376068014572545
LLGL1,--+---+-,0.040086798,0.9186595141769113,0.018815459605973393,-1,0.037630919211946785
TSC22D2,++++--+-,0.005884551,0.018820212891549136,0.5957037493315763,1,0.03764042578309827
SEC61A2,-----++-,0.002315262,0.687240822884468,0.01885184186910082,-1,0.03770368373820164
ARMC7,+++--++-,0.027203558,0.018860160965444243,0.6492996945953045,1,0.037720321930888485
NOVA1,----++--,0.009457584,0.678868034033195,0.0188621814739056,-1,0.0377243629478112
C1orf61,-----+++,2.84644e-4,0.3543374901616573,0.018864235854335068,-1,0.037728471708670136
NIPA1,-------+,0.017351498,0.7189844401457111,0.01886854779861387,-1,0.03773709559722774
ANAPC5,----++++,0.007747191,0.07257280442046538,0.018876456484867563,-1,0.037752912969735125
AASDHPPT,-+--++++,0.011621348,0.018881611088695405,0.8378670252335846,1,0.03776322217739081
VPS36,+-------,0.022536704,0.9753634732464841,0.018903816437481652,-1,0.037807632874963304
TAF9,-+-----+,0.036264326,0.763026496998382,0.01891682497188266,-1,0.03783364994376532
RC3H1,+-++----,0.011223221,0.5215825229095773,0.018928311287266974,-1,0.03785662257453395
C14orf135,-+--+-+-,3.81273e-4,0.01895003359070378,0.059760877239299494,1,0.03790006718140756
RANGRF,+---+--+,0.007367603,0.8699318988377965,0.018970943695193244,-1,0.03794188739038649
ACTR3B,-+-----+,0.044636704,0.7566063760946523,0.019019076897558804,-1,0.03803815379511761
PGRMC2,++---+-+,0.022091386,0.019032052395635813,0.4589999976479724,1,0.038064104791271626
LRFN4,++++--+-,0.02045824,0.01904707339241786,0.18196831023841661,1,0.03809414678483572
ETFA,++---+++,0.006924157,0.01906966767463596,0.11744317166478703,1,0.03813933534927192
KLF6,+++---++,0.002916386,0.0467308078299104,0.01912126407002386,-1,0.03824252814004772
TRIM11,--++--+-,0.016929963,0.5830635466181701,0.01914988915280657,-1,0.03829977830561314
CHD1,---++---,0.017912828,0.8880285891378411,0.01916394722454645,-1,0.0383278944490929
SCYL1,-+-+--+-,0.006742978,0.43285684981284767,0.019197742019011685,-1,0.03839548403802337
ALAS1,-+-----+,0.066371536,0.959775413998904,0.019207170116868882,-1,0.038414340233737763
GPR85,--+-+--+,0.002800281,0.573781455205777,0.019224691649613705,-1,0.03844938329922741
PRDM8,++--+---,9.30056e-4,0.3192457068019463,0.019225888183219034,-1,0.03845177636643807
CHRDL1,+++---++,0.022908333,0.01924412777315622,0.38001807237197177,1,0.03848825554631244
TMEM98,--+-+++-,0.012236049,0.290412778482803,0.019250593852288358,-1,0.038501187704576716
SFRS5,-----+-+,0.003933146,0.8915744426364975,0.01926809868719869,-1,0.03853619737439738
FBXO7,--+-+++-,0.002501404,0.20777714161287458,0.019280332827751108,-1,0.038560665655502216
THYN1,-+--+-++,0.011788858,0.815597242121249,0.019303590454772583,-1,0.038607180909545166
PHF11,-----++-,0.033652528,0.8585094365917734,0.019304208550799173,-1,0.03860841710159835
DRG2,-++-+---,0.003674345,0.8463885208071876,0.019310797351440458,-1,0.038621594702880915
PINK1,-------+,0.049727247,0.9822982689363224,0.01934081129609028,-1,0.03868162259218056
C11orf68,++++--+-,0.02437603,0.019342710377487957,0.8068146688802819,1,0.03868542075497591
ECSIT,-+-+--+-,0.00202912,0.7097864428185844,0.019358482223448194,-1,0.03871696444689639
C8orf42,-+---++-,0.003290637,0.757090784100492,0.019365453250078265,-1,0.03873090650015653
CRIP2,++------,0.085161236,0.9938250277554204,0.01938795264013669,-1,0.03877590528027338
PLCD3,++++-+-+,0.001380805,0.019396339805964148,0.2219152212158769,1,0.038792679611928296
PLS3,--+-++-+,0.001633521,0.4687081191474534,0.019401024084593994,-1,0.03880204816918799
C16orf35,------+-,0.049144007,0.9292362558477621,0.019409155178319096,-1,0.03881831035663819
SH3D19,----++--,0.002109925,0.9648330036115186,0.019409212464427963,-1,0.03881842492885593
LZTS2,--+-++-+,0.007185206,0.03255483023746285,0.019412277083596628,-1,0.038824554167193256
SMPD3,--++----,0.014030805,0.9223042182004574,0.01941627018428002,-1,0.03883254036856004
APBB3,----++--,0.008435768,0.962362706970509,0.019419757784580067,-1,0.038839515569160134
SLC12A7,+-++-+-+,0.055166105,0.019429462972747637,0.9439890675449849,1,0.038858925945495275
FLJ20444,-+++++++,0.005601124,0.019443543655132667,0.9929130621644432,1,0.038887087310265335
LONP2,++++---+,0.004020974,0.019446137332874924,0.32072343680789944,1,0.03889227466574985
PREX1,--+-+--+,2.83521e-4,0.04094068976118838,0.019453211178897884,-1,0.03890642235779577
MDM4,+-+++++-,0.017960393,0.01945907284495169,0.1990731895463815,1,0.03891814568990338
SMPD1,-+--+---,0.035364513,0.5406720894224616,0.019484266048700828,-1,0.038968532097401656
PHACTR1,+--++-+-,0.001330805,0.01953381271420744,0.20340780409357065,1,0.03906762542841488
CDC14B,+--+-+--,0.030448502,0.7636637636136571,0.019554817742108824,-1,0.03910963548421765
HIST2H2BE,--+-++--,0.003904026,0.6005074160081997,0.01958606077422048,-1,0.03917212154844096
VPS53,-+-+---+,0.025473783,0.20022716638032015,0.01962969926792944,-1,0.03925939853585888
JUP,--++++-+,0.021344007,0.01963949853869027,0.5522108799549246,1,0.03927899707738054
TRRAP,+-+++---,0.001247753,0.01964127281611994,0.06893067496169343,1,0.03928254563223988
SSH1,++-++--+,0.031465075,0.01964954310750135,0.6683571817323728,1,0.0392990862150027
CIRH1A,+++-----,0.009420412,0.7012873034336358,0.019651433621688277,-1,0.03930286724337655
GANAB,--+--+--,0.018225,0.9649084305097922,0.019660748696564152,-1,0.039321497393128305
IFT74,+-++++++,0.066544944,0.01966110268600479,0.9876021256150332,1,0.03932220537200958
SMC3,+-++++-+,0.02275721,0.019683474864812586,0.9102253783323683,1,0.03936694972962517
PHACTR2,+------+,0.04505206,0.8315568395948261,0.01968608774195791,-1,0.03937217548391582
BCAS3,-++-----,0.001686704,0.8223405815958769,0.01970220897317224,-1,0.03940441794634448
COL7A1,+-+++--+,0.007097285,0.019754193372833836,0.6062682672731605,1,0.03950838674566767
C15orf55,-+-+++-+,0.022340824,0.01976330740636485,0.9596345615262876,1,0.0395266148127297
DLL1,-++----+,0.010495412,0.3888919676803244,0.019777191085154563,-1,0.03955438217030913
GRIPAP1,+-++-+-+,0.001270506,0.019812069267093498,0.06661829738945152,1,0.039624138534186996
PFKFB3,--+----+,0.056144476,0.93538031880449235,0.01982056296186561,-1,0.03964112592373122
MCEE,++-----+,0.012691573,0.8918428275028529,0.019837256408175102,-1,0.039674512816350205
MCM4,+-----++,0.007226685,0.4449806346634942,0.019876053372465497,-1,0.039752106744930994
KIAA2013,++++-+--,0.036081648,0.01991310652540672,0.24397103856007318,1,0.03982621305081344
ZFX,--+-++-+,0.012342135,0.7075566547102912,0.01991418040260325,-1,0.0398283608052065
ST3GAL4,++++----,0.002865169,0.01992090316231704,0.7684160072145833,1,0.03984180632463408
PTPRS,--+---+-,0.02752809,0.7100775655659026,0.019930424198007324,-1,0.03986084839601465
DPH5,------++,0.027368352,0.9494252541593631,0.019931391152299114,-1,0.03986278230459823
RAP2B,-+--+-++,0.003251404,0.413808646711604,0.019947009044174006,-1,0.03989401808834801
CXorf40B,-+----++,0.020642228,0.8572356087966025,0.01994702716702699,-1,0.03989405433405398
CASP2,++-++--+,0.031076873,0.019962083246250036,0.6639327445024672,1,0.03992416649250007
SLC14A1,+-++++--,0.012895412,0.01996980309668721,0.9316410668134855,1,0.03993960619337442
APH1B,++-+++++,0.042087172,0.01997436315578315,0.9895503469519951,1,0.0399487263115663
WDFY2,--++-++-,0.002454213,0.02000327979045357,0.506258714576529,1,0.04000655958090714
TXNL4A,++-----+,0.042018258,0.9284272175747039,0.020008220100918017,-1,0.040016440201836034
RNF157,++++++--,0.009824532,0.020031648582958427,0.656310188512409,1,0.040063297165916854
SCG2,-+-----+,0.001567978,0.7079122486937026,0.02003879720036398,-1,0.04007759440072796
TRIM2,--+-+--+,0.015850562,0.2999251719132065,0.0200475086421356,-1,0.0400950172842712
C20orf108,++++-+-+,0.053817322,0.020055713185930166,0.9783130170476795,1,0.04011142637186033
RPL37A,++-+-+-+,0.001525468,0.02007070599443367,0.5580031039314397,1,0.04014141198886734
SEC31B,---++++-,7.50655e-4,0.629771820590626,0.020095559787492234,-1,0.04019111957498447
PTPRN2,-+----++,0.016878745,0.5026047448387345,0.02011573727128324,-1,0.04023147454256648
TAC3,-+---+-+,0.001057116,0.9170730817039005,0.020119210093233395,-1,0.04023842018646679
CDC2L5,+-+++-+-,0.002335393,0.02012672087830759,0.23811005899183857,1,0.04025344175661518
PAM,-+----++,0.031508333,0.7724169964325883,0.020142048945487028,-1,0.040284097890974056
FKBP15,-+++++-+,0.051267041,0.02014569893437375,0.5893876757750667,1,0.0402913978687475
ING3,+--+++-+,0.004755805,0.02016260015613914,0.6304969663137256,1,0.04032520031227828
C2CD2L,++++----,0.037249251,0.020163201928549417,0.25498448227852716,1,0.04032640385709883
RHOA,+-+-++-+,0.005285861,0.020173569799675817,0.3914777351177145,1,0.040347139599351635
MED26,++++-+-+,0.016644288,0.020185848129608896,0.8972750145794289,1,0.04037169625921779
WDR67,-+-++-+-,0.01965618,0.02019475831275235,0.469914657873644,1,0.0403895166255047
ITFG3,+-++-++-,0.00335412,0.020200217748188552,0.9544397455504604,1,0.040400435496377105
ZNF469,-+----+-,0.02556985,0.9684521503421051,0.020205700708182027,-1,0.040411401416364054
ZNF324,-+++----,0.007009176,0.020217661036231887,0.5641167763606012,1,0.040435322072463774
UCK2,+++-----,0.048511049,0.8250560670398224,0.020236288217730335,-1,0.04047257643546067
FOXP1,+++++---,0.029485861,0.020240964501057914,0.4524320940758947,1,0.04048192900211583
UBE2S,-+----++,0.03407191,0.9487553160225164,0.020242108718654853,-1,0.040484217437309705
FBXL15,-+----+-,0.021404213,0.8357709560381801,0.020286999180307363,-1,0.040573998360614726
COPB1,-+-++---,0.018107772,0.5490751015252942,0.020290420015022664,-1,0.04058084003004533
SDCCAG8,--+--+--,0.019896536,0.966718121105849,0.020294136991863845,-1,0.04058827398372769
SMARCD3,+++++-+-,0.026901685,0.020325383335742315,0.5035437504625394,1,0.04065076667148463
LSM14B,-+-----+,0.065462547,0.7607162147860806,0.02035553267546996,-1,0.04071106535093992
RNF185,++++++-+,0.044444288,0.0203768054146946,0.9959207215693477,1,0.0407536108293892
ANAPC7,--------,0.044752903,0.9932384120854376,0.020388630919405622,-1,0.040777261838811245
CRAT,----+-+-,0.024769476,0.9588389852411825,0.020408615261327062,-1,0.040817230522654124
C14orf102,+++++--+,0.028339513,0.0204229266520775,0.6229981071094451,1,0.040845853304155
NET1,-+++++-+,0.006251498,0.02042400212385533,0.9229565152207686,1,0.04084800424771066
RNF7,-+----++,0.002499813,0.38854500880708903,0.02048435557855148,-1,0.04096871115710296
HRH3,++++---+,0.016773127,0.020507644780691146,0.49390565651043467,1,0.04101528956138229
RAB4A,+---+-++,0.004576873,0.1993931556849963,0.02053944463016739,-1,0.04107888926033478
GPR125,--+--+--,1.32303e-4,0.02054087917890595,0.5598522130090879,1,0.0410817583578119
MYO15B,----+++-,0.002625094,0.7964646256202716,0.02056135981334694,-1,0.04112271962669388
NMT2,++-+++-+,0.052285674,0.02056580232642479,0.7929683334439077,1,0.04113160465284958
NFU1,-+-----+,0.024540918,0.6792964753719367,0.02059146768460363,-1,0.04118293536920726
MAP3K7IP1,+++---++,0.027777247,0.020607788785742997,0.6487976665039157,1,0.041215577571485994
FKRP,+++-+--+,0.005436049,0.02061488431591842,0.07703668583196717,1,0.04122976863183684
MACF1,+-++-+--,0.022349532,0.020618557192865337,0.5578265630355133,1,0.041237114385730675
EPN2,+-++--++,0.006670037,0.020623482622392407,0.8023500907654868,1,0.041246965244784814
COX5B,++----+-,0.007601592,0.8644034438836724,0.020630855498978314,-1,0.04126171099795663
C12orf53,++++-+--,0.041849438,0.020648897492006914,0.5452784681219359,1,0.04129779498401383
TJP1,--+-++++,4.99625e-4,0.02068469309400204,0.31886658677620655,1,0.04136938618800408
MINPP1,+-+-----,0.02741161,0.9012015908267013,0.02070446801131544,-1,0.04140893602263088
ZNF398,++++---+,0.015205805,0.020707032874027892,0.785893161495727,1,0.041414065748055784
CHCHD6,-+-----+,0.030296161,0.939924693253024,0.020711079977514438,-1,0.041422159955028875
ZNF700,+---+--+,0.009951311,0.8098482351687626,0.02071897065510253,-1,0.04143794131020506
ADA,--+-+--+,0.005043165,0.020754878790309985,0.24696914832492997,1,0.04150975758061997
GALK2,+-+-+--+,0.001603277,0.02078117597455125,0.1692574251658148,1,0.0415623519491025
ENPP5,-+---+-+,0.020701873,0.792000579413863,0.020790681000121793,-1,0.04158136200024359
C21orf70,--------,0.084437079,0.9968458564846892,0.020834473166491785,-1,0.04166894633298357
MYADM,+---+---,0.076950562,0.936534251034003,0.02084322883258288,-1,0.04168645766516576
ZNF226,-----+-+,0.063036142,0.8456874135631448,0.020848880043641615,-1,0.04169776008728323
MPG,+-++--+-,0.010428745,0.6638697186419928,0.02086528199174378,-1,0.04173056398348756
C3,-----+++,0.022980337,0.8295264696752634,0.02087460732087154,-1,0.04174921464174308
RGL2,--+++++-,0.00393867,0.3705449218377463,0.0208957136120193,-1,0.0417914272240386
FUT8,--+-++-+,0.003792228,0.14567603725217976,0.020896968842380563,-1,0.041793937684761126
SCARB2,--+++-++,0.001883801,0.02090796282118598,0.1323519974108594,1,0.04181592564237196
ADO,++--+--+,0.002282772,0.024390790965994773,0.020935179551758238,-1,0.041870359103516476
SLC39A11,--+-+-+-,0.028178464,0.9098483642345166,0.0209471692394512,-1,0.0418943384789024
KTELC1,--+-+---,0.029902715,0.9026926893630586,0.020950516596055166,-1,0.04190103319211033
C20orf27,-+----++,0.018501217,0.40183474857741003,0.02096099530867754,-1,0.04192199061735508
RHOBTB2,++++--+-,0.002851685,0.02096595242105549,0.46279739292314453,1,0.04193190484211098
OLIG2,--+-+-++,0.007803464,0.08078703283126511,0.020976465213895335,-1,0.04195293042779067
