gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
TM6SF1,++--,0.051893539,0.14559151822013466,0.7929851086834632,1,0.2911830364402693
CCDC6,+-++,0.075094569,0.1455944663218656,0.8245321198248999,1,0.2911889326437312
RBM5,++-+,0.102694663,0.14561690972921928,0.7745279581221227,1,0.29123381945843857
RNF2,--++,0.019599532,0.5522190420122368,0.1456603182862448,-1,0.2913206365724896
OAT,-+-+,0.069451498,0.14566701626667283,0.8600591219785096,1,0.29133403253334567
EIF4ENIF1,---+,0.233971536,0.8983112870934034,0.14574738388297376,-1,0.2914947677659475
ABCA5,-+++,0.124170974,0.1457967536276822,0.5855623055829453,1,0.2915935072553644
ZC3HAV1L,++++,0.254166667,0.14580023260369046,0.9767373479371659,1,0.2916004652073809
SPOCK2,--+-,0.217344382,0.9295285906869506,0.14587331120086997,-1,0.29174662240173993
MAFB,--++,0.034862079,0.16224718388456322,0.14590301705520853,-1,0.29180603411041706
KPNA2,-+-+,0.071999251,0.14591122616735835,0.5821442902540481,1,0.2918224523347167
RNPS1,-+-+,0.039022566,0.6013677776939462,0.1459169074397829,-1,0.2918338148795658
ESRRG,+---,0.112173408,0.818107153400173,0.1459451288903917,-1,0.2918902577807834
GSPT1,-+++,0.113904588,0.14599788952852305,0.52630971558513,1,0.2919957790570461
PBX3,++-+,0.118442135,0.1460107452453579,0.8120841904142321,1,0.2920214904907158
KCTD17,++-+,0.062039139,0.14601736465162174,0.47565141135025923,1,0.2920347293032435
TINP1,---+,0.196116854,0.9240500081675043,0.14605563248729322,-1,0.29211126497458645
RNGTT,--+-,0.185341948,0.8955454383840991,0.14637235984536792,-1,0.29274471969073584
PKIA,--++,0.028742416,0.14638663014343137,0.5700785648231383,1,0.29277326028686274
LOC644617,----,0.346635112,0.9796679668884397,0.1464062659507226,-1,0.2928125319014452
CCNF,+--+,0.057445506,0.6362865170404449,0.14647259308449473,-1,0.29294518616898946
RDH11,++-+,0.059848689,0.14650895244444537,0.6349482603036943,1,0.29301790488889073
UBQLN1,---+,0.157190543,0.7137263328999275,0.14653098890584101,-1,0.29306197781168203
RNMTL1,+---,0.058786517,0.8754757022561473,0.146566293070864,-1,0.293132586141728
LOC169834,--++,0.10474588,0.14663805184515757,0.7536381707095661,1,0.29327610369031515
PPP1R3F,----,0.323743727,0.9795286578747288,0.1466894991548506,-1,0.2933789983097012
TAF4B,+---,0.069989981,0.4673117759437305,0.1467143222735137,-1,0.2934286445470274
ICA1L,-+-+,0.121100843,0.1467209247717275,0.6739254404226283,1,0.293441849543455
SYS1,+---,0.130139981,0.9236546751823267,0.14674094357259532,-1,0.29348188714519063
TTLL12,--+-,0.06171367,0.5852277965216861,0.14678971108172137,-1,0.29357942216344274
MAP2K1,---+,0.113720506,0.7085415979276483,0.14681906898134373,-1,0.29363813796268745
PIGG,+-++,0.172550843,0.14686576700374857,0.7010394619226353,1,0.29373153400749713
TOX,++-+,0.188488109,0.14689327156290413,0.8117561296904797,1,0.29378654312580826
SOS2,+-++,0.054733614,0.14692722171191588,0.42607700374663765,1,0.29385444342383177
CHCHD5,-+--,0.102141199,0.7281795773452286,0.1471356489651918,-1,0.2942712979303836
NARF,--++,0.021127434,0.5751158374015906,0.147204846590018,-1,0.294409693180036
CA7,+---,0.086105805,0.9163171625852721,0.1472402525051979,-1,0.2944805050103958
PDE4DIP,-++-,0.023618071,0.1472419032252411,0.19425833760049335,1,0.2944838064504822
AARSD1,+---,0.173290824,0.9337547841780303,0.14724322727648673,-1,0.29448645455297345
ACAT1,++--,0.133296161,0.8066685283756252,0.14726139855917234,-1,0.29452279711834467
JTB,--++,0.040925375,0.620511560562732,0.14728143180593456,-1,0.2945628636118691
CCNE1,-++-,0.019557397,0.5969932637764378,0.14730750300953283,-1,0.29461500601906565
KLHL25,++--,0.022109551,0.6073555806670486,0.1473399178100721,-1,0.2946798356201442
PRRT3,--+-,0.111400281,0.8961704306265272,0.14735466798124944,-1,0.2947093359624989
FLJ20444,++++,0.242399251,0.14742572116867922,0.9723997084392868,1,0.29485144233735844
PPA2,-+--,0.057962079,0.3906504744669682,0.14746547826042924,-1,0.2949309565208585
ARHGAP22,+++-,0.078726779,0.14746842158131462,0.6146857580750286,1,0.29493684316262925
DCLK1,---+,0.125156273,0.5667980219616574,0.1474690147036915,-1,0.294938029407383
CCHCR1,--++,0.056325281,0.1476728324515848,0.20260782539842137,1,0.2953456649031696
C2orf28,++++,0.12147191,0.14770863271634105,0.9558865444356809,1,0.2954172654326821
GUCY1B3,---+,0.014826404,0.14774918354508476,0.3608388044264777,1,0.2954983670901695
EWSR1,++--,0.079240824,0.14786405535227787,0.6169417408891064,1,0.29572811070455574
C6orf154,--++,0.067482678,0.6586732505800097,0.14801751512036357,-1,0.29603503024072714
CHUK,-+--,0.069404494,0.6479415887803779,0.14807680105440674,-1,0.2961536021088135
TAF4,+-++,0.142895412,0.14808974558749366,0.6284417940344088,1,0.2961794911749873
PRKCE,+--+,0.051165918,0.1481071233085136,0.3567840406472366,1,0.2962142466170272
CDKN2C,+++-,0.052129963,0.1481850111784876,0.7248045645722967,1,0.2963700223569752
LRRFIP2,+-+-,0.023795506,0.39027573089385614,0.14822612225640222,-1,0.29645224451280444
PRR4,+---,0.156343633,0.9122459214128397,0.14833752731514596,-1,0.2966750546302919
ARIH1,---+,0.051493446,0.4075141546311287,0.14838917600242751,-1,0.29677835200485503
ARL9,-+-+,0.069520131,0.14842097359281836,0.3403965359767697,1,0.2968419471856367
HDAC1,++++,0.352039326,0.1484340665518669,0.9799903766026374,1,0.2968681331037338
SLC41A3,--++,0.018391105,0.14849940304808668,0.25974041343045623,1,0.29699880609617335
MDN1,-+-+,0.07909691,0.14850751280578092,0.5080855712000304,1,0.29701502561156184
RASSF4,-++-,0.028406742,0.21381087009954672,0.1485728039329489,-1,0.2971456078658978
ATP1B3,+--+,0.066447472,0.1772717998461373,0.1486354237615354,-1,0.2972708475230708
BICD2,---+,0.075723502,0.8140454912171895,0.14864588222851655,-1,0.2972917644570331
PRKAB1,+---,0.051107116,0.7690755214126235,0.14871346857806236,-1,0.2974269371561247
C1orf212,----,0.255391386,0.9598892756069429,0.1487134994506673,-1,0.2974269989013346
NOB1,+--+,0.015307584,0.1487351193407032,0.42917212599717885,1,0.2974702386814064
BAI3,+--+,0.060968352,0.14877466781065432,0.7583759471661284,1,0.29754933562130864
HEXB,+-+-,0.034139513,0.8112783978550541,0.1488035229180685,-1,0.297607045836137
HIRIP3,+---,0.173243539,0.778171996160569,0.14891493144978007,-1,0.29782986289956015
MGC42105,----,0.273538764,0.9748119690015237,0.14892888158525172,-1,0.29785776317050344
AUTS2,+---,0.068914981,0.8842820255621151,0.14893059413092774,-1,0.2978611882618555
CCDC55,+--+,0.033064139,0.44483775998307296,0.14893844775119575,-1,0.2978768955023915
OTUD5,-+-+,0.07417088,0.22669732187558533,0.14894024270614215,-1,0.2978804854122843
FBXL20,--+-,0.263093914,0.926142891168242,0.1490607401606913,-1,0.2981214803213826
MYH7B,---+,0.174499157,0.9509192937554073,0.14912857810441188,-1,0.29825715620882376
SFPQ,+-++,0.133853464,0.1491741758851858,0.8299236291677067,1,0.2983483517703716
GCA,++-+,0.134854307,0.1492616047750221,0.7223792826819435,1,0.2985232095500442
MAPRE3,+--+,0.051494007,0.2120102982199488,0.14927733024388457,-1,0.29855466048776913
ENG,++--,0.04575927,0.4851763423647188,0.14928484287999835,-1,0.2985696857599967
SPRR4,+++-,0.158397378,0.14931629831081442,0.9429923783653885,1,0.29863259662162883
MYT1L,---+,0.013072004,0.20458997737315301,0.14942719929875384,-1,0.2988543985975077
MCC,+--+,0.018673502,0.1494411914266448,0.15407940314360316,1,0.2988823828532896
C6orf173,---+,0.221435861,0.9324805615043263,0.14951393114016434,-1,0.2990278622803287
CXXC1,--++,0.031359082,0.6813885652379212,0.14952599392557075,-1,0.2990519878511415
UBQLN2,--++,0.136888951,0.1495644775452875,0.8713430992162234,1,0.299128955090575
CYP26B1,-+--,0.106289794,0.5384823230765782,0.14973057925785757,-1,0.29946115851571514
ZC3H7B,++--,0.026963109,0.14976908645568016,0.34364725812663155,1,0.2995381729113603
ZFX,++-+,0.012342135,0.34222238244812925,0.14977036171185165,-1,0.2995407234237033
LGALS9,-+++,0.093575468,0.14979406445783724,0.8634977121375235,1,0.2995881289156745
NOL10,----,0.110352903,0.9382530944327225,0.1498158151779187,-1,0.2996316303558374
C21orf56,--++,0.110616573,0.14982897279055785,0.6770046938189214,1,0.2996579455811157
PAK4,--+-,0.148172566,0.6069268524469975,0.14996513577064305,-1,0.2999302715412861
CCDC66,+++-,0.120432959,0.1499887900533128,0.6762480022202737,1,0.2999775801066256
IPO9,+-+-,0.04221573,0.15001475355849442,0.47088201187220824,1,0.30002950711698884
PDLIM3,--++,0.096246442,0.15001885231596357,0.2660120377785807,1,0.30003770463192714
LRP12,---+,0.035191948,0.3250840134482716,0.150021241557934,-1,0.300042483115868
GTF2F2,++++,0.308402996,0.1500661777313117,0.9665698482160443,1,0.3001323554626234
RARS2,+--+,0.021405524,0.1500700776485627,0.15762449192272104,1,0.3001401552971254
CD9,++-+,0.059888858,0.1500901116232917,0.3852329878841645,1,0.3001802232465834
IFI44,+++-,0.080837172,0.1500914560945714,0.6270991751196743,1,0.3001829121891428
DIAPH2,--+-,0.037319288,0.3530372199544998,0.15010241331418744,-1,0.3002048266283749
NBL1,--+-,0.116830899,0.9043042908103721,0.15014885317561016,-1,0.30029770635122033
CHD4,+---,0.113319569,0.6411418060365669,0.15017695969293518,-1,0.30035391938587036
CCDC146,++++,0.358542135,0.15019655121489275,0.9794695430791944,1,0.3003931024297855
COL23A1,-+--,0.015172846,0.18717085431734776,0.15020976872579206,-1,0.3004195374515841
NHP2L1,+-++,0.170044195,0.15024608310774804,0.8617108929407752,1,0.30049216621549607
CCDC50,+++-,0.08300618,0.15025603358991782,0.5010939094295566,1,0.30051206717983564
SNCB,-+--,0.014326311,0.15026109256160608,0.4159661680416172,1,0.30052218512321216
UNC50,-+-+,0.05140309,0.15029945940550354,0.765020633758707,1,0.3005989188110071
RASGRP3,++--,0.037460112,0.1503148775694137,0.704541867342246,1,0.3006297551388274
TRAK1,----,0.170828371,0.9636544428513244,0.15039384046845022,-1,0.30078768093690045
QDPR,+--+,0.073925281,0.4877186991943314,0.15040493904591062,-1,0.30080987809182125
BYSL,---+,0.07297706,0.8516273127634526,0.15047778004330808,-1,0.30095556008661617
EIF3A,+--+,0.06253015,0.15047844412882405,0.7629797880472018,1,0.3009568882576481
SFRS11,+++-,0.027022566,0.1505826512210842,0.3014589281155274,1,0.3011653024421684
PSMD8,---+,0.122283895,0.8522092939469592,0.1507528724695588,-1,0.3015057449391176
BTD,+++-,0.011425,0.280256402205772,0.15075766098699045,-1,0.3015153219739809
PRDM10,--+-,0.057280899,0.8184373398311694,0.15076046782943453,-1,0.30152093565886906
GPKOW,-+-+,0.024413483,0.15076879593565576,0.5178896708440902,1,0.3015375918713115
CTDSPL,--+-,0.05338324,0.41406863991283405,0.1507732947265722,-1,0.3015465894531444
EIF3G,----,0.087233895,0.9279360405819181,0.15077934759421577,-1,0.30155869518843154
TRIM22,+++-,0.209236891,0.15081096556622928,0.9292215287561114,1,0.30162193113245855
ZNF740,+--+,0.037619476,0.15083044422284872,0.5250746686130665,1,0.30166088844569744
TRAPPC3,+-++,0.101319195,0.1508598427635611,0.7549541515099536,1,0.3017196855271222
RIMS2,-+-+,0.029200281,0.1508967152295764,0.5748429463053334,1,0.3017934304591528
ARFGEF2,-+-+,0.03955206,0.15096778359579774,0.21021969046394176,1,0.3019355671915955
KDELR1,++-+,0.102132678,0.15107589216547773,0.8849785768623797,1,0.30215178433095546
HNMT,++++,0.384472846,0.1511806336202242,0.9796639686409465,1,0.3023612672404484
LOC255783,+---,0.119373502,0.871794725774531,0.15122723691291723,-1,0.30245447382583446
RILPL1,--++,0.037972004,0.15122819233174659,0.42668486628022684,1,0.30245638466349317
MLF1,-+++,0.125478371,0.15130415824639687,0.5928034464754827,1,0.30260831649279374
SRP19,--+-,0.133348689,0.8848200278459811,0.15130920638247866,-1,0.3026184127649573
KIFC1,-+--,0.131484738,0.8732670391660735,0.15141284226410268,-1,0.30282568452820535
CTHRC1,----,0.303713109,0.9694811655130089,0.1514192833369773,-1,0.3028385666739546
MARK3,+-+-,0.048320037,0.8161074819563341,0.1514380615212192,-1,0.3028761230424384
RPAP1,+---,0.022819944000000002,0.15145369066492928,0.6791464405520746,1,0.30290738132985856
TBC1D8,----,0.218027903,0.9609996575181956,0.15150064087501364,-1,0.3030012817500273
ST6GALNAC6,--+-,0.161014139,0.9255828567516512,0.15154109863740323,-1,0.30308219727480645
B4GALT6,---+,0.04694279,0.3741092705792697,0.15171258353801242,-1,0.30342516707602485
NELL2,---+,0.078776217,0.747443631119652,0.1517261798999859,-1,0.3034523597999718
ZNF395,-+++,0.193806461,0.15181052663128627,0.9448716558146267,1,0.30362105326257255
RBM16,-+--,0.155210581,0.8760346638734973,0.15188251186067753,-1,0.30376502372135505
EBP,+--+,0.026180056,0.6593720495525698,0.15189562161534548,-1,0.30379124323069095
ITPR2,-++-,0.069736049,0.15198131511775861,0.7628515898732535,1,0.30396263023551723
LCMT2,--++,0.089830056,0.1519866251492456,0.7785676175833374,1,0.3039732502984912
PLEKHG1,-+++,0.071482678,0.15201995763863102,0.6724956255875759,1,0.30403991527726204
KIAA1012,---+,0.103979682,0.6427488957839006,0.15212165623767251,-1,0.30424331247534503
CHMP1A,--++,0.031020974,0.6622199542931502,0.15212890120063574,-1,0.3042578024012715
ICOSLG,++--,0.080172566,0.3564560466444031,0.1521569612379295,-1,0.304313922475859
FUBP3,-+--,0.027420412,0.48137890340949885,0.1523289567529645,-1,0.304657913505929
ADAMTS10,+---,0.086604682,0.8142258137968179,0.1524746501601153,-1,0.3049493003202306
TIGD7,--+-,0.151566667,0.8825765780989925,0.15251243510581838,-1,0.30502487021163677
NDUFA12,---+,0.122688015,0.8958425089916752,0.15252172361131408,-1,0.30504344722262816
STAP2,-+++,0.079139794,0.1525360432806656,0.8034434001346166,1,0.3050720865613312
HBXIP,--++,0.045791948,0.15261535575400464,0.34063264801178345,1,0.3052307115080093
ST3GAL6,---+,0.12384588,0.5164997059139115,0.15267666188236095,-1,0.3053533237647219
THSD7A,-+++,0.031775281,0.1528159690825951,0.26620152633588473,1,0.3056319381651902
TNFSF12,-+++,0.185562921,0.1528306152141134,0.9116542369485221,1,0.3056612304282268
STAG3L4,+++-,0.138272753,0.1528837542374403,0.761875573566829,1,0.3057675084748806
ANKRD34A,--+-,0.160912453,0.9120049517511795,0.1529036110815365,-1,0.305807222163073
VAMP2,++-+,0.294225094,0.1529247023312355,0.8777804765752577,1,0.305849404662471
SLITRK3,----,0.1925103,0.9601659037796807,0.15293487473485678,-1,0.30586974946971357
TMUB1,+---,0.17792603,0.93680205819899,0.1529349092483928,-1,0.3058698184967856
LOC158376,-+--,0.162752996,0.6838221845820676,0.15299239599761122,-1,0.30598479199522244
CLIC4,+++-,0.152650094,0.15299825917898094,0.8509446086292203,1,0.3059965183579619
TCF20,--+-,0.112215169,0.8307547631137077,0.15300062766727376,-1,0.30600125533454753
KCNC1,----,0.319986423,0.9673492521613585,0.1530946561678497,-1,0.3061893123356994
PPT1,-+++,0.108412266,0.15310186516888916,0.651688046614127,1,0.3062037303377783
NGRN,-+++,0.169267416,0.1531143987762908,0.9170131448035278,1,0.3062287975525816
C20orf177,+--+,0.038156742,0.6965098248782811,0.1531286122952969,-1,0.3062572245905938
FAM107B,++--,0.015346161,0.1891874280473815,0.15314953020682834,-1,0.3062990604136567
TTC28,-+++,0.037410019,0.15336588295839562,0.5945584966827179,1,0.30673176591679124
TUBA4A,+--+,0.022027903,0.15344034114390714,0.5064099372758062,1,0.3068806822878143
HDAC5,----,0.255367697,0.9691551038667523,0.15345203265342783,-1,0.30690406530685566
ARFIP2,----,0.289457491,0.967874984636746,0.15346465309639393,-1,0.30692930619278785
RIC8B,--++,0.035787079,0.6359100986606078,0.15346878145422826,-1,0.30693756290845653
C14orf135,+-+-,0.069576779,0.16834616004664735,0.15348961714557532,-1,0.30697923429115065
AKR1A1,+-++,0.015774157,0.5105726489007175,0.15351077835838123,-1,0.30702155671676246
FOXJ2,+---,0.216610581,0.9440885976913215,0.15352661107106072,-1,0.30705322214212144
ZNF510,+---,0.183302715,0.9375950876321885,0.15377847469347367,-1,0.30755694938694733
PPL,+---,0.072091854,0.7500253879163339,0.15381746671346522,-1,0.30763493342693043
GNG2,+---,0.189743446,0.684565426833198,0.15381845073428654,-1,0.3076369014685731
TRAFD1,+---,0.236185019,0.9539625227452975,0.15383061410153964,-1,0.3076612282030793
ITFG1,---+,0.068153933,0.4111522804328032,0.15386298764911002,-1,0.30772597529822004
MSRB3,-+-+,0.082623876,0.4835333701923558,0.1539483855718073,-1,0.3078967711436146
MARCH8,+-++,0.124656086,0.15395573266391233,0.597006037349414,1,0.30791146532782465
COL8A2,+-++,0.055311985,0.15396356988514898,0.5806094901369396,1,0.30792713977029795
C17orf62,+-++,0.19808427,0.15405085730578383,0.8890138088153059,1,0.30810171461156766
ILVBL,+-++,0.223113951,0.15408492285464445,0.9330832149736001,1,0.3081698457092889
IRF2BP2,++--,0.022362172,0.18994452360601818,0.15433754125965654,-1,0.3086750825193131
CGGBP1,-+-+,0.022636423,0.1543409924265109,0.2844560242588328,1,0.3086819848530218
GALNTL4,---+,0.079181086,0.6295963107874375,0.15436392419705922,-1,0.30872784839411843
TCF3,+-+-,0.095309551,0.3020118034737162,0.1543684235740754,-1,0.3087368471481508
POLR2A,-+--,0.226858427,0.8509807150815631,0.15445970312179166,-1,0.30891940624358333
DHX15,---+,0.009236517,0.15519535816333746,0.1544805450320482,-1,0.3089610900640964
NPC2,+++-,0.178323596,0.15449600261271795,0.8420048599332989,1,0.3089920052254359
WDR31,---+,0.160160393,0.6113575280478548,0.15452672502346074,-1,0.3090534500469215
SLC17A6,+-+-,0.066106367,0.15467986404494036,0.8235668148571933,1,0.3093597280898807
GNAS,--++,0.034404026,0.2953481159823473,0.1547205105209027,-1,0.3094410210418054
FGD3,+-+-,0.058736985,0.1547216424157446,0.2961845840726861,1,0.3094432848314892
RIT2,--++,0.042199438,0.6605611669490431,0.15475396496685814,-1,0.3095079299337163
ZDHHC24,--+-,0.143939888,0.6915421135558868,0.15477420475095288,-1,0.30954840950190576
SPG20,+-++,0.016863577,0.28741169952090473,0.15477949469310046,-1,0.3095589893862009
C12orf47,+-++,0.173288858,0.1548021802122891,0.8654250398863386,1,0.3096043604245782
CRYGD,--+-,0.090281273,0.522387860601361,0.15482497220370817,-1,0.30964994440741633
TMUB2,+---,0.033231742,0.6581982028935163,0.15484394806060697,-1,0.30968789612121395
PRCP,-+-+,0.030039794,0.15485244619129743,0.2279700642576056,1,0.30970489238259485
CELSR2,+---,0.252659738,0.9588045106404144,0.15491454937850258,-1,0.30982909875700515
TRMT6,+---,0.173662547,0.9337561803055,0.15493632411009653,-1,0.30987264822019306
CDK5RAP3,+-+-,0.122742603,0.15494240673507398,0.5522465459126955,1,0.30988481347014796
CTSA,----,0.22483839,0.9643242063424536,0.15495159658492372,-1,0.30990319316984744
APP,-+-+,0.08305618,0.15495658550035737,0.7974030560575422,1,0.30991317100071475
XPNPEP1,--++,0.106314794,0.1551547761804094,0.7570471616627149,1,0.3103095523608188
SULT4A1,----,0.265844101,0.9674130535134511,0.1551669022771392,-1,0.3103338045542784
EVI5L,+---,0.175451966,0.9192890931648663,0.15521475212310534,-1,0.3104295042462107
CCDC126,---+,0.010381742,0.15525630506553623,0.20781964203737696,1,0.31051261013107245
PCDHB14,+--+,0.02776676,0.6849342118371924,0.15530744897460647,-1,0.31061489794921293
CYP51A1,++++,0.264520787,0.15535268150392648,0.9617420456753812,1,0.31070536300785295
TUBB2C,+---,0.111602622,0.8705242940366891,0.1553737017142646,-1,0.3107474034285292
FBXO22,--++,0.100490918,0.15556257170118595,0.5850152480463645,1,0.3111251434023719
NR2C2AP,+-+-,0.055335955,0.8481952963439212,0.15564264107338066,-1,0.3112852821467613
CDKL3,+-++,0.18494794,0.15567105187411046,0.8980855341338646,1,0.3113421037482209
TMEM41A,+++-,0.200804307,0.15576268485604733,0.8595579425787204,1,0.31152536971209466
ZNF500,--+-,0.152803839,0.884187057389921,0.1558009457175362,-1,0.3116018914350724
ZNF175,+---,0.151571442,0.9028325798014133,0.15583186124594878,-1,0.31166372249189755
RAMP2,++--,0.053219757,0.7647647744605272,0.15583316325974136,-1,0.31166632651948273
SSH1,+--+,0.062051592,0.15597729586949566,0.39641992409872556,1,0.3119545917389913
NDUFC1,---+,0.084366199,0.7446037867673303,0.15609671968672306,-1,0.3121934393734461
PPM1J,++-+,0.119335112,0.1561083784634605,0.9305152889481407,1,0.312216756926921
CBFB,+++-,0.231276592,0.1561558489133976,0.8791364918429302,1,0.3123116978267952
NPY,---+,0.112339607,0.8522287653276036,0.1562782831380714,-1,0.3125565662761428
GALM,+-++,0.059541386,0.15628275760495014,0.5232684215799956,1,0.3125655152099003
ZNF562,+-++,0.120466105,0.15630568490010638,0.722887073038013,1,0.31261136980021276
APOA1BP,+-++,0.057135112,0.15652533311791758,0.6716890910286707,1,0.31305066623583516
SEH1L,++-+,0.170274064,0.15656615613003264,0.8584472724207355,1,0.31313231226006527
CDC40,-+-+,0.04031779,0.15666345970759676,0.5125671792198945,1,0.31332691941519353
TRAF6,++--,0.082761891,0.15667572536107538,0.8660023786607022,1,0.31335145072215076
COX7B,--++,0.060438015,0.7521855477814345,0.1567113248271414,-1,0.3134226496542828
C13orf23,-+--,0.043604963,0.7411947372508444,0.15684413955825086,-1,0.3136882791165017
COG2,+---,0.146071629,0.6276798420597381,0.15685460340145846,-1,0.3137092068029169
RNF138,++++,0.248094195,0.15690206190795133,0.9623293947053451,1,0.31380412381590267
GRAMD1C,-++-,0.093090356,0.15690665508907872,0.6176706389331805,1,0.31381331017815745
ATP2A2,-++-,0.053726873,0.4930720262265768,0.15695021520764865,-1,0.3139004304152973
TULP4,++-+,0.15251264,0.15701164856025132,0.638725758541584,1,0.31402329712050264
C3orf26,--++,0.086811798,0.47532779947163917,0.1570241909912268,-1,0.3140483819824536
ATF6,-+--,0.035675843,0.33356547691140476,0.15703897828794472,-1,0.31407795657588944
MID2,++-+,0.183260112,0.15715366975526956,0.7257618125696215,1,0.31430733951053913
ATG5,--++,0.027684551,0.15717763842168223,0.6344831298226103,1,0.31435527684336445
TMED2,++-+,0.173251124,0.15721187052647106,0.904290783486881,1,0.31442374105294213
C12orf29,-+-+,0.030762266,0.15727679803797953,0.27705320110728726,1,0.31455359607595906
LOXL3,+-++,0.041293165,0.15732719559761266,0.7541430265274928,1,0.3146543911952253
KIAA0746,++-+,0.129374157,0.15733888727543227,0.6314188260000161,1,0.31467777455086454
ADNP2,+--+,0.036882022,0.6218607480499347,0.1573737630190225,-1,0.314747526038045
PDRG1,----,0.104773221,0.9378122032647949,0.15745427462489506,-1,0.3149085492497901
ABL2,+-+-,0.070984363,0.15746068645431469,0.25136308000104035,1,0.31492137290862937
RNF122,++--,0.026422285,0.15760152483322395,0.188900651438106,1,0.3152030496664479
SLC43A2,+---,0.058731742,0.8080570854275843,0.15760894589436966,-1,0.3152178917887393
ITSN1,-++-,0.042842978,0.15761394880252536,0.7706475759018727,1,0.3152278976050507
YEATS2,+++-,0.211793258,0.15765451408186645,0.8956143064265262,1,0.3153090281637329
IMP4,----,0.130225094,0.9306290373769236,0.15768513559806838,-1,0.31537027119613675
GRWD1,+-+-,0.065085112,0.3995478839495997,0.15772383342703755,-1,0.3154476668540751
C3orf38,-+-+,0.095547753,0.15780950131804133,0.7828897260657266,1,0.31561900263608267
THUMPD3,+--+,0.12188427,0.15784858193419038,0.5089228699351187,1,0.31569716386838076
CPSF1,---+,0.198711985,0.8962584625499428,0.15794020756625438,-1,0.31588041513250875
MOXD1,--++,0.033805993,0.15796198524687363,0.30393669597701267,1,0.31592397049374726
OGT,+++-,0.158660674,0.15796627102527402,0.679215367560073,1,0.31593254205054805
ACVR2B,+-++,0.13257088,0.1579666725043806,0.910268899652543,1,0.3159333450087612
ARHGAP30,---+,0.168255993,0.7761561090381663,0.15799290253166362,-1,0.31598580506332724
BTBD7,-++-,0.053632491,0.4648295641561231,0.15800012168602925,-1,0.3160002433720585
IFRD2,--+-,0.071710581,0.7679556802289607,0.15802082838846587,-1,0.31604165677693175
ERP29,--++,0.081609644,0.8257465171107172,0.1580859135104115,-1,0.316171827020823
MYOD1,+---,0.101624719,0.9268659594987471,0.158102809796059,-1,0.316205619592118
CD70,+-+-,0.045483427,0.1581523377533336,0.6387601534264998,1,0.3163046755066672
ZNF473,+---,0.197314888,0.8678125872254956,0.15817858958634942,-1,0.31635717917269884
DICER1,+--+,0.09964073,0.5441766896407385,0.1581792031281404,-1,0.3163584062562808
PPP2R5A,--+-,0.305892884,0.9345225414372306,0.1581896207579075,-1,0.316379241515815
PLA2G12A,-+-+,0.104230337,0.32709694798017325,0.158230181437243,-1,0.316460362874486
C14orf104,---+,0.078487828,0.6346748147359271,0.15824454327308418,-1,0.31648908654616836
MBNL1,+++-,0.169862921,0.15833437233958797,0.6877750169159601,1,0.31666874467917594
NRM,-++-,0.073604307,0.8499473667062032,0.1584787702618728,-1,0.3169575405237456
RPL14,-+--,0.126889607,0.8666520774022731,0.15853030055041956,-1,0.3170606011008391
DNAL1,-+-+,0.024732303,0.39824237355497927,0.15869963529166534,-1,0.3173992705833307
C6orf153,---+,0.200715449,0.9292032783955706,0.15876376549634588,-1,0.31752753099269176
ELK3,-+++,0.145741199,0.15882352360429577,0.9420323395904862,1,0.31764704720859155
PIP4K2B,--+-,0.135110487,0.605889517007871,0.15889331792613304,-1,0.3177866358522661
RASL10A,--++,0.034412453,0.7846399680477155,0.15889375081285612,-1,0.31778750162571223
GDF10,+---,0.08311339,0.5605477528007486,0.1589312029711506,-1,0.3178624059423012
TTYH1,-++-,0.128578652,0.15896068899001636,0.8912906248676217,1,0.3179213779800327
IMPAD1,-+--,0.183117603,0.7471734511845314,0.15897894128459913,-1,0.31795788256919827
CCDC92,--+-,0.092741292,0.9192933603987541,0.15901607561899317,-1,0.31803215123798634
DPYSL4,--+-,0.224953558,0.7203916415763016,0.15911817456755215,-1,0.3182363491351043
WDR36,-+-+,0.035414607,0.1592234409549355,0.6297888441416297,1,0.318446881909871
MGC57346,-+++,0.096189888,0.15928197281043718,0.7736778989531037,1,0.31856394562087437
BPTF,-++-,0.039361798,0.15931764108324464,0.26136570390999975,1,0.3186352821664893
GALNTL1,--++,0.114673596,0.7629536111401028,0.15941582959206027,-1,0.31883165918412054
OR2L13,--+-,0.197559457,0.9285140337068494,0.15941790176770226,-1,0.3188358035354045
ZNF282,+---,0.142143258,0.7831836575820882,0.15946012204121587,-1,0.31892024408243175
HAGHL,--+-,0.050487079,0.4057835805291346,0.15952797176883998,-1,0.31905594353767996
MRPL43,+-++,0.162906086,0.1595393611751443,0.6881435476226571,1,0.3190787223502886
SMS,++-+,0.124380056,0.15959527247679625,0.9025084818809364,1,0.3191905449535925
MPDZ,-+++,0.172808146,0.15959539602867406,0.8826717461406873,1,0.3191907920573481
EIF4EBP2,-++-,0.022082772,0.15968472719683066,0.43647259614627126,1,0.3193694543936613
CCDC86,----,0.254025562,0.9721898923643967,0.1597668793864842,-1,0.3195337587729684
ALDH9A1,-+++,0.144906367,0.15981948214444733,0.8795672656373559,1,0.31963896428889466
