gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SPRY2,8.2557e-7,sprouty RTK signaling antagonist 2,--,----,++,0.8677358689715955,0.009032660783565634,-,0.0181,0.012800616,4.86,1,-0.0344,0.575
DENND1A,1.5351e-14,DENN domain containing 1A,-+,--++,--,0.6903078064644228,0.009250115376544028,-,0.0185,0.007451938,4.98,1,-0.0344,0.575
TMEM106B,1.2176e-12,transmembrane protein 106B,++,++--,-+,0.13600030999005805,0.009633050087301883,-,0.0193,2.16239e-4,5.18,1,-0.0344,0.575
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.011792870383988371,0.9570215885542704,+,0.0236,0.01036763,6.34,1,-0.0344,0.575
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",--,++++,++,0.01503186741451457,0.8883731935094654,+,0.0301,0.014556544,8.09,1,-0.0344,0.575
TRAF3,3.1737e-7,TNF receptor associated factor 3,-+,--+-,+-,0.850976041069851,0.015568856123392528,-,0.0311,0.011555865,8.38,1,-0.0344,0.575
SAMD5,1.2098e-8,sterile alpha motif domain containing 5,--,----,--,0.9956230998117535,0.015870168361261122,-,0.0317,0.00918046,8.54,1,-0.0344,0.575
ARHGEF25,1.902e-6,Rho guanine nucleotide exchange factor 25,-+,--++,NA,0.01702378173546197,0.6914680139456623,+,0.034,0.00242952,9.16,1,-0.0344,0.575
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,+-,++++,+-,0.017804910718150515,0.7632774735395935,+,0.0356,0.004673783,9.58,1,-0.0344,0.575
SEMA6D,4.0971e-9,semaphorin 6D,+-,+---,+-,0.282360189588278,0.018452345398587578,-,0.0369,0.00427009,9.93,1,-0.0344,0.575
HS6ST3,1.6614e-8,heparan sulfate 6-O-sulfotransferase 3,++,-++-,--,0.32422837158785656,0.019591890846058762,-,0.0392,4.72472e-4,10.5,1,-0.0344,0.575
MANEA,1.8836e-6,mannosidase endo-alpha,++,++--,-+,0.02051653327771757,0.035242022522339406,+,0.041,7.71466e-4,11,1,-0.0344,0.575
C1QTNF7,2.6076e-6,C1q and TNF related 7,--,--+-,Filtered_Out,0.9469217698090434,0.02301606163226296,-,0.046,0.035265047,12.4,1,-0.0344,0.575
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,++,----,-+,0.7775784481735601,0.023839616373984247,-,0.0477,0.05572147,12.8,1,-0.0344,0.575
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++-+,-+,0.19019503020542683,0.0256561472924202,-,0.0513,0.026045818596663467,13.8,1,-0.0344,0.575
SCYL1,6.1112e-8,SCY1 like pseudokinase 1,+-,++++,--,0.025788913756572544,0.6017484523768482,+,0.0516,0.001734011,13.9,1,-0.0344,0.575
ZNF322,3.7203e-7,zinc finger protein 322,++,++++,++,0.025993470595624867,0.9951943493949168,+,0.052,0.051821349,14,1,-0.0344,0.575
HLA-DQB1,2.3306e-7,"major histocompatibility complex, class II, DQ beta 1",--,+---,NA,0.9865840144356733,0.0262430685467006,-,0.0525,0.06263463126664132,14.1,1,-0.0344,0.575
BAD,1.3523e-6,BCL2 associated agonist of cell death,--,++++,--,0.02687238204713685,0.181212136732988,+,0.0537,0.001132037,14.5,1,-0.0344,0.575
USP3,2.4852e-6,ubiquitin specific peptidase 3,+-,+---,-+,0.4626417504624982,0.027672774769987384,-,0.0553,0.012310163,14.9,1,-0.0344,0.575
BAG5,9.1836e-7,BAG cochaperone 5,+-,++--,--,0.9755483893289489,0.030679686774359744,-,0.0614,0.018796161,16.5,1,-0.0344,0.575
HIST1H1B,9.9717e-14,NA,+-,NA,Filtered_Out,0.9692760398083585,0.030723960191641534,-,0.0614,0.06144792038328307,16.5,1,-0.0344,0.575
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,--,+---,-+,0.9828938395589228,0.0310824304301343,-,0.0622,0.008905346,16.7,1,-0.0344,0.575
SOX5,3.7918e-9,SRY-box transcription factor 5,++,----,Filtered_Out,0.86912961565127,0.03158398941024512,-,0.0632,0.040092956,17,1,-0.0344,0.575
PAX6,1.6677e-9,paired box 6,++,+---,--,0.9264872307184969,0.03191743526566872,-,0.0638,0.052480524,17.2,1,-0.0344,0.575
LST1,5.4242e-9,leukocyte specific transcript 1,--,++++,--,0.03638300237980866,0.18964092842046862,+,0.0728,0.012599797,19.6,1,-0.0344,0.575
IGSF6,1.5616e-9,immunoglobulin superfamily member 6,-+,++++,Filtered_Out,0.03748503030261309,0.9531321708149159,+,0.075,0.044139254,20.2,1,-0.0344,0.575
TMEM42,4.8697e-7,transmembrane protein 42,--,++++,NA,0.03812199840576648,0.8958376963312538,+,0.0762,0.025265131,20.5,1,-0.0344,0.575
ZNF165,1.9547e-12,zinc finger protein 165,-+,+-++,Filtered_Out,0.03946970800295338,0.9067917342607423,+,0.0789,0.058737725,21.2,1,-0.0344,0.575
RANGAP1,3.067e-8,Ran GTPase activating protein 1,--,++++,+-,0.03966375706820291,0.7179091673071526,+,0.0793,0.026652004,21.3,1,-0.0344,0.575
MYRF,1.6847e-8,myelin regulatory factor,+-,++-+,-+,0.04008377600824042,0.06052633379618883,+,0.0802,0.006945037,21.6,1,-0.0344,0.575
PLA2R1,3.9805e-7,phospholipase A2 receptor 1,-+,+-+-,Filtered_Out,0.8663008848410594,0.04031767963657016,-,0.0806,0.001639741,21.7,1,-0.0344,0.575
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,++,NA,Filtered_Out,0.04151480470214189,0.9584851952978581,+,0.083,0.08302960940428378,22.3,1,-0.0344,0.575
ZMAT2,2.4426e-6,zinc finger matrin-type 2,--,++++,--,0.0425446388311206,0.5502417070644418,+,0.0851,0.024694837,22.9,1,-0.0344,0.575
ZNF184,3.3378e-8,zinc finger protein 184,+-,--+-,+-,0.7921994708635652,0.045100319281667106,-,0.0902,0.016954203,24.3,1,-0.0344,0.575
HIST1H3I,6.378e-10,NA,++,NA,Filtered_Out,0.04609924190470913,0.9539007580952908,+,0.0922,0.09219848380941827,24.8,1,-0.0344,0.575
MARK3,2.6768e-7,microtubule affinity regulating kinase 3,+-,+---,++,0.6392053932088958,0.04985987680148447,-,0.0997,0.050827598,26.8,1,-0.0344,0.575
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.05146402609438722,0.9139353209058652,+,0.103,0.138466948,27.7,1,-0.0344,0.575
C7orf72,8.2601e-7,NA,NA,NA,NA,0.9481396549203759,0.051860345079624115,-,0.104,0.10372069015924823,27.9,1,-0.0344,0.575
KMT2A,1.2822e-7,lysine methyltransferase 2A,++,----,+-,0.05528741731844503,0.5461618500386439,+,0.111,0.002699813,29.7,1,-0.0344,0.575
CAMKK2,1.8833e-6,calcium/calmodulin dependent protein kinase kinase 2,+-,-+++,+-,0.05649570506857358,0.42827525104516206,+,0.113,0.013698221,30.4,1,-0.0344,0.575
EPHB2,1.0438e-6,EPH receptor B2,--,-++-,+-,0.9870457794903447,0.058439642464453066,-,0.117,0.039052528,31.4,1,-0.0344,0.575
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.05980166536589516,0.6993517943197742,+,0.12,0.005129735,32.2,1,-0.0344,0.575
TCF4,4.5521e-16,transcription factor 4,++,--+-,++,0.07781150040127056,0.060736496723550075,-,0.121,0.002236053,32.7,1,-0.0344,0.575
BEND4,1.2982e-7,BEN domain containing 4,++,-+--,NA,0.7266042666360355,0.06129290610935747,-,0.123,0.003839183,33,1,-0.0344,0.575
SOX6,4.167e-7,SRY-box transcription factor 6,++,+---,Filtered_Out,0.6817610805268511,0.06130205287118417,-,0.123,0.068401631,33,1,-0.0344,0.575
FNIP2,7.2185e-7,folliculin interacting protein 2,++,-++-,NA,0.06424562872462095,0.9307410792676699,+,0.128,0.076117337,34.6,1,-0.0344,0.575
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,++,--+-,+-,0.20750148153768255,0.0649263217651896,-,0.13,0.002256491,34.9,1,-0.0344,0.575
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,-+++,+-,0.06648976263142295,0.5464119704945485,+,0.133,0.04557397,35.8,1,-0.0344,0.575
ACTL8,6.0564e-7,actin like 8,--,NA,Filtered_Out,0.9334720453419412,0.06652795465805884,-,0.133,0.1330559093161177,35.8,1,-0.0344,0.575
EXT1,1.2011e-6,exostosin glycosyltransferase 1,++,--+-,++,0.06763311779733529,0.08668058678924684,+,0.135,0.012901779,36.4,1,-0.0344,0.575
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,++,+---,Filtered_Out,0.7769176043523186,0.06928873108519856,-,0.139,0.037615917,37.3,1,-0.0344,0.575
HIST1H2BL,3.5412e-12,NA,++,+++-,NA,0.07061034927825323,0.8462202676543942,+,0.141,0.05860949,38,1,-0.0344,0.575
NOX4,1.1568e-6,NADPH oxidase 4,+-,+++-,Filtered_Out,0.0707953118410355,0.5634606359740915,+,0.142,0.036399682,38.1,1,-0.0344,0.575
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,++,+-++,Filtered_Out,0.0713670876985601,0.9548853910863286,+,0.143,0.077200373,38.4,1,-0.0344,0.575
YLPM1,3.52e-10,YLP motif containing 1,+-,---+,NA,0.9868503122238684,0.07243949584543341,-,0.145,0.130352745,39,1,-0.0344,0.575
TAOK3,1.4896e-8,TAO kinase 3,--,----,-+,0.9024913168759703,0.07627723030557344,-,0.153,0.027363222,41,1,-0.0344,0.575
NRD1,2.6643e-8,NA,NA,NA,NA,0.9712857391174181,0.07635478322870116,-,0.153,0.208049813,41.1,1,-0.0344,0.575
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,--,+-++,--,0.3851354674298903,0.08000475036096258,-,0.16,0.083292603,43,1,-0.0344,0.575
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,++,++-+,NA,0.08046437482434658,0.9569186076780111,+,0.161,0.101384327,43.3,1,-0.0344,0.575
FAM120A,3.6663e-8,family with sequence similarity 120A,-+,--+-,+-,0.6102271996962635,0.0824011898700346,-,0.165,0.037996298,44.3,1,-0.0344,0.575
NICN1,5.9884e-7,nicolin 1,--,--++,--,0.8134364273820741,0.08545374807471783,-,0.171,0.06256078913085429,46,1,-0.0344,0.575
DENND1B,1.4541e-8,DENN domain containing 1B,++,+---,+-,0.7848836629575364,0.0861898393015371,-,0.172,0.097467592,46.4,1,-0.0344,0.575
CCS,2.3011e-6,copper chaperone for superoxide dismutase,--,+-++,++,0.08627390527058497,0.6138283964765553,+,0.173,0.070191266,46.4,1,-0.0344,0.575
ANKS1B,1.5029e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,----,-+,0.0907476765300398,0.3001929059399945,+,0.181,0.03551685141941831,48.8,1,-0.0344,0.575
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,+---,--,0.9809385552674471,0.09160759467957343,-,0.183,0.074291107,49.3,1,-0.0344,0.575
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,++,+---,+-,0.09224360881111283,0.10563095147482103,+,0.184,0.007798596,49.6,1,-0.0344,0.575
KYNU,2.379e-6,kynureninase,-+,++++,Filtered_Out,0.0929018859004212,0.8780817800830116,+,0.186,0.067972359,50,1,-0.0344,0.575
TYR,6.9688e-9,tyrosinase,-+,NA,Filtered_Out,0.09311391517678157,0.9068860848232184,+,0.186,0.18622783035356313,50.1,1,-0.0344,0.575
ACVR1B,5.281e-7,activin A receptor type 1B,++,-+++,++,0.09534672153529797,0.9933012024585023,+,0.191,0.139133489,51.3,1,-0.0344,0.575
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,+-,++-+,NA,0.09573099708279584,0.8093734193020493,+,0.191,0.035077353,51.5,1,-0.0344,0.575
SLC30A9,2.6189e-7,solute carrier family 30 member 9,++,+++-,+-,0.09720820022608452,0.9218678322469434,+,0.194,0.090189898,52.3,1,-0.0344,0.575
TMEM67,3.3829e-7,transmembrane protein 67,-+,+---,Filtered_Out,0.5745921474177338,0.09899146334241349,-,0.198,0.075254204,53.3,1,-0.0344,0.575
MARCH10,2.7587e-7,NA,+-,++-+,NA,0.651991274255115,0.09944981181776694,-,0.199,0.05027855622847544,53.5,1,-0.0344,0.575
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8537514517070498,0.10147768967169792,-,0.203,0.017922949,54.6,1,-0.0344,0.575
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,++,+---,-+,0.38256731074874445,0.10160050658450921,-,0.203,0.043448221,54.7,1,-0.0344,0.575
PCDHA7,2.2519e-6,protocadherin alpha 7,++,--+-,NA,0.10259245617125058,0.7113925281040547,+,0.205,0.053543035311651846,55.2,1,-0.0344,0.575
POGZ,3.1579e-7,pogo transposable element derived with ZNF domain,++,+---,-+,0.8192671788191077,0.10291174888923844,-,0.206,0.045154207,55.4,1,-0.0344,0.575
SF3B1,1.7831e-8,splicing factor 3b subunit 1,++,+---,++,0.10538502985918588,0.6090756143100499,+,0.211,0.034139419,56.7,1,-0.0344,0.575
ATP1A3,2.027e-6,ATPase Na+/K+ transporting subunit alpha 3,-+,-+++,++,0.10558697895606567,0.8481908561260154,+,0.211,0.054018165,56.8,1,-0.0344,0.575
RHOA,7.1031e-7,ras homolog family member A,+-,++-+,++,0.10900652445973157,0.9411189966394015,+,0.218,0.027552715,58.6,1,-0.0344,0.575
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,++,NA,Filtered_Out,0.10924114091868715,0.8907588590813129,+,0.218,0.2184822818373743,58.8,1,-0.0344,0.575
ZNF536,1.6243e-6,zinc finger protein 536,--,++-+,-+,0.5974600815718035,0.10947801346241098,-,0.219,0.033369476,58.9,1,-0.0344,0.575
IQCJ-SCHIP1,1.3667e-7,IQCJ-SCHIP1 readthrough,-+,--+-,NA,0.6617791880549397,0.11038619112865698,-,0.221,0.058049956,59.4,1,-0.0344,0.575
FCF1,4.3278e-8,FCF1 rRNA-processing protein,--,++++,Filtered_Out,0.11587621405148597,0.866671509439656,+,0.232,0.050312127,62.3,1,-0.0344,0.575
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,----,-+,0.4223214628460244,0.11717980304148175,-,0.234,0.016135211,63,1,-0.0344,0.575
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,-++-,+-,0.11795728124379165,0.7815170015931079,+,0.236,0.082265069,63.5,1,-0.0344,0.575
TCAIM,1.3974e-7,"T cell activation inhibitor, mitochondrial",++,+---,--,0.7275221381596819,0.11825189784142773,-,0.237,0.059828325,63.6,1,-0.0344,0.575
PRR34,5.588e-8,PRR34 long non-coding RNA,--,++++,Filtered_Out,0.2770833334921432,0.12051088342461759,-,0.241,0.031395216,64.8,1,-0.0344,0.575
CDH22,1.8821e-7,cadherin 22,--,--++,+-,0.2965458495659856,0.12154588112074215,-,0.243,0.012128409,65.4,1,-0.0344,0.575
ZNF501,5.3546e-7,zinc finger protein 501,+-,+---,Filtered_Out,0.8638460001950508,0.12645581425266098,-,0.253,0.064347101,68,1,-0.0344,0.575
ERBB4,1.2937e-13,erb-b2 receptor tyrosine kinase 4,++,----,++,0.13079715582624568,0.5196764592786679,+,0.262,0.04356264,70.4,1,-0.0344,0.575
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.7827273745228921,0.13326744224699005,-,0.267,0.039374167,71.7,1,-0.0344,0.575
RAB27B,1.3862e-9,"RAB27B, member RAS oncogene family",++,-++-,Filtered_Out,0.1332857154239386,0.9561060423035328,+,0.267,0.146900342,71.7,1,-0.0344,0.575
ZNF35,4.6635e-7,zinc finger protein 35,+-,+---,--,0.937831916501587,0.13423441154834978,-,0.268,0.170828674,72.2,1,-0.0344,0.575
TRMT10C,1.0772e-7,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",--,+++-,+-,0.1358090556105037,0.8312021096304568,+,0.272,0.017959925,73.1,1,-0.0344,0.575
BAZ2B,1.3215e-7,bromodomain adjacent to zinc finger domain 2B,--,+---,-+,0.9462264613918197,0.14196296665974578,-,0.284,0.09888873,76.4,1,-0.0344,0.575
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.1442328730306678,0.23555064393252906,+,0.288,0.00745309,77.6,1,-0.0344,0.575
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,++,----,--,0.8148244167562655,0.14424863518702014,-,0.288,0.037415407,77.6,1,-0.0344,0.575
OLFM4,1.6990999999999999e-12,olfactomedin 4,++,-++-,Filtered_Out,0.14618833300256934,0.914120905835726,+,0.292,0.055471378,78.6,1,-0.0344,0.575
LRFN5,2.0372e-12,leucine rich repeat and fibronectin type III domain containing 5,++,----,++,0.2903257118476156,0.147513002514735,-,0.295,0.070474956,79.4,1,-0.0344,0.575
PHF2,2.3153e-6,PHD finger protein 2,+-,+-++,+-,0.15099943026790383,0.620071039580874,+,0.302,0.043558052,81.2,1,-0.0344,0.575
BTN3A2,3.9579e-13,butyrophilin subfamily 3 member A2,--,+--+,--,0.9482130899713382,0.15234746337090463,-,0.305,0.20871422,82,1,-0.0344,0.575
ZKSCAN3,1.1575e-8,zinc finger with KRAB and SCAN domains 3,++,+-++,Filtered_Out,0.1613121954358118,0.9247483168982815,+,0.323,0.064166739,86.8,1,-0.0344,0.575
TAL1,5.7321e-7,"TAL bHLH transcription factor 1, erythroid differentiation factor",-+,++++,Filtered_Out,0.16602861811598565,0.8016287946598959,+,0.332,0.089993282,89.3,1,-0.0344,0.575
ZNF445,3.5346e-10,zinc finger protein 445,+-,+---,++,0.5733669818364061,0.17380587520431492,-,0.348,0.031563494,93.5,1,-0.0344,0.575
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,--,0.3142240448195307,0.17817104275124585,-,0.356,0.079773764,95.9,1,-0.0344,0.575
RTN1,1.7109e-8,reticulon 1,++,-+++,--,0.17934414041267244,0.4716596536114662,+,0.359,0.070051685,96.5,1,-0.0344,0.575
CELF2,7.5152e-8,CUGBP Elav-like family member 2,++,----,+-,0.3506564387505117,0.18139806669215008,-,0.363,0.079597342,97.6,1,-0.0344,0.575
PCDHA2,4.5699e-8,protocadherin alpha 2,++,+--+,Filtered_Out,0.18256546146179886,0.5004486420222929,+,0.365,0.056372446,98.2,1,-0.0344,0.575
ZSCAN31,1.8159e-10,zinc finger and SCAN domain containing 31,+-,--+-,++,0.18267064285273382,0.5896241116411036,+,0.365,0.077669288,98.3,1,-0.0344,0.575
SORBS3,4.4593e-8,sorbin and SH3 domain containing 3,--,--++,+-,0.1847400403911313,0.3496724837931594,+,0.369,0.018096816,99.4,1,-0.0344,0.575
PCDHA3,1.056e-7,protocadherin alpha 3,++,+++-,Filtered_Out,0.1852718878218977,0.7502345622501342,+,0.371,0.160689465,99.7,1,-0.0344,0.575
GRIK5,2.0552e-7,glutamate ionotropic receptor kainate type subunit 5,-+,--++,++,0.1855261232446635,0.4921842775304051,+,0.371,0.076827027,99.8,1,-0.0344,0.575
MAP9,7.1456e-7,microtubule associated protein 9,++,-+--,-+,0.39620312489827747,0.18891393753123353,-,0.378,0.010768352,102,1,-0.0344,0.575
CRB1,2.4995e-7,crumbs cell polarity complex component 1,++,+---,++,0.19395605215695066,0.6454978714642001,+,0.388,0.14114897,104,1,-0.0344,0.575
KIAA1143,4.9967e-7,KIAA1143,+-,+++-,-+,0.19491567205469937,0.22368449499370346,+,0.39,0.025684644,105,1,-0.0344,0.575
ZDHHC5,3.4657e-8,zinc finger DHHC-type palmitoyltransferase 5,+-,--+-,+-,0.9311530272361452,0.1979759436184278,-,0.396,0.3204438563458011,107,1,-0.0344,0.575
CDK14,2.9335e-7,cyclin dependent kinase 14,++,-+++,+-,0.19929822733293692,0.8398523895313263,+,0.399,0.169556681,107,1,-0.0344,0.575
PROX2,7.5512e-10,prospero homeobox 2,-+,Missing_P_Values,NA,0.2000483808313276,0.7999516191686724,+,0.4,0.4000967616626552,108,1,-0.0344,0.575
HIST1H4L,6.1718e-11,NA,--,NA,Filtered_Out,0.7998988883354186,0.2001011116645814,-,0.4,0.4002022233291628,108,1,-0.0344,0.575
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),+-,++--,--,0.36175192975932424,0.20273123712683286,-,0.405,0.019769308,109,1,-0.0344,0.575
FH,1.4717e-6,fumarate hydratase,+-,+++-,-+,0.20297898661300529,0.8552489878979621,+,0.406,0.101872141,109,1,-0.0344,0.575
TENM2,2.767e-14,teneurin transmembrane protein 2,++,--+-,+-,0.8641697904752104,0.20719260135865067,-,0.414,0.102256648,111,1,-0.0344,0.575
MOB4,6.0861e-7,"MOB family member 4, phocein",++,++--,NA,0.21191403159906733,0.9083348223322527,+,0.424,0.160268535,114,1,-0.0344,0.575
CTNNA3,1.6889e-10,catenin alpha 3,--,++-+,Filtered_Out,0.33685212027174993,0.2121921023899018,-,0.424,0.064947203,114,1,-0.0344,0.575
RFWD2,7.0007e-9,NA,NA,NA,NA,0.2130284617001625,0.8950999692242019,+,0.426,0.259254213,115,1,-0.0344,0.575
DCC,2.5652e-14,DCC netrin 1 receptor,++,----,Filtered_Out,0.5606155425918793,0.2140041158517827,-,0.428,0.088550193,115,1,-0.0344,0.575
ANKK1,5.1735e-9,ankyrin repeat and kinase domain containing 1,--,Missing_P_Values,Filtered_Out,0.7830777252692818,0.21692227473071823,-,0.434,0.43384454946143647,117,1,-0.0344,0.575
PSORS1C2,2.9773e-7,psoriasis susceptibility 1 candidate 2,--,NA,Filtered_Out,0.7813511748735884,0.21864882512641154,-,0.437,0.4372976502528231,118,1,-0.0344,0.575
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,+-+-,+-,0.21875460977345107,0.7247896733633554,+,0.438,0.052556152,118,1,-0.0344,0.575
PLCG1,2.9372e-7,phospholipase C gamma 1,--,--++,-+,0.9107246108092657,0.22157977775642712,-,0.443,0.051410272,119,1,-0.0344,0.575
FANCL,4.5809e-7,FA complementation group L,-+,++--,--,0.691904911668973,0.22437898230219436,-,0.449,0.105504612,121,1,-0.0344,0.575
PRR16,1.185e-6,proline rich 16,+-,+---,Filtered_Out,0.929914394187539,0.22503986757937655,-,0.45,0.135622246,121,1,-0.0344,0.575
SLC4A9,2.6577e-6,solute carrier family 4 member 9,--,+--+,Filtered_Out,0.5488813985837957,0.22594427639919556,-,0.452,0.071057266,122,1,-0.0344,0.575
PPP6C,1.0969e-6,protein phosphatase 6 catalytic subunit,++,++--,-+,0.22698048020261466,0.49995247802475123,+,0.454,0.068832584,122,1,-0.0344,0.575
TCTEX1D1,6.7014e-8,Tctex1 domain containing 1,++,+---,Filtered_Out,0.22778475143010882,0.5187475246581326,+,0.456,0.14825554132623822,123,1,-0.0344,0.575
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,---+,+-,0.4413058549816815,0.2296529584150317,-,0.459,0.085021723,124,1,-0.0344,0.575
FADS1,1.2518e-7,fatty acid desaturase 1,+-,+---,-+,0.5226379576931298,0.23000916550725847,-,0.46,0.08903169,124,1,-0.0344,0.575
ZNF660,2.4714e-10,zinc finger protein 660,++,----,Filtered_Out,0.6456631500360962,0.23008954605713153,-,0.46,0.128692417,124,1,-0.0344,0.575
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,++,+-++,++,0.23383150160716515,0.9397625638084539,+,0.468,0.056904125,126,1,-0.0344,0.575
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.23524235198168075,0.7640592316817523,+,0.47,0.225683521,127,1,-0.0344,0.575
CACNA2D1,2.5214e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,++,-++-,--,0.23750352486216555,0.45640218432637175,+,0.475,0.080146995,128,1,-0.0344,0.575
ESR2,2.6731e-9,estrogen receptor 2,++,++--,Filtered_Out,0.23889474902897181,0.8082656683736402,+,0.478,0.261188279,129,1,-0.0344,0.575
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,+-,++-+,--,0.7630226142462798,0.2391199533092736,-,0.478,0.17873515,129,1,-0.0344,0.575
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,+---,++,0.7792525258417369,0.24196384694512443,-,0.484,0.107804599,130,1,-0.0344,0.575
CDH9,9.6964e-7,cadherin 9,++,--+-,+-,0.24768512851027025,0.7426138442439948,+,0.495,0.085973372,133,1,-0.0344,0.575
OR2B2,2.7942e-12,olfactory receptor family 2 subfamily B member 2,+-,NA,Filtered_Out,0.7497556353116195,0.2502443646883805,-,0.5,0.500488729376761,135,1,-0.0344,0.575
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,--,0.25059031481394245,0.45858185318747124,+,0.501,0.059323219,135,1,-0.0344,0.575
GINM1,2.537e-6,glycoprotein integral membrane 1,+-,++--,++,0.25221955702330284,0.5269670087846021,+,0.504,0.050885112,136,1,-0.0344,0.575
GRM5,6.2138e-17,glutamate metabotropic receptor 5,++,-+--,Filtered_Out,0.25402070834633605,0.43853325410377975,+,0.508,0.076847424,137,1,-0.0344,0.575
PRSS16,6.4148e-9,serine protease 16,+-,Missing_P_Values,Filtered_Out,0.7452683259224636,0.2547316740775364,-,0.509,0.5094633481550728,137,1,-0.0344,0.575
