gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
SAMD5,1.21e-08,sterile alpha motif domain containing 5,----+-,----------++,--++--+-,0.912574717191195,0.00112378464917307,-,0.00225,2.64828690897166,0.001158159,Labonte,0.605,0.605,-0.0608,0.321,0.882,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Di- and mesencephalon inhibitory neurons,2.31663627794291,Enteric neurons,3.41099224324459
BEND4,1.3e-07,BEN domain containing 4,--++-+,---+--------,Not_Available,0.89511204390808,0.00143280447218291,-,0.00287,2.54278307593856,0.003839183,Labonte,0.771,0.771,-0.0608,0.321,0.855,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.22990046520913,Cholinergic and monoaminergic neurons,3.2158369602427
METTL9,1.74e-10,methyltransferase like 9,++++-+,++++-++-+-++,-+++-+++,0.00143730186380032,0.997929956272012,+,0.00287,2.54142201559278,0.019618914,Ding,0.773,0.773,-0.0608,0.321,0.218,body of caudate nucleus,body of caudate nucleus <  body of the caudate nucleus  <  caudate nucleus  <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,body of the caudate nucleus  <  caudate nucleus  <  striatum  < basal ganglia,Schwann cells,3.2002380803631,Schwann cells,3.07976530243268
BAG5,9.18e-07,BCL2 associated athanogene 5,-+++--,-+++++------,---+-+--,0.991569558615109,0.00169007463457377,-,0.00338,2.47106412062895,0.018796161,Ding,0.909,0.909,-0.0608,0.321,0.595,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
SERPING1,2.45e-06,serpin family G member 1,++++++,---++-++++++,-+++-+++,0.00169681694428248,0.979209948159892,+,0.00339,2.46933501197483,0.00408470453012042,Ramaker,0.913,0.913,-0.0608,0.321,0.983,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Vascular and leptomeningeal cells,5.32011632751613,Vascular and leptomeningeal cells,4.13708695278917
PPP6C,1.1e-06,protein phosphatase 6 catalytic subunit,++++-+,++++-+------,----+--+,0.829288281899744,0.00185986157386868,-,0.00372,2.42948938266765,0.005052903,Ding,1,1,-0.0608,0.321,0.577,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.92426142099383,Sympathetic cholinergic neurons,2.94432522454954
TCF4,4.55e-16,transcription factor 4,+-+-++,-+--+---+---,+-+++-++,0.00193090120749181,0.0592592846466801,+,0.00386,2.41320995020382,0.002236053,Labonte,1.04,1,-0.0608,0.321,0.968,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon inhibitory interneurons,4.0084051754747,Telencephalon inhibitory interneurons,3.77388307459323
MANEA,1.88e-06,mannosidase endo-alpha,-++--+,++++++------,----+-++,0.0255438009854226,0.00197613186381231,-,0.00395,2.40315408340864,0.000771466,Labonte,1.06,1,-0.0608,0.321,0.87,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Hindbrain neurons,3.67354498734173,Hindbrain neurons,3.83091357174874
KMT2A,1.28e-07,lysine methyltransferase 2A,--+--+,----+-+---++,++++--+-,0.00212943034999685,0.56284580837582,+,0.00426,2.37070656471926,0.001785206,Not_Available,1.15,1,-0.0608,0.321,0.42,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,3.78730180389794,Cholinergic and monoaminergic neurons,3.17745070473879
NOX4,1.16e-06,NADPH oxidase 4,+-+-+-,+++++++++-++,Filtered_Out,0.00341919737803088,0.901012938999937,+,0.00684,2.16504583254924,0.015699898,Labonte,1.84,1,-0.0608,0.321,0.906,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,Spinal cord inhibitory neurons,3.06461486056945,Enteric neurons,4.55638009065575
LRFN5,2.04e-12,leucine rich repeat and fibronectin type III domain containing 5,++++-+,------+-----,++-++---,0.611115382739508,0.00361165128301724,-,0.00722,2.1412641932517,0.006606209,Labonte,1.94,1,-0.0608,0.321,0.77,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Di- and mesencephalon excitatory neurons,2.2127027690198,Peripheral sensory non-peptidergic neurons,2.43755385014259
CTNND1,7.75e-08,catenin delta 1,-++--+,----+-+-+--+,--+--+--,0.653993318587521,0.00389148943935463,-,0.00778,2.10885414812922,0.001687079,Ding,2.09,1,-0.0608,0.321,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.14436050159554,Peripheral sensory non-peptidergic neurons,3.04181193393998
ZDHHC21,7.5e-09,zinc finger DHHC-type containing 21,++++-+,-+---+------,----++--,0.818494550997125,0.00396737626598076,-,0.00793,2.10046661341821,0.014756273,Ding,2.13,1,-0.0608,0.321,0.752,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
HLA-DQB1,2.33e-07,"major histocompatibility complex, class II, DQ beta 1",----+-,--+--+------,Not_Available,0.998336514196583,0.00447879215402935,-,0.00896,2.04780909559809,0.0488337153359539,Ramaker,2.41,1,-0.0608,0.321,0.989,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Oligodendrocytes,5.07595686578728,Oligodendrocytes,5.45495155214386
KDM3A,1.76e-09,lysine demethylase 3A,--++--,+++-++----+-,Not_Available,0.934233842261498,0.00465089847946602,-,0.0093,2.03143314456841,0.005746965,Labonte,2.5,1,-0.0608,0.321,0.316,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Ependymal cells,3.98128113265545,Ependymal cells,3.59907718503345
EXT1,1.2e-06,exostosin glycosyltransferase 1,--++-+,----+-+++---,+++++--+,0.077643240391659,0.0055692837079659,-,0.0111,1.953170662247,0.010276231,Labonte,3,1,-0.0608,0.321,0.81,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Ependymal cells,3.73397788580322,Ependymal cells,3.69044701771994
CELF2,7.52e-08,CUGBP Elav-like family member 2,++++-+,------------,+--+--+-,0.734676577564777,0.00580931249585452,-,0.0116,1.93484526556422,0.016642978,Not_Available,3.13,1,-0.0608,0.321,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
TMEM106B,1.22e-12,transmembrane protein 106B,--+--+,++++++------,--+-+-++,0.128772962206181,0.00797204878850988,-,0.0159,1.79740005644056,0.000216239,Labonte,4.29,1,-0.0608,0.321,0.857,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.25405600017945,Cholinergic and monoaminergic neurons,3.26841697346521
ARHGEF25,1.9e-06,Rho guanine nucleotide exchange factor 25,++-+++,+----+++++--,Not_Available,0.00809980042644437,0.95975975500657,+,0.0162,1.79049568604524,0.00242952,Labonte,4.36,1,-0.0608,0.321,0.292,VI paravermis,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,3.01383272171116,Peripheral sensory neurofilament neurons,2.86825843392875
ZNF638,1.83e-07,zinc finger protein 638,--+---,+++-+-+---+-,Not_Available,0.878269122716033,0.00814111857131149,-,0.0163,1.7882859242658,0.001959458,Labonte,4.38,1,-0.0608,0.321,0.685,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,++++-+,------++++++,++++-+--,0.00825957068559869,0.218384380853379,+,0.0165,1.78201253010535,0.00061161,Ding,4.44,1,-0.0608,0.321,0.53,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.01214474981103,Sympathetic cholinergic neurons,2.97042255583533
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,-++--+,-----+------,-+----++,0.96269458721153,0.00869629258489938,-,0.0174,1.75963586126725,0.009448596,Ding,4.68,1,-0.0608,0.321,0.823,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
RFTN2,5.41e-07,raftlin family member 2,------,++++++------,--+-++++,0.463484747614897,0.00894216685189943,-,0.0179,1.74752723522727,0.0363944585616798,Ramaker,4.81,1,-0.0608,0.321,0.444,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.07228894242944,Enteric glia,3.28226436108575
LST1,5.42e-09,leukocyte specific transcript 1,----+-,+-++++++++++,-----+++,0.0092365780451929,0.0282960648190813,+,0.0185,1.7334589001448,0.003058614,Ding,4.97,1,-0.0608,0.321,0.765,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,Not_Available,Not_Available,Not_Available,Not_Available
MGAT4C,1.22e-06,MGAT4 family member C,--++-+,++---+------,--++--++,0.735068995199297,0.00938751425762087,-,0.0188,1.72641939472312,0.002131326,Labonte,5.05,1,-0.0608,0.321,0.272,dorsal motor nucleus of the vagus,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.24420568019863,Cholinergic and monoaminergic neurons,3.66053389443231
OLFM4,1.7e-12,olfactomedin 4,++++++,++-++++++-+-,Filtered_Out,0.00958601554351615,0.998643437291747,+,0.0192,1.7173318754806,0.0449306657323324,Ramaker,5.16,1,-0.0608,0.321,0.99,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Peptidergic neurons,4.1737192292522,Peptidergic neurons,4.56491232412
ELAVL2,9e-08,ELAV like RNA binding protein 2,+-++++,-----+--+---,----+--+,0.889678318099581,0.0103478962038548,-,0.0207,1.68411794052646,0.000581273,Ding,5.57,1,-0.0608,0.321,0.926,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.4912440824609,Cholinergic and monoaminergic neurons,3.95611796344017
HSPA1A,8.13e-08,heat shock protein family A (Hsp70) member 1A,------,--+-++------,--+--+-+,0.999471245155891,0.011287393374916,-,0.0226,1.64637634350875,0.052021844,Labonte,6.07,1,-0.0608,0.321,0.983,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,5.25706923807914,Enteric glia,5.18641512450258
MYRF,1.68e-08,myelin regulatory factor,--+-+-,-+++++---+++,--+-+-++,0.051129434330251,0.0118663691479389,-,0.0237,1.62465214976496,0.006945037,Not_Available,6.38,1,-0.0608,0.321,0.801,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Oligodendrocytes,5.5090002866212,Oligodendrocytes,6.01454099812577
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,-+++-+,-+----++---+,-+--+---,0.979887708236873,0.0125277926040382,-,0.0251,1.60109544925077,0.030551685,Ding,6.74,1,-0.0608,0.321,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
HARS,2.1e-07,histidyl-tRNA synthetase,++-+--,+-+---++++++,++++-++-,0.0129820304292123,0.701071354930007,+,0.026,1.58562738157577,0.005687828,Ding,6.98,1,-0.0608,0.321,0.113,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ACVR1B,5.28e-07,activin A receptor type 1B,++++-+,---+----++++,+++++---,0.0130893711581003,0.612636735508216,+,0.0262,1.58205122173692,0.0169283788508056,Ramaker,7.04,1,-0.0608,0.321,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
ZDHHC5,3.47e-08,zinc finger DHHC-type containing 5,++++--,--------+-++,++------,0.994518988984719,0.0131464013995046,-,0.0263,1.58016311586158,0.064776592,Ding,7.07,1,-0.0608,0.321,0.262,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,-+-+--,--+-++----+-,-+--+--+,0.990926219573239,0.013446772358733,-,0.0269,1.57035195159682,0.007663015,Ding,7.23,1,-0.0608,0.321,0.42,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
BAD,1.35e-06,BCL2 associated agonist of cell death,---++-,+++++--+++-+,--------,0.0150926910304353,0.0411118530948048,+,0.0302,1.52020332284587,0.001132037,Labonte,8.12,1,-0.0608,0.321,0.264,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Spinal cord inhibitory neurons,2.00196292077959,Sympathetic cholinergic neurons,4.23641507854015
PSORS1C1,1.74e-08,psoriasis susceptibility 1 candidate 1,+---+-,Missing_P_Values,Filtered_Out,0.917751872066776,0.0153730976133076,-,0.0307,1.5122086195413,0.00563886258224023,Ramaker,8.27,1,-0.0608,0.321,0.0512,temporal pole superior aspect,temporal pole superior aspect <  temporal pole  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,temporal pole superior aspect <  temporal pole  < temporal lobe,Not_Available,Not_Available,Not_Available,Not_Available
TMEM42,4.87e-07,transmembrane protein 42,+--++-,++++++-+++++,Not_Available,0.0165027597130003,0.955600577175682,+,0.033,1.48141342812764,0.024523215,Labonte,8.88,1,-0.0608,0.321,0.325,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,3.87566283100583,Peripheral sensory non-peptidergic neurons,2.85212076708556
SCYL1,6.11e-08,SCY1 like pseudokinase 1,+++++-,++++--++++-+,-+-+--+-,0.0180738631380629,0.223274797549928,+,0.0361,1.44191901501641,0.001734011,Labonte,9.72,1,-0.0608,0.321,0.207,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.09359475213099,Sympathetic cholinergic neurons,2.96996663171946
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+++-+-,+++++++--+-+,+---++-+,0.0185090377392474,0.883691660349067,+,0.037,1.4315861634004,0.011802341,Ding,9.96,1,-0.0608,0.321,0.582,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Di- and mesencephalon excitatory neurons,2.62208686879822,Sympathetic cholinergic neurons,4.67423024890706
MR1,6.25e-08,"major histocompatibility complex, class I-related",++++++,++++-+------,---+-+++,0.0189256225965787,0.243267407785637,+,0.0379,1.42191982893479,0.03727316,Labonte,10.2,1,-0.0608,0.321,0.814,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,3.60550676538055,Choroid epithelial cells,3.9352029346417
SEMA6D,4.1e-09,semaphorin 6D,--++--,-++-+-----++,+-++-++-,0.090263675736558,0.0191199996844638,-,0.0382,1.41748212356307,0.00427009,Labonte,10.3,1,-0.0608,0.321,0.981,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Hindbrain neurons,2.92414767067453,Sympathetic cholinergic neurons,3.0507872490882
HIST1H2BO,9.65e-08,histone cluster 1 H2B family member o,----+-,Not_Available,Filtered_Out,0.678211527260138,0.0213657685818962,-,0.0427,1.36925148420725,0.00607244484267725,Ramaker,11.5,1,-0.0608,0.321,0.528,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,--+-++,+++++-++++-+,+++++--+,0.0218998871124729,0.90533290532733,+,0.0438,1.35852812815145,0.01774485,Ding,11.8,1,-0.0608,0.321,0.655,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.31170008709823,Cholinergic and monoaminergic neurons,3.19207777428948
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,++++--,--+--+----++,Filtered_Out,0.774506732445031,0.0221102870690089,-,0.0442,1.35437562305639,0.00566483,Labonte,11.9,1,-0.0608,0.321,0.761,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PHF2,2.32e-06,PHD finger protein 2,-++---,--+-+-++++++,+++-----,0.0223152035956714,0.639402216808282,+,0.0446,1.35036915079903,0.001404682,Ding,12,1,-0.0608,0.321,0.125,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.84681986991091,Enteric neurons,3.35069240040798
PTPRS,2.3e-06,protein tyrosine phosphatase receptor type S,-++---,---++-++++--,--+---+-,0.980833082765429,0.0241053061228369,-,0.0482,1.31685735320421,0.02752809,Ding,13,1,-0.0608,0.321,0.624,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.52618069083407,Hindbrain neurons,3.41680827717013
ETFDH,1.44e-06,electron transfer flavoprotein dehydrogenase,+-+--+,+++-+++---+-,+--+-+++,0.0244204749247811,0.874975195166221,+,0.0488,1.31121589856802,0.007798596,Ding,13.1,1,-0.0608,0.321,0.678,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Choroid epithelial cells,3.66003261839083,Sympathetic cholinergic neurons,4.06593704014729
YLPM1,3.52e-10,YLP motif containing 1,-++---,----+-+--+++,Not_Available,0.925078488034442,0.0253409064798955,-,0.0507,1.29514785818578,0.001039362,Labonte,13.6,1,-0.0608,0.321,0.157,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.78122141791888,Cholinergic and monoaminergic neurons,2.74398735586121
POGZ,3.16e-07,pogo transposable element derived with ZNF domain,--+--+,--+-+-+---++,--++++--,0.17336898965574,0.0254709410376926,-,0.0509,1.29292501383147,0.000341011,Ding,13.7,1,-0.0608,0.321,0.0413,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,2.69090360960431,Enteric neurons,2.55794199138711
ZNF536,1.62e-06,zinc finger protein 536,----+-,-+++++---+++,--+-++-+,0.160495991050577,0.0256077143534796,-,0.0512,1.29059918760011,0.0126016847177931,Ramaker,13.8,1,-0.0608,0.321,0.527,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon inhibitory interneurons,2.76402611732913,Telencephalon inhibitory interneurons,2.84477685813301
RHOA,7.1e-07,ras homolog family member A,-++++-,-+++++++-+++,+-+-++-+,0.0270794960152974,0.868228759970984,+,0.0542,1.26632942703385,0.005285861,Ding,14.6,1,-0.0608,0.321,0.68,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
