gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
TMEM106B,1.22e-12,transmembrane protein 106B,--+,------,+-++,0.106863075318641,0.00102741893915574,-,0.00205,2.6872224372099,0.000216239,Labonte,0.553,0.553,0.029,0.636,0.857,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.25405600017945,Cholinergic and monoaminergic neurons,3.26841697346521
BEND4,1.3e-07,BEN domain containing 4,+-+,------,Not_Available,0.690084642720358,0.00140003533835998,-,0.0028,2.55283100647132,0.003839183,Labonte,0.753,0.753,0.029,0.636,0.855,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.22990046520913,Cholinergic and monoaminergic neurons,3.2158369602427
C16orf45,1.86e-09,BMERB Domain Containing 1,++-,++++--,+--+,0.00150043579700442,0.415974467135873,+,0.003,2.52275258744969,0.000958753,Labonte,0.807,0.807,0.029,0.636,0.584,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZDHHC21,7.5e-09,zinc finger DHHC-type containing 21,+-+,------,++--,0.623003998789143,0.00249420186194609,-,0.00499,2.30203840524096,0.014756273,Ding,1.34,1,0.029,0.636,0.752,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
METTL9,1.74e-10,methyltransferase like 9,+-+,+-+-++,-+++,0.00276936038013957,0.992478649654399,+,0.00554,2.25659052965867,0.019618914,Ding,1.49,1,0.029,0.636,0.218,body of caudate nucleus,body of caudate nucleus <  body of the caudate nucleus  <  caudate nucleus  <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,body of the caudate nucleus  <  caudate nucleus  <  striatum  < basal ganglia,Schwann cells,3.2002380803631,Schwann cells,3.07976530243268
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,--+,-----+,Filtered_Out,0.989636305684324,0.00355888618738672,-,0.00712,2.14765590477844,0.037615917,Labonte,1.91,1,0.029,0.636,0.45,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Hindbrain neurons,4.01943544922757,Hindbrain neurons,4.10962598131774
ZNF184,3.34e-08,zinc finger protein 184,+--,+-+---,----,0.991072650432641,0.00387808436119252,-,0.00776,2.11035275214571,0.0264168379373406,Ramaker,2.09,1,0.029,0.636,0.368,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Non-glutamatergic neuroblasts,3.29333983815876,Non-glutamatergic neuroblasts,3.28351880097876
LST1,5.42e-09,leukocyte specific transcript 1,-+-,++++++,-+++,0.00402303440888445,0.876517084235031,+,0.00805,2.09441625724208,0.0274394124879291,Ramaker,2.16,1,0.029,0.636,0.765,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,Not_Available,Not_Available,Not_Available,Not_Available
MANEA,1.88e-06,mannosidase endo-alpha,--+,------,+-++,0.715855465904978,0.00414868478681995,-,0.0083,2.08105956554107,0.002767965,Labonte,2.23,1,0.029,0.636,0.87,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Hindbrain neurons,3.67354498734173,Hindbrain neurons,3.83091357174874
PSORS1C1,1.74e-08,psoriasis susceptibility 1 candidate 1,-+-,Missing_P_Values,Filtered_Out,0.949006653946997,0.00517498807002337,-,0.0103,1.98506065139141,0.00337803127868115,Ramaker,2.78,1,0.029,0.636,0.0512,temporal pole superior aspect,temporal pole superior aspect <  temporal pole  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,temporal pole superior aspect <  temporal pole  < temporal lobe,Not_Available,Not_Available,Not_Available,Not_Available
HLA-DQB1,2.33e-07,"major histocompatibility complex, class II, DQ beta 1",-+-,------,Not_Available,0.991442064046201,0.00521906735231683,-,0.0104,1.98137710285308,0.075130763,Labonte,2.81,1,0.029,0.636,0.989,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Oligodendrocytes,5.07595686578728,Oligodendrocytes,5.45495155214386
SEMA6D,4.1e-09,semaphorin 6D,+--,----++,-++-,0.507729848469047,0.0061026076223246,-,0.0122,1.91345455719402,0.00427009,Labonte,3.28,1,0.029,0.636,0.981,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Hindbrain neurons,2.92414767067453,Sympathetic cholinergic neurons,3.0507872490882
FADS1,1.25e-07,fatty acid desaturase 1,---,------,+-++,0.555909253045231,0.00628296373003159,-,0.0126,1.90080545168559,0.071401741,Labonte,3.38,1,0.029,0.636,0.866,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,3.13385409696618,Satellite glia,2.64161538223522
SOX5,3.79e-09,SRY-box 5,--+,-----+,Filtered_Out,0.97983280338105,0.00654523614465112,-,0.0131,1.88304468431726,0.040092956,Labonte,3.52,1,0.029,0.636,0.654,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CDH22,1.88e-07,cadherin 22,++-,++++-+,--++,0.00690246341184753,0.542381109527244,+,0.0138,1.85996589110003,0.012128409,Labonte,3.71,1,0.029,0.636,0.324,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.41250955554672,Cholinergic and monoaminergic neurons,4.79293229388837
HARS,2.1e-07,histidyl-tRNA synthetase,+--,++++++,-++-,0.00942560652460143,0.197924999973082,+,0.0189,1.7246606983163,0.005687828,Ding,5.07,1,0.029,0.636,0.113,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TRAF3,3.17e-07,TNF receptor associated factor 3,+++,-++---,----,0.940874548277801,0.00975923142931826,-,0.0195,1.70955438740181,0.01238427,Ding,5.25,1,0.029,0.636,0.428,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Hindbrain neurons,3.26811898489611,Hindbrain neurons,2.9800683009023
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",++-,++++++,+-+-,0.0106457983976816,0.983623062163038,+,0.0213,1.67179176677163,0.0332924640078746,Ramaker,5.73,1,0.029,0.636,0.771,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
PPP6C,1.1e-06,protein phosphatase 6 catalytic subunit,+-+,------,+--+,0.899510273461165,0.0109202677176286,-,0.0218,1.66073671881862,0.005052903,Ding,5.88,1,0.029,0.636,0.577,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.92426142099383,Sympathetic cholinergic neurons,2.94432522454954
SCYL1,6.11e-08,SCY1 like pseudokinase 1,++-,++++-+,--+-,0.0113446953479781,0.328857068374503,+,0.0227,1.64417716656271,0.001734011,Labonte,6.1,1,0.029,0.636,0.207,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.09359475213099,Sympathetic cholinergic neurons,2.96996663171946
ZNF165,1.95e-12,zinc finger protein 165,+++,++++++,Filtered_Out,0.0116940928651372,0.99971002639714,+,0.0234,1.63100346600146,0.058737725,Labonte,6.29,1,0.029,0.636,0.958,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
RFTN2,5.41e-07,raftlin family member 2,---,------,++++,0.138732341575752,0.0119687451355184,-,0.0239,1.62092138519846,0.039374167,Labonte,6.44,1,0.029,0.636,0.444,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.07228894242944,Enteric glia,3.28226436108575
EPHB2,1.04e-06,EPH receptor B2,+--,--+---,----,0.937289802928335,0.0130551450997859,-,0.0261,1.58318830123825,0.039052528,Ding,7.02,1,0.029,0.636,0.805,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
AREL1,3.04e-08,apoptosis resistant E3 ubiquitin protein ligase 1,+-+,----+-,+-+-,0.876925860726608,0.0139577348879194,-,0.0279,1.55415505922183,0.023507959,Ding,7.51,1,0.029,0.636,0.305,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting inhibitory neurons,3.74135869975321,Sympathetic noradrenergic neurons,3.69940043835784
HIST1H2BF,3.58e-08,histone cluster 1 H2B family member f,+++,++++++,Filtered_Out,0.0161400295389778,0.968306691184016,+,0.0323,1.49106567911705,0.01036763,Labonte,8.68,1,0.029,0.636,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ASXL3,2.06e-06,ASXL transcriptional regulator 3,--+,+++--+,--++,0.0162771485782896,0.941042329647033,+,0.0326,1.48739167658231,0.008650411,Labonte,8.76,1,0.029,0.636,0.787,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,2.93661225160883,Peripheral sensory non-peptidergic neurons,3.94108342751378
GPC5,1.35e-07,glypican 5,--+,-----+,+-++,0.936654843375597,0.0175417486676317,-,0.0351,1.45489712004663,0.026207921,Labonte,9.44,1,0.029,0.636,0.768,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Astrocytes,3.27197638308806,Peripheral sensory non-peptidergic neurons,4.29845432769986
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,-+-,++++++,Filtered_Out,0.0176152429942223,0.569772621275079,+,0.0352,1.45308136588364,0.005129735,Labonte,9.48,1,0.029,0.636,0.121,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
FADS2,1.94e-08,fatty acid desaturase 2,---,------,----,0.999782183255887,0.0176158594480368,-,0.0352,1.45306616780743,0.085617322,Ding,9.48,1,0.029,0.636,0.768,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,4.9914512447236,Satellite glia,5.30636788248189
PAX6,1.67e-09,paired box 6,+++,------,---+,0.875732539753739,0.019777287396738,-,0.0396,1.40280327973487,0.002175936,Ding,10.6,1,0.029,0.636,0.825,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
USP3,2.49e-06,ubiquitin specific peptidase 3,---,------,+-+-,0.595466442639136,0.0200692940436544,-,0.0401,1.39643790829784,0.012310163,Labonte,10.8,1,0.029,0.636,0.564,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.61965211656607,Enteric neurons,3.21797612618307
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,+++,++++++,Filtered_Out,0.0203581476808775,0.993511595429628,+,0.0407,1.39023174386234,0.077200373,Labonte,11,1,0.029,0.636,0.315,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
PCDH9,3.53e-10,protocadherin 9,--+,-----+,++++,0.022025612116302,0.0632209909731511,+,0.0441,1.35604201755667,0.03246236,Ding,11.8,1,0.029,0.636,0.94,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Oligodendrocytes,3.70140632202485,Oligodendrocytes,3.84835815637682
SGCZ,9.76e-10,sarcoglycan zeta,+-+,++++++,Filtered_Out,0.0234957319228894,0.818562375865225,+,0.047,1.32798102592317,0.003670155,Labonte,12.6,1,0.029,0.636,0.271,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,ventromedial hypothalamic nucleus < tuberal region,Cholinergic and monoaminergic neurons,3.49288894731675,Enteric neurons,2.99594245710222
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,+--,----+-,+--+,0.863690320790902,0.02434336918036,-,0.0487,1.31258931888988,0.008905346,Labonte,13.1,1,0.029,0.636,0.42,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
CCS,2.3e-06,copper chaperone for superoxide dismutase,-+-,++++++,+++-,0.0257854557431266,0.854260235609768,+,0.0516,1.28759519261981,0.014563279,Labonte,13.9,1,0.029,0.636,0.214,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
HS6ST3,1.66e-08,heparan sulfate 6-O-sulfotransferase 3,+-+,+++---,---+,0.222809248889382,0.0293510776678809,-,0.0587,1.23134595270054,0.000472472,Ding,15.8,1,0.029,0.636,0.72,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Spinal cord inhibitory neurons,3.97261952437629,Spinal cord inhibitory neurons,3.85813019687383
MARK3,2.68e-07,microtubule affinity regulating kinase 3,++-,+---+-,+-+-,0.968734579136577,0.0306039323391431,-,0.0612,1.21319277120516,0.034033973,Labonte,16.5,1,0.029,0.636,0.125,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.44971169933105,Peripheral sensory neurofilament neurons,2.27828077755344
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,---,++++++,++++,0.0318538781252628,0.955806681902036,+,0.0637,1.19580769024326,0.110438212,Labonte,17.1,1,0.029,0.636,0.646,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
OLFM4,1.7e-12,olfactomedin 4,+++,+++-+-,Filtered_Out,0.0323300979229947,0.953489990175782,+,0.0647,1.18936298430993,0.0367839607755913,Ramaker,17.4,1,0.029,0.636,0.99,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Peptidergic neurons,4.1737192292522,Peptidergic neurons,4.56491232412
ZDHHC5,3.47e-08,zinc finger DHHC-type containing 5,+--,--+-++,----,0.977316347023022,0.0346507910525106,-,0.0693,1.15925685064595,0.064776592,Ding,18.6,1,0.029,0.636,0.262,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TCF4,4.55e-16,transcription factor 4,-++,--+---,+-++,0.0377372598166157,0.0494624624061746,+,0.0755,1.12219964241617,0.002236053,Labonte,20.3,1,0.029,0.636,0.968,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon inhibitory interneurons,4.0084051754747,Telencephalon inhibitory interneurons,3.77388307459323
ZNF501,5.35e-07,zinc finger protein 501,---,+---++,Filtered_Out,0.977795029112743,0.0390097082288942,-,0.078,1.10779730229531,0.064347101,Labonte,21,1,0.029,0.636,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
RTN1,1.71e-08,reticulon 1,+-+,-+++-+,-+-+,0.0393273810144715,0.556400492633439,+,0.0787,1.10427497856789,0.006195693,Ding,21.2,1,0.029,0.636,0.963,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,3.3682122135607,Sympathetic noradrenergic neurons,4.27437476304621
CDH9,9.7e-07,cadherin 9,+-+,+++-+-,-+++,0.0395646209148189,0.87429958157525,+,0.0791,1.10166299540963,0.028128689,Labonte,21.3,1,0.029,0.636,0.0139,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Dentate gyrus granule neurons,4.0007858698079,Dentate gyrus granule neurons,3.53243921491756
HIST1H2BO,9.65e-08,histone cluster 1 H2B family member o,-+-,Not_Available,Filtered_Out,0.533661746302164,0.0418741397128968,-,0.0837,1.07702410660227,0.00896995424498176,Ramaker,22.5,1,0.029,0.636,0.528,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
RPS6KL1,1.01e-07,ribosomal protein S6 kinase like 1,++-,++++++,+-+-,0.0431988610742702,0.323136617158685,+,0.0864,1.06349770742111,0.008210583,Labonte,23.2,1,0.029,0.636,0.242,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
ELAVL2,9e-08,ELAV like RNA binding protein 2,+++,--+---,+--+,0.356827687104404,0.043236254832388,-,0.0865,1.06312193644768,0.000581273,Ding,23.3,1,0.029,0.636,0.926,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.4912440824609,Cholinergic and monoaminergic neurons,3.95611796344017
MR1,6.25e-08,"major histocompatibility complex, class I-related",+++,------,-+++,0.140661639985039,0.044592193256388,-,0.0892,1.04971117079059,0.03727316,Labonte,24,1,0.029,0.636,0.814,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,3.60550676538055,Choroid epithelial cells,3.9352029346417
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,--+,+-+++-,++-+,0.0456473484180011,0.491405732175492,+,0.0913,1.03955444920998,0.009869007,Ding,24.6,1,0.029,0.636,0.353,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
RHOA,7.1e-07,ras homolog family member A,++-,++-+++,++-+,0.0462460592160094,0.973457501218858,+,0.0925,1.03389527339414,0.005285861,Ding,24.9,1,0.029,0.636,0.68,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
CNTNAP5,3.89e-09,contactin associated protein like 5,--+,++++++,Filtered_Out,0.0476767875511566,0.895287062009113,+,0.0954,1.02066301926087,0.046032215,Labonte,25.7,1,0.029,0.636,0.391,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
MIER1,2.62e-06,MIER1 transcriptional regulator,-+-,----+-,Filtered_Out,0.930244236537897,0.0480494861671187,-,0.0961,1.01728125657658,0.024035521,Labonte,25.9,1,0.029,0.636,0.398,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Pericytes,2.90738502916842,Enteric neurons,3.30656856842405
