gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,Updated_Gene_Names,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
PRR16,1.19e-06,proline rich 16,++++--,-++-+------+,Filtered_Out,0.104191046075225,0.793131499826413,+,0.208,0.0858991586017684,-0.0933,0.127,56.1,1,0.87,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,PRR16,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
PCDHA6,6.79e-07,protocadherin alpha 6,++++-+,+-++++------,Filtered_Out,0.10422600076125,0.987979664141635,+,0.208,0.0693837433552444,-0.0933,0.127,56.1,1,0.054,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,PCDHA6,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
PQLC2L,7.05e-09,PQ loop repeat containing 2 like,++++--,--+--+----++,Filtered_Out,0.104312146509683,0.447204376722064,+,0.209,0.00566483,-0.0933,0.127,56.1,1,0.761,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,PQLC2L,Not_Available,Not_Available,Not_Available,Not_Available
ZNF165,1.95e-12,zinc finger protein 165,-+-+++,--+---++++++,Filtered_Out,0.952845921364804,0.104909372567629,-,0.21,0.058737725,-0.0933,0.127,56.4,1,0.958,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,ZNF165,Not_Available,Not_Available,Not_Available,Not_Available
DLST,8.87e-10,dihydrolipoamide S-succinyltransferase,++++--,--+-+++---++,Not_Available,0.105148238194278,0.760270963510744,+,0.21,0.0205952997499381,-0.0933,0.127,56.6,1,0.26,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,DLST,Hindbrain neurons,3.72501634524872,Peripheral sensory neurofilament neurons,4.18562972777196
HIST1H2BF,3.58e-08,histone cluster 1 H2B family member f,-+-+++,++++-+++++++,Filtered_Out,0.757835643301807,0.108571022589704,-,0.217,0.01036763,-0.0933,0.127,58.4,1,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,HIST1H2BF,Ependymal cells,4.14563948842201,Ependymal cells,3.28000311007773
FH,1.47e-06,fumarate hydratase,++++--,++++-++++---,-+--+--+,0.117900876705671,0.532573309506802,+,0.236,0.002341199,-0.0933,0.127,63.4,1,0.609,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,FH,Hindbrain neurons,2.1607250056768,Sympathetic cholinergic neurons,3.39436911319744
ZDHHC21,7.5e-09,zinc finger DHHC-type containing 21,++++-+,-+---+------,----++--,0.119501382330117,0.705961348953431,+,0.239,0.014756273,-0.0933,0.127,64.3,1,0.752,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ZDHHC21,Hindbrain neurons,3.49567526804951,Peripheral sensory neurofilament neurons,2.82392946322424
TOPAZ1,3.6e-07,testis and ovary specific PAZ domain containing 1,-+++-+,++++++---+++,Not_Available,0.119646857452958,0.945644827295782,+,0.239,0.078682223,-0.0933,0.127,64.4,1,Not_Available,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,TOPAZ1,Hindbrain neurons,3.82217680957343,Peripheral sensory non-peptidergic neurons,4.72309099499653
C11orf31,5.11e-07,selenoprotein H,+--++-,--+++++++--+,+-----+-,0.753630309921898,0.120998618387149,-,0.242,0.002668892,-0.0933,0.127,65.1,1,Not_Available,superior temporal gyrus lateral bank of gyrus,superior temporal gyrus lateral bank of gyrus <  superior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior temporal gyrus lateral bank of gyrus <  superior temporal gyrus  < temporal lobe,SELENOH,Telencephalon inhibitory interneurons,2.4749246859468,Sympathetic cholinergic neurons,2.47081378820764
RFTN2,5.41e-07,raftlin family member 2,------,++++++------,--+-++++,0.290261164717102,0.121887828836445,-,0.244,0.0124360073754275,-0.0933,0.127,65.6,1,0.444,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,RFTN2,Enteric glia,3.07228894242944,Enteric glia,3.28226436108575
IGSF6,1.56e-09,immunoglobulin superfamily member 6,----++,++++-+++++++,Filtered_Out,0.708468142890357,0.127423825302675,-,0.255,0.044139254,-0.0933,0.127,68.6,1,0.904,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,IGSF6,Perivascular macrophages,5.21106831203813,Perivascular macrophages,5.69320947447033
RFWD2,7e-09,COP1 E3 ubiquitin ligase,++++--,-++--++++-+-,+--++---,0.131794450391888,0.854838965878282,+,0.264,0.0189633582008738,-0.0933,0.127,70.9,1,0.202,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,COP1,Hindbrain neurons,2.96357533863596,Peripheral sensory neurofilament neurons,2.97425684266462
KIAA1143,5e-07,KIAA1143,-++---,++++++-++---,---+++-+,0.140455722988084,0.659871344335455,+,0.281,0.007041498,-0.0933,0.127,75.6,1,0.409,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,KIAA1143,Telencephalon projecting excitatory neurons,2.24377396293815,Sympathetic noradrenergic neurons,3.10909852231817
MIER1,2.62e-06,MIER1 transcriptional regulator,-++-+-,++++++----+-,Filtered_Out,0.14184857415499,0.929715623412483,+,0.284,0.024035521,-0.0933,0.127,76.3,1,0.398,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,MIER1,Pericytes,2.90738502916842,Enteric neurons,3.30656856842405
PLCL1,7.79e-07,phospholipase C like 1 (inactive),--+---,++++++-----+,--+----+,0.146849792592717,0.73135461979965,+,0.294,0.019769308,-0.0933,0.127,79,1,0.831,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,PLCL1,Oligodendrocytes,3.74231229931164,Oligodendrocytes,3.5006278468572
LRP1B,2.73e-09,LDL receptor related protein 1B,+++--+,++------+--+,-+-++++-,0.147890216532409,0.806901342135799,+,0.296,0.0195625911259663,-0.0933,0.127,79.6,1,0.865,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,LRP1B,Dentate gyrus granule neurons,2.87143582823708,Dentate gyrus granule neurons,3.14664401885536
BAG5,9.18e-07,BCL2 associated athanogene 5,-+++--,-+++++------,---+-+--,0.150052158088665,0.833538012290416,+,0.3,0.018796161,-0.0933,0.127,80.7,1,0.595,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,BAG5,Schwann cells,4.74994301763411,Sympathetic cholinergic neurons,3.08399659801482
TCAIM,1.4e-07,"T cell activation inhibitor, mitochondrial",-+++-+,-++--+++--++,-+++-+-+,0.150770627159685,0.946042130011071,+,0.302,0.0185238742379788,-0.0933,0.127,81.1,1,0.608,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,TCAIM,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
BTN1A1,7.4e-09,butyrophilin subfamily 1 member A1,+-+--+,Not_Available,Filtered_Out,0.153547798311659,0.599703399498061,+,0.307,0.02921859910418,-0.0933,0.127,82.6,1,0.0995,CA2 field,CA2 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA2 field <  hippocampal formation  < limbic lobe,BTN1A1,Di- and mesencephalon inhibitory neurons,3.97528722444647,Di- and mesencephalon inhibitory neurons,4.33940339359627
SPRY2,8.26e-07,sprouty RTK signaling antagonist 2,+-----,-----------+,++--+---,0.523367559791029,0.155408842553141,-,0.311,0.00653533,-0.0933,0.127,83.6,1,0.938,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,SPRY2,Enteric glia,4.11970794127568,Enteric neurons,3.47774007250763
PCDH9,3.53e-10,protocadherin 9,--+--+,-++++------+,-+++++++,0.158452239513186,0.228482433683926,+,0.317,0.004988764,-0.0933,0.127,85.2,1,0.94,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,PCDH9,Oligodendrocytes,3.70140632202485,Oligodendrocytes,3.84835815637682
HIST1H2BO,9.65e-08,histone cluster 1 H2B family member o,----+-,Not_Available,Filtered_Out,0.336356376910792,0.159707962582706,-,0.319,0.00896995424498176,-0.0933,0.127,85.9,1,0.528,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,HIST1H2BO,Ependymal cells,4.29415142421203,Ependymal cells,4.47946094136428
ZNF501,5.35e-07,zinc finger protein 501,-++---,--+---+---++,Filtered_Out,0.16006688987021,0.895319154443134,+,0.32,0.064347101,-0.0933,0.127,86.1,1,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ZNF501,Not_Available,Not_Available,Not_Available,Not_Available
ADCK3,1.43e-08,coenzyme Q8A,++++--,+++++---+-+-,+-+-----,0.167074643477551,0.91921268629689,+,0.334,0.010694757,-0.0933,0.127,89.9,1,Not_Available,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,COQ8A,Hindbrain neurons,2.95998324764065,Sympathetic noradrenergic neurons,3.10916895544605
SF3B1,1.78e-08,splicing factor 3b subunit 1,--+--+,+++-+++---+-,+-+-++-+,0.168123118816734,0.566917437531678,+,0.336,0.010551779,-0.0933,0.127,90.5,1,0.542,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,SF3B1,Telencephalon projecting excitatory neurons,1.95965373686169,Enteric neurons,2.7602558536192
EPHB2,1.04e-06,EPH receptor B2,---+--,---+++--+---,++++----,0.173653342348073,0.78249677200897,+,0.347,0.039052528,-0.0933,0.127,93.4,1,0.805,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,EPHB2,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
C3orf84,2.53e-07,chromosome 3 open reading frame 84,++-+-+,Not_Available,Not_Available,0.428302532511978,0.175051334702259,-,0.35,0.0587952335497419,-0.0933,0.127,94.2,1,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,C3orf84,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
PCDHA1,5.44e-08,protocadherin alpha 1,++----,---+++----+-,Not_Available,0.178430423448729,0.948234980220688,+,0.357,0.054979465113963,-0.0933,0.127,96,1,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,PCDHA1,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
RTN1,1.71e-08,reticulon 1,++++-+,++-+-+-+++-+,-+---+-+,0.571788463512177,0.181748109977844,-,0.363,0.006195693,-0.0933,0.127,97.8,1,0.963,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,RTN1,Cholinergic and monoaminergic neurons,3.3682122135607,Sympathetic noradrenergic neurons,4.27437476304621
SORBS3,4.46e-08,sorbin and SH3 domain containing 3,++--+-,----+-++++++,+-++-++-,0.8506421924537,0.182092258437206,-,0.364,0.018096816,-0.0933,0.127,98,1,0.407,cuneate nucleus,cuneate nucleus <  myelencephalon  < gray matter,cuneate nucleus <  myelencephalon  < gray matter,SORBS3,Choroid epithelial cells,2.44984791056423,Choroid epithelial cells,2.69134398604954
SLC30A9,2.62e-07,solute carrier family 30 member 9,-+++-+,++++-+--+---,++-----+,0.18778987793445,0.807913929155286,+,0.376,0.02130154,-0.0933,0.127,101,1,0.345,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,SLC30A9,Cholinergic and monoaminergic neurons,4.20604828764965,Cholinergic and monoaminergic neurons,2.53826229017514
CELF4,8.75e-10,CUGBP Elav-like family member 4,++--++,+------+++--,-+--+--+,0.872089972027521,0.191398634611173,-,0.383,0.032633708,-0.0933,0.127,103,1,0.739,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,CELF4,Cholinergic and monoaminergic neurons,3.77580205597784,Cholinergic and monoaminergic neurons,3.48238762624301
RPS6KL1,1.01e-07,ribosomal protein S6 kinase like 1,+--++-,----+-++++++,--+++-+-,0.745947430393257,0.19171777664512,-,0.383,0.008210583,-0.0933,0.127,103,1,0.242,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,RPS6KL1,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
PROX2,7.55e-10,prospero homeobox 2,-----+,Missing_P_Values,Not_Available,0.5067305498517,0.193132557608944,-,0.386,0.0432120704632707,-0.0933,0.127,104,1,0.148,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,PROX2,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
PCNP,2.33e-07,PEST proteolytic signal containing nuclear protein,-+++-+,++-+-+-+-+-+,----+--+,0.735987222881518,0.195463464165841,-,0.391,0.013082865,-0.0933,0.127,105,1,0.406,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,PCNP,Cholinergic and monoaminergic neurons,3.77531494749186,Enteric neurons,4.12396423066094
TAL1,5.73e-07,"TAL bHLH transcription factor 1, erythroid differentiation factor",----++,++++++++++-+,Filtered_Out,0.682462890953122,0.198164983914018,-,0.396,0.031904579881847,-0.0933,0.127,107,1,0.888,superior olivary complex,superior olivary complex <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,superior olivary complex < pontine tegmentum,TAL1,Di- and mesencephalon inhibitory neurons,4.97522784901096,Di- and mesencephalon inhibitory neurons,5.43065221780771
ANKS1B,1.5e-06,ankyrin repeat and sterile alpha motif domain containing 1B,-+++-+,------++--++,---+++++,0.730972389075789,0.203256658839545,-,0.407,0.008015543,-0.0933,0.127,109,1,0.695,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,ANKS1B,Oligodendrocytes,3.46016684887029,Oligodendrocytes,3.62757275479769
VPS41,1.94e-06,VPS41 subunit of HOPS complex,-+++-+,++-+-+--+---,-+--++-+,0.368327254901843,0.204434377589359,-,0.409,0.002224813,-0.0933,0.127,110,1,0.376,fusiform gyrus lateral bank of gyrus,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  < temporal lobe,VPS41,Cholinergic and monoaminergic neurons,3.2294752200861,Peripheral sensory neurofilament neurons,3.86058381099991
STAU1,1.34e-06,staufen double-stranded RNA binding protein 1,++++--,+-+++-++++++,++-+-+--,0.207753045108061,0.817653183763288,+,0.416,0.004673783,-0.0933,0.127,112,1,0.258,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,STAU1,Cholinergic and monoaminergic neurons,3.64372187714201,Cholinergic and monoaminergic neurons,2.27957428896524
MARK3,2.68e-07,microtubule affinity regulating kinase 3,+-+++-,+-+-+-+---+-,+-+++-+-,0.208600231905511,0.938599448190712,+,0.417,0.034033973,-0.0933,0.127,112,1,0.125,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,MARK3,Hindbrain neurons,2.44971169933105,Peripheral sensory neurofilament neurons,2.27828077755344
STK19,7.06e-07,serine/threonine kinase 19,+---+-,-------+-++-,+--++-++,0.906073129162151,0.208849144400238,-,0.418,0.026934644,-0.0933,0.127,112,1,0.0751,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,STK19,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
SERPING1,2.45e-06,serpin family G member 1,++++++,---++-++++++,-+++-+++,0.211787085662641,0.432727592377568,+,0.424,0.00213185191944307,-0.0933,0.127,114,1,0.983,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,SERPING1,Vascular and leptomeningeal cells,5.32011632751613,Vascular and leptomeningeal cells,4.13708695278917
PCDHA3,1.06e-07,protocadherin alpha 3,-++--+,++++--+-+-++,Filtered_Out,0.212225337672134,0.889403710888841,+,0.424,0.067578583,-0.0933,0.127,114,1,0.0941,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,PCDHA3,Cholinergic and monoaminergic neurons,3.82520183583016,Cholinergic and monoaminergic neurons,3.76612977790557
LTBP3,8.14e-07,latent transforming growth factor beta binding protein 3,----+-,----+-++-+++,+-++--++,0.224967257893977,0.215253979465033,-,0.431,0.000514888,-0.0933,0.127,116,1,0.827,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,LTBP3,Choroid epithelial cells,4.66919716502908,Choroid epithelial cells,4.40627315983146
RHOBTB1,1.57e-06,Rho related BTB domain containing 1,---+++,++++++--+-++,+-------,0.59245148968362,0.215269322969187,-,0.431,0.003864981,-0.0933,0.127,116,1,0.884,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,RHOBTB1,Pericytes,3.6627217371282,Pericytes,3.79887133588337
TCTEX1D1,6.7e-08,Tctex1 domain containing 1,++++-+,--+-++++--+-,Filtered_Out,0.216648425610468,0.779638217119333,+,0.433,0.0412735388472208,-0.0933,0.127,117,1,0.518,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,TCTEX1D1,Ependymal cells,5.49021351946159,Ependymal cells,5.78194929693987
ZSCAN12,8.58e-11,zinc finger and SCAN domain containing 12,-+++--,-++++-+++-++,Filtered_Out,0.219267024132136,0.890844416717207,+,0.439,0.01969796,-0.0933,0.127,118,1,0.374,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ZSCAN12,Subcommissural organ hypendymal cells,2.51879530482849,Sympathetic cholinergic neurons,3.51776534571152
CCS,2.3e-06,copper chaperone for superoxide dismutase,+---+-,--+--+++++++,+++-+++-,0.731583192019048,0.219652180334868,-,0.439,0.014563279,-0.0933,0.127,118,1,0.214,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,CCS,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
TMEM258,5.55e-07,transmembrane protein 258,----+-,+++-+++++++-,--+-+-+-,0.93511125160295,0.22089906508887,-,0.442,0.023539607,-0.0933,0.127,119,1,0.218,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,TMEM258,Oligodendrocytes,2.45901448243735,Sympathetic noradrenergic neurons,4.05633443300144
C16orf45,1.86e-09,BMERB Domain Containing 1,++-++-,---+-+++++--,---++--+,0.58797484686905,0.222008686055355,-,0.444,0.000958753,-0.0933,0.127,119,1,0.584,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,C16orf45,Cholinergic and monoaminergic neurons,2.84324967130112,Cholinergic and monoaminergic neurons,2.31248811378339
POGZ,3.16e-07,pogo transposable element derived with ZNF domain,--+--+,--+-+-+---++,--++++--,0.225182079307614,0.453752234056887,+,0.45,0.000341011,-0.0933,0.127,121,1,0.0413,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,POGZ,Cholinergic and monoaminergic neurons,2.69090360960431,Enteric neurons,2.55794199138711
MOB4,6.09e-07,"MOB family member 4, phocein",-+++-+,++++-+------,Not_Available,0.227781191081474,0.957162261854428,+,0.456,0.105183454083615,-0.0933,0.127,123,1,Not_Available,medial geniculate complex,medial geniculate complex <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,medial geniculate complex < dorsal thalamus,MOB4,Cholinergic and monoaminergic neurons,3.75319945850413,Sympathetic noradrenergic neurons,2.82015204088842
CNTNAP5,3.89e-09,contactin associated protein like 5,-++--+,-+-+--++++++,Filtered_Out,0.773837089713752,0.229925245993926,-,0.46,0.046032215,-0.0933,0.127,124,1,0.391,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,CNTNAP5,Hindbrain neurons,2.25336886161404,Enteric neurons,2.75891103538495
PRSS16,6.41e-09,serine protease 16,++++--,Missing_P_Values,Filtered_Out,0.236481861738535,0.624058863791923,+,0.473,0.0822946267014518,-0.0933,0.127,127,1,0.734,postcentral gyrus superior lateral aspect of gyrus,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  < parietal lobe,PRSS16,Telencephalon projecting excitatory neurons,4.03171025588552,Sympathetic noradrenergic neurons,4.25160226046541
EYS,1.32e-06,eyes shut homolog,+-+-++,+--++-+++---,Not_Available,0.919176467048076,0.236971231676278,-,0.474,0.063425252,-0.0933,0.127,127,1,0.00999,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,EYS,Not_Available,Not_Available,Not_Available,Not_Available
HARS,2.1e-07,histidyl-tRNA synthetase,++-+--,+-+---++++++,++++-++-,0.237234577725928,0.291993645145196,+,0.474,0.005687828,-0.0933,0.127,128,1,0.113,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,HARS,Cholinergic and monoaminergic neurons,3.1938081342907,Sympathetic noradrenergic neurons,3.50987465853632
SLC4A9,2.66e-06,solute carrier family 4 member 9,----+-,-++-++---+++,Filtered_Out,0.238373915812021,0.666539013326302,+,0.477,0.020928616,-0.0933,0.127,128,1,0.393,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,SLC4A9,Hindbrain neurons,4.39906864973554,Hindbrain neurons,4.77984052043041
TTC12,8.38e-09,tetratricopeptide repeat domain 12,++----,+++-++++-+++,Filtered_Out,0.246090618430669,0.943595882668771,+,0.492,0.0525867435450556,-0.0933,0.127,132,1,0.704,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,TTC12,Ependymal cells,5.46313766641445,Ependymal cells,5.77921636202419
